documentId,paragraphText,sorted_compounds
US07625905B2,"step 1—To a solution of 3,5-dimethyl-1H-pyrazole-4-carboxylic acid ethyl ester (1 g, 5.95 mmol) in DMF (20 mL) cooled to 0° C. was added portionwise NaH (60% in mineral oil, 171 mg, 7.13 mmol). After hydrogen evolution ceased, 2-chloro-pyrazine (0.64 mL, 7.13 mmol) was added and the reaction was stirred at 50° C. for 24 h. The reaction mixture was cooled to RT, partitioned between EtOAc and saturated NH4Cl. The aqueous layer was extracted twice with EtOAc. The combined organic layers were dried (Na2SO4), filtered and evaporated. The residue was purified via SiO2 chromatography eluting with hexane/EtOAc to afford 0.64 g (44%) of 3,5-dimethyl-1-pyrazin-2-yl-1H-pyrazole-4-carboxylic acid ethyl ester (124a). The ethyl ester was hydrolyzed to the corresponding acid with KOH in aqueous EtOH as described in step 2 of example 31.","3,5-dimethyl-1H-pyrazole-4-carboxylic acid ethyl ester | DMF | NaH | hydrogen | 2-chloro-pyrazine | EtOAc | NH4Cl | EtOAc | Na2SO4 | SiO2 | hexane/EtOAc | 3,5-dimethyl-1-pyrazin-2-yl-1H-pyrazole-4-carboxylic acid ethyl ester"
US08309548B2,"A microwave reaction vial was charged with the title compound of Example 3 [2-(trans-4-Hydroxy-cyclohexylamino)-4-(3,6,6-trimethyl-4-oxo-4,5,6,7-tetrahydro-indazol-1-yl)-benzamide] (100 mg, 0.244 mmol), 4-(2-chloroethyl)morpholine hydrochloride (45.4 mg, 0.244 mmol), sodium hydride (17.3 mg, 0.732 mmol), and a catalytic amount of potassium iodide. After suspending in DMF, the reaction mixture was heated to 180° C. in the “Personal Chemistry” microwave for eight minutes. The solution was then diluted with water and extracted into EtOAc (2×). The organic layers were extracted with 2N HCl (2×). The aqueous extracts basified with aqueous sodium hydroxide, and were extracted with EtOAc (3×). The combined organics were dried over Na2SO4, concentrated, and purified by column chromatography (EtOAc/MeOH) to yield the title compounds as a white solid. LCMS m/z: (M+H) 523.9.",title compound | 4-(2-chloroethyl)morpholine hydrochloride | sodium hydride | potassium iodide | DMF | water | EtOAc | HCl | EtOAc | Na2SO4 | EtOAc/MeOH | title compounds
US06365602B1,"A mixture containing 4-cyano-1-naphthoic acid (0.090 g, 0.45 mmol), DCM (3 mL), oxalyl chloride (0.063 g, 0.50 mmol) and DMF (approximately 5 μL) was stirred for 3 h and concentrated to provide 4-cyano-1-naphthoyl chloride as an off-white solid which was used directly. Using standard acylation conditions 4-cyano-1-naphthoyl chloride (0.090 g) was reacted with N-[(S)-2-(3,4-dichlorophenyl)-4-[4-[(S)-2-methylsulfinylphenyl]-1-piperidinyl]butyl]-N-methylamine to afford the free base (0.215 g) which was converted to the citrate salt.",4-cyano-1-naphthoic acid | DCM | oxalyl chloride | DMF | 4-cyano-1-naphthoyl chloride
US08158620B2,"A 5 N sodium hydroxide solution (3 mL) and ethanol (3 mL) were added to a solution of methyl 5-(2,2,2-trifluoroethoxy)pyrazine-2-carboxylate obtained in Preparation Example 50-(1) (197 mg) in THF (5 mL), and the mixture was heated under reflux for 15 minutes. After returning to room temperature, water and ethyl acetate were added and the aqueous layer was separated. The aqueous layer was adjusted to pH 1 with hydrochloric acid, and ethyl acetate was added to the aqueous layer. The organic layer was separated and dried over anhydrous magnesium sulfate. The organic layer was concentrated under reduced pressure to obtain the title compound (87 mg).","sodium hydroxide | ethanol | methyl 5-(2,2,2-trifluoroethoxy)pyrazine-2-carboxylate | THF | water | ethyl acetate | magnesium sulfate | title compound"
US07166580B2,N-(Toluene-4-sulfonyl)sarcosine was coupled to N-methyl-L-phenylalanine methyl ester using the procedure described in Method 3 to give N-(toluene-4-sulfonyl)sarcosyl-N-methylphenylalanine methyl ester. The title compound was prepared via hydrolysis of the methyl ester using LiOH in THF/water. Proton and carbon NMR analysis indicated a mixture of amide bond rotomers in about a 65:35 ratio.,N-(Toluene-4-sulfonyl)sarcosine | N-methyl-L-phenylalanine methyl ester | N-(toluene-4-sulfonyl)sarcosyl-N-methylphenylalanine methyl ester
US06608100B1,"Nα-isobutyl-Nα-(4-methylbenzenesulfonyl)-Nε-(N′α-tert-butoxycarbonyl-L-phenylalanyl)-L-lysine (50 mg, 0.08 mmol, example 78) is added to a mixture of of trifluoroacetic anhydride and TFA and was stirred for a period of 30 min. Afterwards, the reactant were evaporated and the residue triturated with ether to give 40 mg (74%) of the title compound.",Nα-isobutyl-Nα-(4-methylbenzenesulfonyl)-Nε-(N′α-tert-butoxycarbonyl-L-phenylalanyl)-L-lysine | trifluoroacetic anhydride | TFA | ether | title compound
US05547983,"2 g (5 mmol) of 4-[(Z)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoic acid obtained in Example 23(c) in 900 ml of THF are irradiated under UV by means of a HANOVIA mercury lamp (550 W) for 10 h at room temperature, to give a 1/1 mixture of E and Z isomers. After evaporation of the THF, this mixture is treated with 190 mg (6 mmol) of 80% NaH in oil and 0.83 ml (7 mmol) of benzyl bromide. After the same treatment as in Example 1(a), followed by a recrystallization from hexane, 0.54 g of benzyl 4-[(E)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoate is isolated which melts at 230°-240° C.",4-[(Z)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoic acid | THF | mercury | E | THF | NaH | benzyl bromide | hexane | benzyl 4-[(E)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoate
US08288425B2,"To a stirred solution of chlorosulfonic acid (20 ml) at 0° C., was added N-phenylurethane (9.90 g) at such a rate that the temperature did not exceed 20° C. The reaction was then heated at 60° C. for 3 hours, cooled to ambient temperature and poured carefully onto ice. The resultant precipitate was collected by filtration and dried in vacuo to give (4-chlorosulfonyl-phenyl)-carbamic acid ethyl ester (140.50 g) as an off-white solid. LC-MS (METHOD B): RT=3.11 minutes, 284.23 (M+H)+.",chlorosulfonic acid | N-phenylurethane | ice | resultant precipitate | (4-chlorosulfonyl-phenyl)-carbamic acid ethyl ester
US06008407,"A flow reactor equipped with dual tubes having 20 mm of inner diameter of the outer tube, 16 mm of outer diameter of the inner tube, and 60 cm of length of the tubes was employed. The temperature in the reactor was kept at 520° C. Chlorotrifluoroethylene (CTFE), 1,3-pentadiene and nitrogen gas were continuously injected into the flow reactor at the rates of 36.1 g/hr, 20.4 g/hr, and 0.4 mol/hr, respectively, and the vapor phase condensation was carried out for 1 hour. Then, 4.7 g of unreacted chlorotrifluoroethylene (CTFE) was recovered. The resultant was purified by steam distillation, and then the water layer was removed to give 32.1 g of the mixture (GC%=52%).","Chlorotrifluoroethylene | 1,3-pentadiene | chlorotrifluoroethylene | water | mixture"
US04663323,"20% aqueous Hydrochloric acid (100 ml) is added to methyl 5-(1-phenyl-1,2,3,4-tetrazol-5-yl)valerate (9.3 g) and the mixture is refluxed for 4 hours. After cooling, water is added and the mixture is extracted with chloroform. The chloroform solution is extracted with aqueous saturated sodium bicarbonate solution. The aqueous layer is acidified with concentrated hydrochloric acid and again extracted with chloroform. The latter chloroform extract is washed with aqueous saturated sodium chloride solution and dried over magnesium sulfate. Chloroform is distilled off to give 5-(1-phenyl-1,2,3,4-tetrazol-5-yl)valeric acid (8.2 g), pale yollow liquid.","Hydrochloric acid | methyl 5-(1-phenyl-1,2,3,4-tetrazol-5-yl)valerate | water | chloroform | chloroform | sodium bicarbonate | chloroform | chloroform | sodium chloride | magnesium sulfate | Chloroform | 5-(1-phenyl-1,2,3,4-tetrazol-5-yl)valeric acid"
US20070078134A1,"To a solution of 1-[3-(4-chloro-2-methyl-2H-pyrazol-3-yl)-4-hydroxy-phenyl]-3-(2,4-difluoro-phenyl)urea (see above) (0.035 g, 0.09 mmol) in THF (3 mL), triphenyl phosphine (0.071 g, 0.27 mmol) and 3-dimethylamino propanol (31.6 μL, 0.27 mmol) were added followed by dropwise addition of diisopropyl azodicarboxylate (DIAD) (52.3 μL, 0.27 mmol). The reaction mixture was stirred at room temperature for 2 hours, concentrated to give a crude product that was purified via preparative HPLC. The corresponding fractions were collected, neutralized with 1N NaOH and extracted with EtOAc four times. A second purification by flash chromatography (SiO2, CH2Cl2/MeOH gradient elution) afforded Compound 133 as an off-white solid in 25.4% yield. LCMS m/z (%)=464 (M+H 35Cl, 100), 466 (M+H 37Cl, 39). 1H NMR (400 MHz, DMSO-d6) δ: 9.02 (s, 1H), 8.47 (s, 1H), 8.07-8.01 (m, 1H), 7.62 (s, 1H), 7.51 (d, J=8.90 Hz, 1H), 7.38 (s, 1H), 7.33-7.28 (m, 1H), 7.15 (d, J=9.02 Hz, 1H), 7.03-6.97 (m, 1H), 4.11-3.94 (m, 2H), 3.63 (s, 3H), 2.28-2.18 (m, 2H), 2.11 (s, 6H), 1.78-1.69(m, 2H).","1-[3-(4-chloro-2-methyl-2H-pyrazol-3-yl)-4-hydroxy-phenyl]-3-(2,4-difluoro-phenyl)urea | THF | triphenyl phosphine | 3-dimethylamino propanol | diisopropyl azodicarboxylate | crude product | EtOAc | SiO2 | CH2Cl2/MeOH | Compound 133"
US08623866B2,"A pre-dried flask was charged with copper(I) bromide (0.35 mg, 2.89 μmol), (R)-(+)-1,1′-bi-2-naphthol (1.66 mg, 5.78 μmol) and cesium carbonate (113 mg, 347 μmol) under argon atmosphere. DMF (0.5 ml), methyl 3-(bis(tert-butoxycarbonyl)amino)-6-bromopyrazine-2-carboxylate (50 mg, 116 μmol) and pyrrolidine (14.3 μl, 174 μmol) were added and the reaction mixture was stirred at r.t. for 1.5 h. The reaction mixture was poured into water (10 ml) and extracted with ethyl acetate. The combined organic layer was washed with brine, dried, evaporated and purified by silica gel chromatography using a heptane/ethyl acetate gradient to yield the product as yellow solid (37 mg, 68%).","copper(I) bromide | (R)-(+)-1,1′-bi-2-naphthol | cesium carbonate | argon | DMF | methyl 3-(bis(tert-butoxycarbonyl)amino)-6-bromopyrazine-2-carboxylate | pyrrolidine | water | ethyl acetate | brine | silica gel | product"
US20080227790A1,The title compound is prepared analogous as described for Example 3 using compound 1 and morpholine. Crystallisation from ethyl acetate gives the title compound. M.p. 165-166° C.,title compound | using compound 1 | morpholine | ethyl acetate | title compound
US06770420B2,"23.2 g (0.13 mol) of α-hydroxyimino-3,4-dimethylbenzylcyanide are reacted with 27.2 ml (0.20 mol) of triethylamine and 11.1 ml (0.14 mol) of methansulfonyl chloride in tetrahydrofuran, as described under 3.2. After the usual processing, 32.6 g of a crude product are obtained, which is then recrystallised from isopropanol, giving 30.5 g (93%) of α-(methyl-sulfonyloxyimino)-3,4-dimethylbenzylcyanide in the form of a brownish powder having an m.p. of 91-95° C.","α-hydroxyimino-3,4-dimethylbenzylcyanide | triethylamine | methansulfonyl chloride | tetrahydrofuran | crude product | isopropanol | α-(methyl-sulfonyloxyimino)-3,4-dimethylbenzylcyanide"
US08399502B2,"A mixture of diethyl 6-methoxy-5,7-dihydroindolo[2,3-b]carbazole-2,10-dicarboxylate (10 g, 23.23 mmol) and KOH (3.7 g) in EtOH/H2O/THF(120/40/10 mL) was heated to 90-100° C. under Ar and stirred for 4-6 h until all starting material disappeared. The reaction mixture was neutralized with 1N aq. HCl. The white ppt was collected by filtration and washed with small amount of water, dried under vacuum to give 6-methoxy-5,7-dihydroindolo[2,3-b]carbazole-2,10-dicarboxylic acid (8.3 g, 95%).","diethyl 6-methoxy-5,7-dihydroindolo[2,3-b]carbazole-2,10-dicarboxylate | KOH | EtOH/H2O/THF | HCl | water | 6-methoxy-5,7-dihydroindolo[2,3-b]carbazole-2,10-dicarboxylic acid"
US08653114B2,"To a mixture of 0.489 g (2.73 mmol) 2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexanamine and 0.565 g (4.09 mmol) potassiumcarbonate in 30 ml Acetonitrile was added 0.638 g (3.00 mmol) 3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carbonyl chloride and stirred at ambient temperature over night. At the end of the reaction the reaction mixture was extracted with ethylacetate and water. The organic layer was dried with natriumsulfate and the solvent was removed by vacuum. The crude product was purified by column chromathography (Solvent: Cyclohexane/ethylacetate gradient). Finally 0.40 g (33%) of N-{2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexyl}-3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carboxamide with a purity of 87% LC-MS was isolated. log P (acid) of 4.02.","2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexanamine | potassiumcarbonate | Acetonitrile | 3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carbonyl chloride | ethylacetate | water | natriumsulfate | crude product | Cyclohexane/ethylacetate | N-{2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexyl}-3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carboxamide"
US09035065B2,"A solution of compound 3 (3.0 g, 14.2 mmol) in THF (10 mL) is added to a suspension of sodium hydride (60%, 0.63 g, 15.6 mmol) in THF (60 mL) at 0° C. The reaction mixture is kept at the same temperature for 2 hours and methyl iodide (0.93 mL, 14.9 mmol) is added at 0° C. The reaction mixture is allowed to warm up to room temperature overnight and then quenched with water. The mixture is separated and the aqueous phase is extracted with ethyl acetate (2×40 mL). The extracts are combined, washed with brine, dried, concentrated and purified by column chromatography (hexane/ethyl acetate 50:1 to 4:1) to give 4 (2.2 g, 69%) as a yellow solid.",compound 3 | THF | sodium hydride | THF | methyl iodide | water | ethyl acetate | brine | hexane/ethyl acetate | 4
US06011044,"1-(2-Methyl-4-fluorophenyl)-4-chloro-6-β,β,β-trifluoroethoxypyrrolo[3,2-c]quinoline(700 mg, 1.7 mmol), prepared by the procedures of Step 1 and Step 2 in the Example 46, was dissolved in ethanolamine(10 ml) in the pressure tube, and the resultant was refluxed at 180° C. for 3 hours. After removing the excess ethanolamine by distillation under reduced pressure, the residue was diluted in dichloromethane(20 ml), and washed with water(15 ml). The organic layer was dried over anhydrous magnesium sulfate, filtered, and concentrated under reduced pressure. The residue was purified by silica gel chromatography to obtain 600 mg of desired compound as solid in 81% of yield.","1-(2-Methyl-4-fluorophenyl)-4-chloro-6-β,β,β-trifluoroethoxypyrrolo[3,2-c]quinoline | ethanolamine | ethanolamine | dichloromethane | water | magnesium sulfate | silica gel | desired compound"
US07727997B2,"tert-Butyl (1S,2S)-3-bromo-1-(3,5-difluorobenzyl)-2-hydroxypropylcarbamate (IV, EXAMPLE 2) is dissolved in absolute alcohol (150 mL) and ethyl acetate (100 mL) and potassium hydroxide (2.3 g, 34.9 mmole, 1.1 eq.) in ethyl alcohol (85%, 5 mL) is added at −20 degrees C. The cold bath is then removed and the mixture stirred for 0.5 hour. The reaction is monitored by TLC (ethyl acetate/hexane, 20/80). When the reaction is complete; it is diluted with dichloromethane and extracted, washed with water, saline, dried over anhydrous sodium sulfate and the solvent removed under reduced pressure. The crude material is purified by flash chromatography on silica gel to give the title compound, TLC (ethyl acetate/hexane, 20/80) Rf=0.3; MS (MH+)=300.4.","tert-Butyl (1S,2S)-3-bromo-1-(3,5-difluorobenzyl)-2-hydroxypropylcarbamate | alcohol | ethyl acetate | potassium hydroxide | ethyl alcohol | ethyl acetate/hexane | dichloromethane | water | sodium sulfate | crude material | silica gel | title compound"
US09139557B2,"70 ml of 30% HBr in glacial acetic acid were added to 11 g of phenylmethyl [3-amino-2-hydroxy-3-oxo-1-(2-thienylmethyl)propyl]carbamate (29.66 mmol) in 30 ml of glacial acetic acid. After about 2 hours, the mixture was concentrated and the resulting residue was stirred firstly with cyclohexane and then with dichloromethane. 7.8 g of the title compound were obtained as hydrobromide.",HBr | acetic acid | phenylmethyl [3-amino-2-hydroxy-3-oxo-1-(2-thienylmethyl)propyl]carbamate | acetic acid | cyclohexane | title compound | hydrobromide
US08952005B2,"To a round bottom flask was added 5-chloro-2-(methylthio)[1,3]thiazolo[5,4-b]pyridine (1-2) (11.5 g, 53.3 mmol), sodium methoxide (10.8 g, 200 mmol), anhydrous DCM (200 mL) and anhydrous MeOH (200 mL). The reaction mixture was then permitted to stir at room temperature under an atmosphere of nitrogen for 18 hours. The reaction mixture was then acidified to pH 5 with glacial acetic acid, then suspended in ethyl acetate and washed with water, then brine, dried over sodium sulfate, filtered, and concentrated. The resulting residue was purified by silica gel chromatography (0-6% IPA/DCM) to give 5-chloro-2-methoxy[1,3]thiazolo[5,4-b]pyridine (1-3) as an off-white solid. HRMS (M+H)+: observed=198.9998, calculated=198.9994.","5-chloro-2-(methylthio)[1,3]thiazolo[5,4-b]pyridine | sodium methoxide | DCM | MeOH | nitrogen | acetic acid | ethyl acetate | water | brine | sodium sulfate | silica gel | IPA/DCM | 5-chloro-2-methoxy[1,3]thiazolo[5,4-b]pyridine"
US09284331B2,"(Z)-2-(5-methoxy-3,4-dihydroisoquinolin-1(2H) -ylidene)-1-(3-methoxyphenyl)ethanimine. 1-1. A flask was charged with 5-methoxy-1-methyl-3,4-dihydroisoquinoline (3.0 g, 17.1 mmol) and Et2O (100 mL) under N2 and cooled to 30° C. A 2M solution of LDA (8.56 mL, 17.1 mmol) was added dropwise. The resulting brown suspension was stirred for 30 min at this temperature, and then cooled to −78° C. A solution of 3-methoxybenzonitrile (2.28 g, 17.1 mmol) in Et2O (25 mL) was added dropwise. The mixture was stirred at −78° C. for 1 h, and then allowed to warm to RT and stirred for another 18 h. the mixture was then poured onto H2O and extracted with AcOEt. The org. layers were dried over Na2SO4, filtered and concentrated in vacuo to give the title compound (5.9 g) as a brown oil that was used as it is in the next step. UPLC-MS: MS 309.3 (M+H+); UPLC rt 0.73 min.","(Z)-2-(5-methoxy-3,4-dihydroisoquinolin-1(2H) -ylidene)-1-(3-methoxyphenyl)ethanimine | 5-methoxy-1-methyl-3,4-dihydroisoquinoline | Et2O | N2 | LDA | 3-methoxybenzonitrile | Et2O | H2O | AcOEt | Na2SO4 | title compound"
US08097624B2,"A mixture of 3-(benzyloxy)-N-(cyclohexylmethyl)-1-cyclopropyl-6-methyl-4-oxo-1,4-dihydropyridine-2-carboxamide (2.0 g, 4.8 mmol), Pd/C (10% wet, 0.45 g) in ethanol (150 mL) was hydrogenated in a Parr apparatus at 50 psi of hydrogen pressure for 16 h. The reaction mixture was filtered over a pad of Celite® and the Celite® was thoroughly washed with EtOH (25 mL). Evaporation of the solvent afforded a pale pink solid. The solid was dissolved in hot methanol, then cooled to RT as solid product precipitated out. The solid was collected by suction filtration. The mother liquor was concentrated in vacuo and the residual solid was again dissolved in hot methanol and cooled to RT to precipitate out the product, which was then collected. This process was repeated one more time. The three combined white solid fractions weighed 0.95 g (63% yield).","3-(benzyloxy)-N-(cyclohexylmethyl)-1-cyclopropyl-6-methyl-4-oxo-1,4-dihydropyridine-2-carboxamide | Pd/C | ethanol | hydrogen | EtOH | methanol | methanol"
US05387603,"To a solution of (R)-(-)-1-(4-benzyloxybutyl)-5-[2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]indoline-7-carboxamide (200 mg) in ethanol (3.3 ml) were added a 1N hydrochloric acid (0.8 ml) and 10% palladium on carbon (20 mg), and the mixture was stirred at room temperature for 4 hours under an atmosphere of hydrogen. After the catalyst was filtered off, the filtrate was concentrated under reduced pressure. To the concentrate were added water (12 ml) and sodium carbonate (106 mg), and the mixture was stirred for overnight at room temperature. The precipitated crystals were collected, washed with water, and dried at 50° C. under reduced pressure to give 160 mg of (R)-(-)-1-(4-hydroxybutyl)-5-[2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]indoline-7-carboxamide melting at 116°-118° C.","(R)-(-)-1-(4-benzyloxybutyl)-5-[2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]indoline-7-carboxamide | ethanol | hydrochloric acid | palladium on carbon | hydrogen | water | sodium carbonate | water | (R)-(-)-1-(4-hydroxybutyl)-5-[2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]indoline-7-carboxamide"
US20150322062A1,"To the suspension of (R) but-3-yn-2-amine.HCl salt (10 g, 94.7 mmol, 1.0 equiv.) in THF (150 mL), Et3N (27.5 mL, 199 mmol, 2.1 equiv.) and (2-chloro-3-(trifluoromethyl)benzoyl chloride (23.1 g, 94.7 mmol, 1.0 equiv.) were added sequentially at 0° C. The reaction mixture was then stirred at room temperature for 16 hours. The precipitate was filtered off and washed with THF. The filtrate solution was concentrated and re-dissolved in EtOAc. The EtOAc solution was washed with saturated NaHCO3 and brine, dried over Na2SO4, concentrated. Trituration of the crude product from EtOAc/hexanes afforded the title compound (23 g, 83.8 mmol, 88%) as a white solid. 1H NMR (600 MHz, CDCl3) δ 7.82-7.75 (dd, J=7.9, 1.6 Hz, 1H), 7.73-7.66 (dd, J=7.7, 1.6 Hz, 1H), 7.48-7.41 (dd, J=8.2, 7.3 Hz, 1H), 6.35-6.02 (d, J=7.9 Hz, 1H), 5.09-4.90 (dqd, J=8.1, 6.9, 2.3 Hz, 1H), 2.47-2.20 (m, 1H), 1.58-1.54 (d, J=6.9 Hz, 3H). 13C NMR (151 MHz, CDCl3) δ 164.7, 137.9, 132.5, 129.4 (q, JC-F=31.5 Hz), 129.1, 129.0 (q, JC-F=5.2 Hz), 127.1, 122.5 (q, JC-F=273.4 Hz), 83.2, 71.2, 37.8, 22.1. HRMS-ESI (m/z): [M+H]+ calcd for C12H10ClF3NO, 276.0398. found, 276.0390.",but-3-yn-2-amine | HCl | THF | Et3N | 2-chloro-3-(trifluoromethyl)benzoyl chloride | THF | EtOAc | EtOAc | NaHCO3 | brine | Na2SO4 | crude product | EtOAc/hexanes | title compound
US08815891B2,"The compound (1.11 g, 2.94 mmol) prepared in step 5 was dissolved in N,N-dimethylformamide (10.0 ml), added with palladium(II) acetate (215 mg, 0.881 mmol), 1,3-bis(dephenylphosphino)propane (363 mg, 0.881 mmol), tributylphosphine (0.724 ml, 2.94 mmol), and potassium carbonate (812 mg, 5.87 mmol). The resulting mixture was refluxed for 3 hours and cooled to room temperature. Water and dichloromethane were added and the mixture was extracted. The organic layer was dried over anhydrous magnesium sulfate and concentrated to dryness. The residue was then purified by flash column chromatography (dichloromethane:ethyl acetate=4:1) to obtain the title compound (776.5 mg, yield: 77.3%, white solid).","compound | N,N-dimethylformamide | palladium(II) acetate | 1,3-bis(dephenylphosphino)propane | tributylphosphine | potassium carbonate | Water | dichloromethane | magnesium sulfate | dichloromethane | ethyl acetate | title compound"
US05164381,"To a solution of the alcohol 2 [(0.92 g, 2.68 millimoles (mM)] in acetone (25 ml) was added a 2N H2Cr2O7 (Jones Reagent) solution (3.02 ml, 6.04 mM) dropwise over a 10 minute time period. After stirring for 1 hour the reaction solution was decanted from the chromium precipitates on the sides of the reaction vessel. The reaction solution was concentrated in vacuo and taken up into ethyl acetate (EtOAc) (100 ml), washed with distilled H2O until the washes were clear, dried (MgSO4), filtered, and concentrated in vacuo. Crystallization from Et2O: hexane afforded 12 (0.88 g, 92%) as an off-white crystalline solid, mp=126°-128° C.",alcohol | acetone | H2Cr2O7 | chromium | H2O | MgSO4 | Et2O | hexane | 12
US07276520B2,"To a solution of diisopropylamine (0.471 g, 4.65 mmol) in anhydrous THF (10.0 mL) was added n-BuLi (2.91 mL, 4.65 mmol, 1.6 N in THF) at 0° C. The mixture was stirred at the temperature for 15 minutes and cooled to −78° C., followed by addition of a solution of 3-cyclohex-2-en-1-yl 8-ethyl 8-azabicyclo[3.2.1]octane-3,8-dicarboxylate (1-5) (1.30 g, 4.23 mmol) in THF (5.0 mL). After stirring at −78° C. for 30 min, TMSCl (0.459 g, 4.23 mmol) was added and the resulting solution was stirred at −78° C. for 1 h. The mixture was allowed to warm to room, temperature and stirred at 80° C. overnight. After cooling to room temperature, 2 N aqueous solution of HCl (10 mL) was added to the mixture. The mixture was stirred continued for 5 minutes, then partitioned between Et2O (50 mL) and 2 N HCl aqueous solution. The organic phase was washed with water, brine, dried over Na2SO4 and concentrated to give a crude residue. Purification of the crude residue by flash chromatography over silica gel (gradient elution; 10%-50% ethyl acetate/hexanes as eluent) afforded (1-6) as a white solid.","diisopropylamine | THF | n-BuLi | THF | 3-cyclohex-2-en-1-yl 8-ethyl 8-azabicyclo[3.2.1]octane-3,8-dicarboxylate | TMSCl | aqueous solution | HCl | Et2O | HCl | water | brine | Na2SO4 | crude residue | crude residue | silica gel | ethyl acetate/hexanes | (1-6)"
US20120004197A1,"Reactions and treatments were carried out in the same manner as in Example 110, using 31 mg of (2S,4R)-1-acetyl-2-methyl-4-[(3-morpholinophenyl)amino]-1,2,3,4-tetrahydroquinoline-6-carboxylicacid (compound 179) and monomethylamine. Thus, 23 mg (73%) of the title compound was obtained as a light yellow oily substance.","(2S,4R)-1-acetyl-2-methyl-4-[(3-morpholinophenyl)amino]-1,2,3,4-tetrahydroquinoline-6-carboxylicacid | compound 179 | monomethylamine | title compound"
US20120330056A1,"n-butyllithium (1.55 M in cyclohexane, 7.1 mL, 11 mmol) is added at 0° C. to 2,6-difluorobenzoic acid (790 mg, 5 mmol) in solution in anhydrous THF (30 mL). After stirring 2 h at 0° C., the reaction mixture is hydrolyzed with distilled water (30 mL). The aqueous phase is extracted with ethyl acetate (3*30 mL), acidified to pH=1 with the addition of HCl (10%) then extracted with ethyl acetate. The combined organic phases are dried over MgSO4, filtered and concentrated under reduced pressure. After recrystallization (cyclohexane/ethyl acetate), 2-fluoro-6-n-butylbenzoic acid is isolated as a pale yellow solid (560 mg, 57%). 1H NMR (CDCl3; 200 MHz): 7.34 (dd; JH,H=8.2 Hz; JH,F=5.6 Hz; 1H), 7.04 (d; J=8.2 Hz; 1H), 6.96 (dd; JH,H=8.2 Hz; JH,F=9.6 Hz; 1H), 2.81 (t; J=7.6 Hz; 2H), 1.68 (m; 2H), 1.39 (m; 2H), 0.91 (t; J=7.6 Hz; 3H). 13C NMR (CDCl3; 100 MHz): 172.1, 160.0 (d; J=250 Hz), 144.3; 132.0 (d; J=10 Hz); 131.2; 125.5 (d; J=14 Hz); 120.0 (d; J=21 Hz); 113.6; 33.6; 22.5; 13.8. IR (ATR, cm−1): 2960; 2873; 2662; 1704; 1615; 1576; 1466; 1405; 1293; 1125; 805; 774.8.","n-butyllithium | 2,6-difluorobenzoic acid | THF | water | ethyl acetate | HCl | ethyl acetate | MgSO4 | cyclohexane/ethyl acetate | 2-fluoro-6-n-butylbenzoic acid | solid"
US20160002188A1,"Into a 250-mL round-bottom flask, was placed a solution of tert-butyl 4-[[2-fluoro-4-(6-fluoro-1,3-benzoxazol-2-yl)phenyl]carbonyl]piperazine-1-carboxylate (1.1 g, 2.48 mmol, 1.00 equiv) in dichloromethane (100 mL). To the above hydrogen chloride gas was introduced in. The resulting solution was stirred for 1 h at room temperature. The solids were collected by filtration and then dissolved in water, then adjusted to pH 6-7 with sodium bicarbonate. Then the solids were collected by filtration and dried in oven. This resulted in 700 mg (82%) of the title compound as a gray solid. LC-MS (ES, m/z) 344 [M+H]+","tert-butyl 4-[[2-fluoro-4-(6-fluoro-1,3-benzoxazol-2-yl)phenyl]carbonyl]piperazine-1-carboxylate | dichloromethane | hydrogen chloride | water | title compound"
