documentId,Paragraph,Compound
US07943616B2,"A solution of 2-(5-methoxy-1-methyl-1H-indol-3-yl)-1-(toluene-4-sulfonyl)-1H-pyrrolo[2,3-b]pyridine-4 carboxylic acid, tert-butyl ester [106 mg, Reference Example 2(n)] in methanol (10 mL) was treated with potassium hydroxide solution (1 mL, 5N) then heated at reflux temperature for 1 hour and then evaporated. The residue was treated with water (15 mL) and the mixture washed with ethyl acetate (10 mL). The pH of the aqueous solution was then adjusted to 4 by addition of hydrochloric acid and cooled in ice. The resulting yellow solid was filtered washed well with water and then dried at 80° C. under vacuum to give the title compound (33 mg) as a yellow solid, m.p.>300° C. MS: 322 (MH+).","2-(5-methoxy-1-methyl-1H-indol-3-yl)-1-(toluene-4-sulfonyl)-1H-pyrrolo[2,3-b]pyridine-4 carboxylic acid, tert-butyl ester | methanol | potassium hydroxide | water | ethyl acetate | hydrochloric acid | ice | water | title compound"
US03959473,"2-benzyloxy-4-nitrophenyl was iodinated to 2-benzyloxy-6-iodo-4-nitrophenol of melting point 143°C-145°C in the manner described for an analogous compound in J.Am.Chem. Soc. 75 4290 (1953). This compound was converted with epichlorohydrine into 2-(hydroxymethyl)-5-iodo-7-nitro-1,4-benzodioxane by the method described in J.Ned. Chem. 1965 page 455 for an analogous compound. The substance obtained was ethylated to 2-(ethoxymethyl)-5-iodo-7-nitro-1,4-benzodioxane (melting point of the crude product 90°--99°C), and this was converted with CF3J and powdered copper in dimethylformamide into 2-(ethoxymethyl)-7-nitro-5-(trifluoromethyl)-1,4-benzodioxan by the method described in Tetrahedron Letters 1969 pages 4095-4096. The reaction product was hydrogenated by means of a palladium on active carbon catalyst at room temperature and under a pressure of about 1.1 atmospheres to form 7-amino-2-(ethoxymethyl)-5-(trifluoromethyl)-1,4-benzodioxan, which was immediately converted with 2-(ethoxymethylene)malonic acid diethyl ester into 2- { [2-(ethoxymethyl)-5-(trifluromethyl)-1,4-benzodioxan-7-ylamino] -methylene } malonic acid diethyl ester which had a melting point of 96°-98°C.","2-benzyloxy-6-iodo-4-nitrophenol | epichlorohydrine | 2-(hydroxymethyl)-5-iodo-7-nitro-1,4-benzodioxane | 2-(ethoxymethyl)-5-iodo-7-nitro-1,4-benzodioxane | crude product | copper | dimethylformamide | 2-(ethoxymethyl)-7-nitro-5-(trifluoromethyl)-1,4-benzodioxan | palladium | carbon | 7-amino-2-(ethoxymethyl)-5-(trifluoromethyl)-1,4-benzodioxan"
US20160264582A1,"To a 2 L round bottom flask was added 3-buten-1-ol (59.5 mL, 693 mmol) in CH2Cl2 (800 mL), and the mixture was cooled to 4° C. with an ice-bath. Triethylamine (97 mL, 690 mmol) was added slowly over 5 minutes followed by dropwise addition of methanesulfonyl chloride (53.8 mL, 693 mmol). An 8° C. to 9° C. exothermic reaction was observed. The reaction mixture was stirred for 60 minutes with an internal temperature maintained between 4-8° C. The reaction mixture was combined with 1 N HCl (200 mL), and the layers were separated. The organic layer was washed with saturated, aqueous NaHCO3 (200 mL) and brine (200 mL), then was dried over anhydrous Na2SO4, filtered and concentrated in vacuo to give the titled compound (96 g, 639 mmol, 92% yield) which was used without further purification. 1H NMR (400 MHz, DMSO-d6) δ ppm 5.80 (ddt, J=17.0, 10.3, 6.6 Hz, 1H), 5.26-5.04 (m, 2H), 4.24 (t, J=6.5 Hz, 2H), 3.15 (s, 4H), 2.44 (qt, J=6.5, 1.5 Hz, 3H); MS (DCI) m/z 151 [M+H]+.",3-buten-1-ol | CH2Cl2 | ice | Triethylamine | methanesulfonyl chloride | HCl | NaHCO3 | brine | Na2SO4 | titled compound
US20130211076A1,"200 mg of N-(3-chloroquinoxalin-2-yl)-1-methyl-1H-pyrazole-3-sulfonamide, 180 mg of 3-(2-amino-4,6-dimethoxyphenoxy)propan-1-ol and 72 μL of Lutidine were poured into 2 mL of propanol and heated at 140° C. under microwave irradiation (high absorption mode) for ca. 3 h until completion of reaction. The reaction mixture was cooled to RT, filtered and the collected product was washed with 1-propanol and then dried under vacuum. 251 mg of N-(3-{[2-(3-hydroxypropoxy)-3,5-dimethoxyphenyl]amino}quinoxalin-2-yl)-1-methyl-1H-pyrazole-3-sulfonamide was isolated as a light yellow powder (80%). MS-FAB (M+H+)=515.1.","N-(3-chloroquinoxalin-2-yl)-1-methyl-1H-pyrazole-3-sulfonamide | 3-(2-amino-4,6-dimethoxyphenoxy)propan-1-ol | Lutidine | propanol | 1-propanol | N-(3-{[2-(3-hydroxypropoxy)-3,5-dimethoxyphenyl]amino}quinoxalin-2-yl)-1-methyl-1H-pyrazole-3-sulfonamide | powder"
US20160108047A1,"To a suspension of 2-bromo-6-(4-chlorophenyl)-5-(1,5-dimethyl-6-oxo-1,6-dihydropyridin-3-yl)-3-(4-methoxybenzyl)-5,6-dihydropyrrolo[3,4-d]imidazol-4(3H)-one (Step 46.7) (350 mg, 0.63 mmol) in toluene (5.6 mL) and water (0.63 mL) under Ar were added potassium cyclopropyltrifluoroborate (187 mg, 1.26 mmol), di(1-adamantyl)-n-butylphosphine (34 mg, 0.095 mmol), Pd(OAc)2 (14.19 mg, 0.063 mmol) and Cs2CO3 (618 mg, 1.896 mmol). The reaction mixture was flushed with Ar, heated up and stirred at 110° C. for 16 hr. The reaction was diluted with water and EtOAc and both phases were separated. The aq. layer was extracted twice with EtOAc. Combined extracts were dried over Na2SO4, filtered and concentrated under reduced pressure. The crude product was purified by silica gel column chromatography (EtOAc/MeOH 0-10% MeOH) to afford the title product (203 mg, 0.37 mmol, 59.3% yield) as yellowish resin. tR: 1.04 min (LC-MS 2); ESI-MS: 515/517 [M+H]+; ESI-MS: 513/515 [M−H]− (LC-MS 2).","2-bromo-6-(4-chlorophenyl)-5-(1,5-dimethyl-6-oxo-1,6-dihydropyridin-3-yl)-3-(4-methoxybenzyl)-5,6-dihydropyrrolo[3,4-d]imidazol-4(3H)-one | toluene | water | potassium cyclopropyltrifluoroborate | di(1-adamantyl)-n-butylphosphine | Pd(OAc)2 | Cs2CO3 | water | EtOAc | EtOAc | Na2SO4 | crude product | silica gel | EtOAc/MeOH | title product"
US20160052854A1,"Prepared by coupling of α,α-difluoroacetophenone and 4-bromobenzotrifluoride or 4-chlorobenzotrifluoride under conditions A [yield: 89%] and conditions B [yield: 92% for reaction of aryl bromide and 84% for reaction of aryl chloride]. The title compound was isolated as a white solid after chromatography on silica with a Combiflash system (12 g column, 100:0→98:2 hexanes/EtOAc). 1H NMR (400 MHz, CDCl3) δ 8.07 (d, J=7.6 Hz, 2H), 7.75 (s, 4H), 7.63 (t, J=7.4 Hz, 1H), 7.49 (t, J=7.8 Hz, 2H). 13C {1H} NMR (101 MHz, CDCl3) δ 188.3 (t, J=31.3 Hz), 136.7 (t, J=25.3 Hz), 134.6, 133.0 (q, J=33.2 Hz), 131.7, 130.3 (t, J=2.9 Hz), 128.8, 126.4 (t, J=6.1 Hz), 125.8 (q, J=3.7 Hz), 123.5 (d, J=272.5 Hz), 116.4 (t, J=255.0 Hz). 19F NMR (376 MHz, CDCl3) δ −63.53 (s), −98.39 (s).","α,α-difluoroacetophenone | 4-bromobenzotrifluoride | 4-chlorobenzotrifluoride | aryl bromide | aryl chloride | title compound | silica | hexanes/EtOAc"
US20060276464A1,"To a solution of tert-butyl 4-[({methyl[2-({[5-(phenylsulfonyl)-2-(trifluoromethyl)phenyl]sulfonyl}amino)ethyl]amino}carbonyl)amino]piperidine-1-carboxylate (166.0 mg, 0.2559 mmol) from Example 866 in CH2Cl2 (3 mL) was added EtOAc saturated with HCl (3 mL). This mixture stood at room temperature 18 hours but solid had not formed. It was concentrated to 1 mL. EtOH (1 mL) was added. The oil/gel almost completely dissolved. The solvent was evaporated from this mixture. The residue crystallized as it stood at room temperature overnight to give 140.6 mg (94%) of N-(2-{methyl[(piperidin-4-ylamino)carbonyl]amino}ethyl)-5-(phenylsulfonyl)-2-(trifluoromethyl)benzenesulfonamide.",tert-butyl 4-[({methyl[2-({[5-(phenylsulfonyl)-2-(trifluoromethyl)phenyl]sulfonyl}amino)ethyl]amino}carbonyl)amino]piperidine-1-carboxylate | CH2Cl2 | EtOAc | HCl | EtOH | N-(2-{methyl[(piperidin-4-ylamino)carbonyl]amino}ethyl)-5-(phenylsulfonyl)-2-(trifluoromethyl)benzenesulfonamide
US07863310B2,"A mixture of 80 mL of THF and t-BuOK (7.0 g, 62.5 mmol) is added to a 250 mL four-neck flask equipped with a mechanical stirrer, a thermometer, a gas inlet tube and a 100 mL dropping funnel with a gas outlet tube. Cool down to −70° C. and 2,6-bis(trifluoromethyl)benzene (8.0 mL, 10.7 g, 50.0 mmol) is added dropwise and keep agitating ˜−70° C. for 30 min. Add n-BuLi (0.10 mol, 2.87 M in hexanes 35.0 mL, 100.0 mmol) dropwise over 30 min with agitation at ˜−70° C. for 60 min. Paraformaldehyde (6.0 g, 0.20 mol) is added and keep agitating ˜70° C. for 30 min, then gradually warm to room temperature for 3 h. Pour mixture into conc HCl (10 mL) and ice water (300 mL), and stir for 1 h. Extract with hexanes (3×50 mL). Wash the combined organic layers with 50 mL of brine, dry over anhydrous Na2SO4, filter and concentrate. The crude product is vacuum distilled (72-76° C. at 4-5 mm Hg) to give the desired compound (5 g).","THF | t-BuOK | 2,6-bis(trifluoromethyl)benzene | n-BuLi | hexanes | Paraformaldehyde | HCl | ice water | brine | Na2SO4 | desired compound"
US04829081,"To a suspension of 25 g of 2,3 dichloro-5,6-dicyanobenzoquinone in 1 liter of methylene chloride at room temperature was added slowly a solution of 40 g of the dihydrothiophene carboxylate of Step 5, above, in 125 ml of methylene chloride. The mixture was stirred at room temperature for 24 hours, filtered, and the filtrate was washed with 10% aqueous sodium bicarbonate solution. The organic phase was separated and the solvent was removed under reduced pressure. The residue was filtered through a pad of silica gel to remove any polar material. Evaporation of the solvent gave 41.5 g of the title product of this preparation.","2,3 dichloro-5,6-dicyanobenzoquinone | methylene chloride | dihydrothiophene carboxylate | methylene chloride | sodium bicarbonate | silica gel | title product"
US20110269781A1,"8-(Methoxy)-2-{[2-(methoxy)ethyl]oxy}-9H-purin-6-amine trifluoroacetate salt (0.30 g) was heated with anhydrous potassium carbonate (0.4698 g) in anhydrous DMF (5 mL) at 60° C. for 1 hour. The reaction mixture was cooled to room temperature before 4-(bromomethyl) tetrahydro-2H-pyran (0.1669 g) was added in anhydrous DMF (1 mL). The reaction mixture was then stirred overnight at 50° C. The reaction mixture was quenched into water (20 mL) and extracted into ethyl acetate (20 mL, 3 times). The separated, combined organic layers were then washed with brine (20 mL). The separated organic layer was dried by passing through a hydrophobic frit before being evaporated under reduced pressure to give pale yellow oil which solidified on standing. This was purified by C18 reverse phase chromatography using water (containing 0.1% formic acid)-acetonitrile (containing 0.05% formic acid) as eluent (10-45%) to give the title compound as a white solid (0.1454 g).",8-(Methoxy)-2-{[2-(methoxy)ethyl]oxy}-9H-purin-6-amine trifluoroacetate salt | potassium carbonate | DMF | 4-(bromomethyl) tetrahydro-2H-pyran | DMF | water | ethyl acetate | brine | title compound
US07368471B2,"{1-Benzyl-5-[4-(tert-butyl)phenyl]-1H-indol-3-yl}(oxo)acetic acid was prepared from ethyl {1-benzyl-5-[4-(tert-butyl)phenyl]-1H-indol-3-yl}(oxo)acetate (0.669 g, 1.52 mmol), potassium hydroxide (0.30 g, 5.3 mmol) in THF (15 mL) and water (15 mL) according to the procedure described in Step 4 of Example 5. Purification by crystallization from acetonitrile and drying at 90° C. furnished the title compound as a light yellow solid (0.391 g, 63%), mp: 210-211° C. (dec.). Mass spectrum (+APCI, [M+H]+) m/z 412; 1HNMR (400 MHz, DMSO-d6): δ 13.8-14.2 (br s, 1H), 8.7 (s, 1H), 8.4 (d, 1H, J=1.7 Hz), 7.65 (d, 1H, J=8.5 Hz), 7.55-7.6 (m, 3H), 7.5 (dd, 2H, J=6.5 Hz and 1.8 Hz), 7.3-7.35 (m, 5H), 5.6 (s, 2H), and 1.3 ppm (s, 9H). Elemental Analysis for C27H25NO3.0.1 H2O: Calculated: C, 78.46; H, 6.15; N, 3.39. Found: C, 78.34; H, 5.94; N, 3.35.",{1-Benzyl-5-[4-(tert-butyl)phenyl]-1H-indol-3-yl}(oxo)acetic acid | ethyl {1-benzyl-5-[4-(tert-butyl)phenyl]-1H-indol-3-yl}(oxo)acetate | potassium hydroxide | THF | water | acetonitrile | title compound
US06211223B1,"Trifluoroacetic acid (1.92 kg) was added portionwise to a stirred suspension of methyl 1-methyl-1H-indole-6-carboxylate (prepared by the same method as 1-methylindole-6-tert-butyl ester in Example 28, International Patent Application WO 97/43260, but using methanol in place of 6-tert-butanol; 1.63 kg) and 2-(1,3-benzodioxol-5-yl)-2-hydroxyacetic acid (1.67 kg) in acetonitrile (16.3 liters) at room temperature under a nitrogen atmosphere. The suspension was heated to reflux for 24 h and allowed to cool to room temperature. Filtration of the precipitated product gave the subtitle compound as a white crystalline solid (2.54 kg, 80.4%).","Trifluoroacetic acid | methyl 1-methyl-1H-indole-6-carboxylate | 1-methylindole-6-tert-butyl ester | methanol | 2-(1,3-benzodioxol-5-yl)-2-hydroxyacetic acid | acetonitrile | subtitle compound"
US08765921B2,"Under an argon atmosphere, 1,1-diethoxy-3-(4-methylphenyl)propan-2-one (33) (216 mg, 914 μmol) was dissolved in 1,4-dioxane (2 mL) and water (0.4 mL). To this was added coelenteramine (196 mg, 707 μmol) and, after cooling to 0° C., conc. hydrochloric acid (0.20 mL) was further added thereto, and then stirred overnight (14 hours) at 100° C. After cooling to room temperature, the mixture was concentrated under reduced pressure and the residue was purified by silica gel flash chromatography in an argon flow (n-hexane/ethyl acetate═1/2→ethyl acetate→ethyl acetate/methanol═50/1→20/1). The solid obtained was further reprecipitated (n-hexane/acetone) to give me-coelenterazine (34, me-CTZ) as a yellow powder (180 mg, 427 μmol, 60.4%).","argon | 1,1-diethoxy-3-(4-methylphenyl)propan-2-one | 1,4-dioxane | water | coelenteramine | hydrochloric acid | silica gel | argon | n-hexane/ethyl acetate | ethyl acetate | ethyl acetate/methanol | n-hexane/acetone | coelenterazine"
US07199243B2,"A mixture of 3-[3-(1-ethoxycarbonyl-1-methyl-ethoxy)-phenyl]-piperidine-1-carboxylic acid 4-isopropyl-benzyl ester (6.23 g, 13.32 mmol), potassium carbonate (3.68 g, 26.64 mmol), methanol (100 mL) and water (20 mL) was heated at reflux for 3 h, cooled to room temperature and concentrated under reduced pressure. The resulting residue was taken up in water (250 mL), acidified with 1N aqueous hydrochloric acid and extracted with ethyl acetate (2×200 mL). The combined organic extracts were washed with saturated aqueous sodium chloride, dried over anhydrous sodium sulfate, filtered, concentrated under reduced pressure to provide 5.86 g (99%) of 3-[3-(1-carboxy-1-methyl-ethoxy)-phenyl]-piperidine-1-carboxylic acid 4-isopropyl-benzyl ester as a clear glassy solid.",3-[3-(1-ethoxycarbonyl-1-methyl-ethoxy)-phenyl]-piperidine-1-carboxylic acid 4-isopropyl-benzyl ester | potassium carbonate | methanol | water | ethyl acetate | sodium chloride | sodium sulfate | 3-[3-(1-carboxy-1-methyl-ethoxy)-phenyl]-piperidine-1-carboxylic acid 4-isopropyl-benzyl ester
US08653114B2,"To a mixture of 0.489 g (2.73 mmol) 2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexanamine and 0.565 g (4.09 mmol) potassiumcarbonate in 30 ml Acetonitrile was added 0.638 g (3.00 mmol) 3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carbonyl chloride and stirred at ambient temperature over night. At the end of the reaction the reaction mixture was extracted with ethylacetate and water. The organic layer was dried with natriumsulfate and the solvent was removed by vacuum. The crude product was purified by column chromathography (Solvent: Cyclohexane/ethylacetate gradient). Finally 0.40 g (33%) of N-{2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexyl}-3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carboxamide with a purity of 87% LC-MS was isolated. log P (acid) of 4.02.","2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexanamine | potassiumcarbonate | Acetonitrile | 3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carbonyl chloride | ethylacetate | water | natriumsulfate | crude product | Cyclohexane/ethylacetate | N-{2-[1,1′-bi(cyclopropyl)-2-yl]cyclohexyl}-3-(difluoromethyl)-5-fluoro-1-methyl-1H-pyrazole-4-carboxamide"
US08541404B2,"A mixture of N-(2-amino-4-bromophenyl)-2-chloroacetamide (4.5 g, 17.0 mmol), sodium iodide (101 mg, 2.0 mmol) and sodium carbonate (3.6 g, 33.8 mmol) in 300 ml acetonitrile was refluxed overnight under an atmosphere of nitrogen. Then the acetonitrile was removed under vacuum. The resulting solid was suspended in 150 ml water acidified to pH 5-6 with 1 N HCl. Extraction with ethyl acetate, washing of the combined organic layers with brine, drying over MgSO4, removing the solvent under reduced pressure and purification of the crude product by flash chromatography on silica gel (petroleum ether/ethyl acetate, 1.5/1) yielded 6-bromo-3,4-dihydroquinoxalin-2(1H)-one (1.3 g, 5.8 mmol, 34%) as yellow solid.","N-(2-amino-4-bromophenyl)-2-chloroacetamide | sodium iodide | sodium carbonate | acetonitrile | nitrogen | acetonitrile | ethyl acetate | brine | MgSO4 | crude product | silica gel | petroleum ether/ethyl acetate | 6-bromo-3,4-dihydroquinoxalin-2(1H)-one"
US20060122065A1,"200 mg of 3-{3-methoxy-4-(2-propynyloxy)phenyl}propionyl chloride, 112 mg of 4-chlorobenzylamine, 0.17 ml of triethylamine and 5 ml of tetrahydrofuran were mixed, and stirred at room temperature for 30 minutes. Then water was added to the reaction mixture, and extracted with ethyl acetate. The organic layer was washed successively with 5% of hydrochloric acid, saturated aqueous solution of sodium bicarbonate and saturated aqueous solution of sodium chloride, dried by magnesium sulfate, and concentrated under reduced pressure. The residue was washed by hexane to obtain 212 mg of N-(4-chlorobenzyl)-3-{3-methoxy-4-(2-propynyloxy)phenyl}propanamide (referred as the compound of the present invention 1 hereinafter). The Compound of the Present Invention 1",3-{3-methoxy-4-(2-propynyloxy)phenyl}propionyl chloride | 4-chlorobenzylamine | triethylamine | tetrahydrofuran | water | ethyl acetate | hydrochloric acid | sodium bicarbonate | sodium chloride | magnesium sulfate | hexane | N-(4-chlorobenzyl)-3-{3-methoxy-4-(2-propynyloxy)phenyl}propanamide
US06943196B1,"3-[2-(5,6-dimethoxy-3-methyl-1,4-benzoquinon-2-ylmethyl)phenyl]propionic acid (20 mg, 0.058 mmol) obtained in Example 69 and piperidine (0.009 ml, 0.087 mmol) were used, and a method similar to that described in Example 46 was employed to obtain the title compound (8.4 mg, 0.020 mmol, yield 34%).","3-[2-(5,6-dimethoxy-3-methyl-1,4-benzoquinon-2-ylmethyl)phenyl]propionic acid | piperidine | title compound"
US07625905B2,"step 1—To a solution of 3,5-dimethyl-1H-pyrazole-4-carboxylic acid ethyl ester (1 g, 5.95 mmol) in DMF (20 mL) cooled to 0° C. was added portionwise NaH (60% in mineral oil, 171 mg, 7.13 mmol). After hydrogen evolution ceased, 2-chloro-pyrazine (0.64 mL, 7.13 mmol) was added and the reaction was stirred at 50° C. for 24 h. The reaction mixture was cooled to RT, partitioned between EtOAc and saturated NH4Cl. The aqueous layer was extracted twice with EtOAc. The combined organic layers were dried (Na2SO4), filtered and evaporated. The residue was purified via SiO2 chromatography eluting with hexane/EtOAc to afford 0.64 g (44%) of 3,5-dimethyl-1-pyrazin-2-yl-1H-pyrazole-4-carboxylic acid ethyl ester (124a). The ethyl ester was hydrolyzed to the corresponding acid with KOH in aqueous EtOH as described in step 2 of example 31.","3,5-dimethyl-1H-pyrazole-4-carboxylic acid ethyl ester | DMF | NaH | hydrogen | 2-chloro-pyrazine | EtOAc | NH4Cl | EtOAc | Na2SO4 | SiO2 | hexane/EtOAc | 3,5-dimethyl-1-pyrazin-2-yl-1H-pyrazole-4-carboxylic acid ethyl ester"
US20160113930A1,"To a solution of tert-butyl 1-isopropyl-7-(methylsulfonyl)-3,4-dihydrobenzo[4,5]imidazo[1,2-a]pyrazine-2(1H)-carboxylate (30. mg, 0.08 mmol, from preparation 1) in CH2Cl2 (1 mL) was added TFA (0.2 mL) under N2. The mixture was stirred at rt for 1 h. The mixture was concentrated to afford 1-isopropyl-7-(methylsulfonyl)-1,2,3,4-tetrahydrobenzo[4,5]imidazo[1,2-a]pyrazine (30 mg, TFA salt) as a yellow solid, which was used for the next step without further purification.","tert-butyl 1-isopropyl-7-(methylsulfonyl)-3,4-dihydrobenzo[4,5]imidazo[1,2-a]pyrazine-2(1H)-carboxylate | CH2Cl2 | TFA | N2 | 1-isopropyl-7-(methylsulfonyl)-1,2,3,4-tetrahydrobenzo[4,5]imidazo[1,2-a]pyrazine"
US05547983,"2 g (5 mmol) of 4-[(Z)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoic acid obtained in Example 23(c) in 900 ml of THF are irradiated under UV by means of a HANOVIA mercury lamp (550 W) for 10 h at room temperature, to give a 1/1 mixture of E and Z isomers. After evaporation of the THF, this mixture is treated with 190 mg (6 mmol) of 80% NaH in oil and 0.83 ml (7 mmol) of benzyl bromide. After the same treatment as in Example 1(a), followed by a recrystallization from hexane, 0.54 g of benzyl 4-[(E)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoate is isolated which melts at 230°-240° C.",4-[(Z)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoic acid | THF | mercury | E | THF | NaH | benzyl bromide | hexane | benzyl 4-[(E)-2-(3-(1-adamantyl)-4-methoxyphenyl)propenyl]benzoate
US20110112158A1,"[[5-(4′,5′-Difluoro-2′-methoxy-biphenyl-4-yloxymethyl)-benzo[d]isoxazol-3-yl]-(3-methoxy-propyl)-amino]-acetic acid was synthesized by a procedure similar to [[5-(4′,5′-difluoro-2′-methoxy-biphenyl-4-yloxymethyl)-benzo[d]isoxazol-3-yl]-(2-methoxy-ethyl)-amino]-acetic acid from starting material [[5-(4′,5′-difluoro-2′-methoxy-biphenyl-4-yloxymethyl)-benzo[d]isoxazol-3-yl]-(3-methoxy-propyl)-amino]-acetic acid ethyl ester to yield the product as a white solid (19 mg, 77% yield). LC-MS (ES) calculated for C27H26F2N2O6, 512.2. found m/z 513 [M+H]+.","[[5-(4′,5′-Difluoro-2′-methoxy-biphenyl-4-yloxymethyl)-benzo[d]isoxazol-3-yl]-(3-methoxy-propyl)-amino]-acetic acid | [[5-(4′,5′-difluoro-2′-methoxy-biphenyl-4-yloxymethyl)-benzo[d]isoxazol-3-yl]-(2-methoxy-ethyl)-amino]-acetic acid | [[5-(4′,5′-difluoro-2′-methoxy-biphenyl-4-yloxymethyl)-benzo[d]isoxazol-3-yl]-(3-methoxy-propyl)-amino]-acetic acid ethyl ester | product"
US07667031B2,The compound (19) 212 mg (0.39 mmol) obtained by the above (B) was dissolved in 1 M sodium hydroxide solution (pyridine-methanol-water=13:6:1) 1.95 ml under ice-cooling and stirred for 15 minutes. The reaction mixture was neutralized by adding aqueous 5% ammonium chloride. Further added 1.2 g Celite to the mixture and the solvent was removed completely under reduced pressure. The residue was purified by short column (developer: 5-7% ethanol-dichloromethane) to obtain the product (20) 147 mg (0.37 mmol) (93.6%).,(B) | sodium hydroxide | ice | ammonium chloride | ethanol-dichloromethane
US04234521,"A solution of N-(2-methylpropyl)-2-thioxo-1,3,2-benzodioxaphosphol-2-amine (16.2 g, 66.6 mmol) and triethylamine (7.3 g, 72 mmol) in tetrahydrofuran (50 ml) is added dropwise over 10 minutes to a solution of sulfur dichloride (8.1 g, 78.7 mmol) in tetrahydrofuran (50 ml) with cooling to maintain a temperature of -5° to 0°. After the addition, the mixture is stirred for two hours then diluted with ether (100 ml). The reaction mixture is filtered under nitrogen and the filtrate concentrated in vacuo. The residue is dissolved in dimethyl formamide (50 ml) and N-methyl carbamoyl fluoride (5.8 g, 75.3 mmol) added at once followed by dropwise addition of triethylamine (7.3 g, 72 mmol) in dimethyl formamide (10 ml) over 10 minutes with cooling in a bath at -25°. After the addition the mixture is stirred for two hours in a bath at 0°. The mixture is diluted with ether, washed with ice cold water, dried and concentrated to leave a crude N-methyl[[(2-methylpropyl)(2-thioxo-1,3,2-benzodioxaphosphol-2-yl)amino]thio]carbamic fluoride II'''. The carbamic fluoride is dissolved in methylene chloride (50 ml) and a solution of methyl N-hydroxyethanimidothioate (7.00 g, 66.6 mmol), tetraethylammonium chloride, (1.00 g, 6.04 mmol) and sodium hydroxide (3.20 g, 80 mmol) in water (50 ml) is added at once. The mixture is stirred for 20 hours at room temperature, the phases separated, and the organic phase washed with water, dried over magnesium sulfate and concentrated under reduced pressure. The residual oil is triturated with ether to precipitate the product methyl N-[[[methyl[[(2-methylpropyl)(2-thioxo-1,3,2-benzodioxaphosphol-2-yl)amino]thio]amino]carbonyl]oxy]ethanimidothioate I'''.","N-(2-methylpropyl)-2-thioxo-1,3,2-benzodioxaphosphol-2-amine | triethylamine | tetrahydrofuran | sulfur dichloride | tetrahydrofuran | ether | nitrogen | dimethyl formamide | N-methyl carbamoyl fluoride | triethylamine | dimethyl formamide | ether | ice | N-methyl[[(2-methylpropyl)(2-thioxo-1,3,2-benzodioxaphosphol-2-yl)amino]thio]carbamic fluoride"
US20140235638A1,"To a solution of methyl 4-bromo-2-(bromomethyl)benzoate (1.0 g, 3.25 mmol) and (2,4-dimethoxyphenyl)methanamine (0.65 g, 3.90 mmol) in THF (16 mL) was added triethylamine (0.91 mL, 6.5 mmol), and the resulting mixture was stirred at room temeprature for 16 h. The resulting solid was filtered off, and the filtrate was concentrated in vacuo. The crude product was purified by column chromatography on silica gel using 1:4 EtOAc:hexanes as the eluent to give the title compound as a colorless solid (0.52 g, 44%).","methyl 4-bromo-2-(bromomethyl)benzoate | (2,4-dimethoxyphenyl)methanamine | THF | triethylamine | crude product | silica gel | EtOAc | hexanes | title compound"
US20100003250A1,"Following the procedure as described in Example 6, reaction of 2-chloro-4-morpholin-4-yl-7-[2-(dimethylamino)ethyl]-7H-pyrrolo[2,3-d]pyrimidine (80 mg, 0.26 mmol) and 3-hydroxymethylphenylboronic acid (58 mg, 0.38 mmol) gave the title compound as off-white solid (96 mg, 88% yield). MS(ESI) m/z 382.4.","2-chloro-4-morpholin-4-yl-7-[2-(dimethylamino)ethyl]-7H-pyrrolo[2,3-d]pyrimidine | 3-hydroxymethylphenylboronic acid | title compound"
US07973160B2,"N-(6-(4-Aminophenoxy)pyrimidin-4-yl)phenylamine (55.6 mg, 0.200 mmol) and phenyl isocyanate (26.1 mg, 0.220 mmol) were stirred together in dimethylformamide (1 ml) at room temperature for 12 hours. The reaction solution was distributed between ethyl acetate and water, the organic layer was washed with water and saturated brine and dried over anhydrous magnesium sulfate, the drying agent was filtered off and the filtrate was distilled off under reduced pressure. The obtained crude product was suspended in ethyl acetate, the suspension was diluted with hexane, and the crystals were filtered out, washed with hexane and then blow-dried to obtain the title compound (69.0 mg, 0.174 mmol, 87%) as colorless crystals.",N-(6-(4-Aminophenoxy)pyrimidin-4-yl)phenylamine | phenyl isocyanate | dimethylformamide | ethyl acetate | water | water | brine | magnesium sulfate | crude product | ethyl acetate | hexane | hexane | title compound
