file_name,Paragraph,IUPAC,smiles,1H NMR text,13C NMR text,1H NMR conditions,1H NMR data,13C NMR conditions,13C NMR data
PMC10057642," A solution of the bromide 8c (40 mg, 0.098 mmol) and aniline (39 μL, 0.43 mmol) in EtOH (10 mL) was refluxed for 10 h. The solvent was vacuum-evaporated, and the residue was purified by flash column chromatography (silica gel 40–60 μm); a mixture of cyclohexane/CH2Cl2/THF (7/3/1 to 5/5/1, v/v) was used as the eluent, resulting in pure 9a as an amorphous pale white solid. Yield 98%.1H-NMR (600 MHz, DMSO-d6) δ (ppm) 3.58 (m, 2H, CH2CH2O), 4.35 (t, 2H, J = 5.0 Hz, CH2CH2O), 5.84 (t, 1H, J = 5.7 Hz, D2O exch., NH-ethoxy), 6.29 (s, 1H, H-5), 6.57 (t, 1H, J = 7.3 Hz, phenylaminoethoxy H-4), 6.70 (d, 2H, J = 8.0 Hz, phenylaminoethoxy H-2, H-6), 6.98 (t, 1H, J = 7.3 Hz, aniline H-4), 7.11 (t, 2H, J = 7.6 Hz, phenylaminoethoxy H-3, H-5), 7.30–7.34 (m, 3H, phenyl H-4, aniline H-3, H-5), 7.55 (t, 2H, J = 7.6 Hz, phenyl H-3, H-5), 7.79 (d, 2H, J = 8.0 Hz, aniline H-2, H-6), 8.08 (s, 1H, H-3), 8.24 (d, 2H, J = 8.0 Hz, phenyl H-2, H-6), 9.42 (brs, 1H, D2O exch., NH-aniline). 13C NMR (151 MHz, DMSO-d6) δ (ppm) 41.83, 67.35, 88.70, 103.36, 112.23, 116.00, 118.78, 120.24, 121.34, 125.45, 128.58, 128.90, 132.19, 139.43, 140.90, 148.49, 151.06, 157.22, 159.64. HPLC purity at 254 nm, 96.72%. HR-MS (ESI) m/z calculated for C26H24N5O [M+H]+: 422.1975; found 422.1958. ",9a,,"1H-NMR (600 MHz, DMSO-d6) δ (ppm) 3.58 (m, 2H, CH2CH2O), 4.35 (t, 2H, J = 5.0 Hz, CH2CH2O), 5.84 (t, 1H, J = 5.7 Hz, D2O exch., NH-ethoxy), 6.29 (s, 1H, H-5), 6.57 (t, 1H, J = 7.3 Hz, phenylaminoethoxy H-4), 6.70 (d, 2H, J = 8.0 Hz, phenylaminoethoxy H-2, H-6), 6.98 (t, 1H, J = 7.3 Hz, aniline H-4), 7.11 (t, 2H, J = 7.6 Hz, phenylaminoethoxy H-3, H-5), 7.30–7.34 (m, 3H, phenyl H-4, aniline H-3, H-5), 7.55 (t, 2H, J = 7.6 Hz, phenyl H-3, H-5), 7.79 (d, 2H, J = 8.0 Hz, aniline H-2, H-6), 8.08 (s, 1H, H-3), 8.24 (d, 2H, J = 8.0 Hz, phenyl H-2, H-6), 9.42 (brs, 1H, D2O exch., NH-aniline)","13C NMR (151 MHz, DMSO-d6) δ (ppm) 41.83, 67.35, 88.70, 103.36, 112.23, 116.00, 118.78, 120.24, 121.34, 125.45, 128.58, 128.90, 132.19, 139.43, 140.90, 148.49, 151.06, 157.22, 159.64","600 MHz, DMSO-d6","3.58, 4.35, 5.84, 6.29, 6.57, 6.70, 6.98, 7.11, 7.30–7.34, 7.55, 7.79, 8.08, 8.24, 9.42","151 MHz, DMSO-d6","41.83, 67.35, 88.70, 103.36, 112.23, 116.00, 118.78, 120.24, 121.34, 125.45, 128.58, 128.90, 132.19, 139.43, 140.90, 148.49, 151.06, 157.22, 159.64"
PMC10057653," Under an atmosphere of air, 30 mg of 2-(4-hydoxyphenyl) ethanol (1.0 equivalent) and THF (4 mL) were added to a dry flask (10 mL) fitted with a magnetic stirrer. These were stirred with the dissolved starting material. Then, N-iodosuccinimide, 54 mg (1.1 equivalent) was added and stirred for another 2 h at room temperature (27 °C). The desired 4-(2-hydroxyethyl)-2-iodophenol (2.9 mg, 5.1 %) was isolated using HPLC (X-Bridge C18 column, 150 mm × 4.6 × 5 µm) as a light yellow solid. The desired product was eluted for around 20 min using the following gradient method: 0–20% B in 5 min, 20–90% B in 25 min, and 90–0% B in 40 min. Mobile phase H2O (A) and CH3CN (B) both contained 0.1% trifluoroacetic acid. 1H NMR (CDCl3, 500 MHz) δ 2.79 (t, J–6.5): 7.56, 3.84 (t, J–6.5), 6.96 (d, J–8), 7.13 (dd, J1–2, J2–8), and 7.56 (d, J–2) ppm; 13C NMR (CDCl3, 125 MHz) δ:37.70, 65.57, 115.03, 130.86, 132.74, 138.39, 153.50, and 161.43 ppm; HRMS (FAB) m/z calculated for C8H9IO2 [M]+: 263.9647, found 263.9650 (Figures S27–S30).  2.3. Radiolabeling and Bioconjugation ",4-(2-hydroxyethyl)-2-iodophenol,OC1=CC=C(CCO)C=C1I,"1H NMR (CDCl3, 500 MHz) δ 2.79 (t, J–6.5): 7.56, 3.84 (t, J–6.5), 6.96 (d, J–8), 7.13 (dd, J1–2, J2–8), and 7.56 (d, J–2) ppm","13C NMR (CDCl3, 125 MHz) δ:37.70, 65.57, 115.03, 130.86, 132.74, 138.39, 153.50, and 161.43 ppm","CDCl3, 500 MHz","2.79, 7.56, 3.84, 6.96, 7.13, 7.56","CDCl3, 125 MHz","37.70, 65.57, 115.03, 130.86, 132.74, 138.39, 153.50, 161.43"
PMC10057919," 3-Acetyl-2-methyl-4-phenylquinoline (3): yellow solid, purification by column chromatography (hexane/ethyl acetate 7:3), 99% yield; m.p. 120–122 °C (lit. 117–119 °C) [48]; 1H NMR (300 MHz, CDCl3): δH = 8.13 (d, J = 8.4 Hz, 1H, CHAr), 7.74 (ddd, J = 8.4, 6.9, 1.4 Hz, 1H, CHAr), 7.65–7.62 (m, 1H, CHAr), 7.53–7.46 (m, 4H, CHAr), 7.38–7.35 (m, 2H, CHAr), 2.73 (s, 3H, NCCH3), 2.00 (s, 3H, COCH3); 13C NMR (100 MHz, CDCl3): δC = 205.5, 153.7, 147.1, 144.7, 135.2, 134.9, 130.6, 130.1, 129.2, 128.9, 128.6, 126.9, 126.4, 125.2, 32.1, 23.7; MS (EI, 70 eV) m/z (%): 261 (M+, 49), 247 (19), 246 (100), 219 (7), 218 (38), 217 (31), 176 (22), 151 (8). ",3-Acetyl-2-methyl-4-phenylquinoline,CC1=NC2=CC=CC=C2C(C3=CC=CC=C3)=C1C(C)=O,"1H NMR (300 MHz, CDCl3): δH = 8.13 (d, J = 8.4 Hz, 1H, CHAr), 7.74 (ddd, J = 8.4, 6.9, 1.4 Hz, 1H, CHAr), 7.65–7.62 (m, 1H, CHAr), 7.53–7.46 (m, 4H, CHAr), 7.38–7.35 (m, 2H, CHAr), 2.73 (s, 3H, NCCH3), 2.00 (s, 3H, COCH3)","13C NMR (100 MHz, CDCl3): δC = 205.5, 153.7, 147.1, 144.7, 135.2, 134.9, 130.6, 130.1, 129.2, 128.9, 128.6, 126.9, 126.4, 125.2, 32.1, 23.7","300 MHz, CDCl3","8.13, 7.74, 7.65–7.62, 7.53–7.46, 7.38–7.35, 2.73, 2.00","100 MHz, CDCl3","205.5, 153.7, 147.1, 144.7, 135.2, 134.9, 130.6, 130.1, 129.2, 128.9, 128.6, 126.9, 126.4, 125.2, 32.1, 23.7"
PMC10057994,"Product 4 (1.5 g, 7.8 mmol), product B (1.519 g, 7 mmol), and anhydrous methanol (10 mL) were stirred under reflux for 2 h. After filtering, the residual solid species were removed by extraction in anhydrous ethanol, and compound A2 (1.1 g, 92%) was acquired. Yellow solid; m.p. 190–191 °C; 1H NMR (400 MHz, DMSO-d6): δ 11.74 (s, 1H, NH), 8.38 (s, 1H, ArH), 7.89–7.97 (m, 2H, ArH), 7.79 (t, J = 7.2 Hz, 1H,ArH), 7.65 (t, J = 7.2 Hz, 1H, ArH), 7.65 (t, J = 7.2 Hz, 1H, ArH), 7.26 (t, J = 7.2 Hz, 1H, ArH), 7.05–7.14 (m, 4H, ArH, CH), 6.86 (s, 1H, ArH), 6.72 (s, 1H, NH), 6.85 (d, J = 7.2 Hz, 1H, CH), 6.30 (s, 1H, NH), 3.94 (s, 2H, CH2), 3.09 (s, 1H, CH); 13C NMR (100 MHz, DMSO-d6) δ:151.29, 149.86, 148.34, 147.45, 137.38, 136.28, 133.23, 129.79, 129.31, 124.72, 122.87, 116.40, 115.95, 114.99, 112.72, 82.37, 73.61, 32.40; MS calculated value: 388.12; MS-ESI (m/z): 387.21 {[M − H]−}; Anal. calcd for C21H16N4O4: C 64.94, H 4.15, N 14.43, O 16.48; found C 65.13, H 4.22, N 14.53, O 16.71. ",compound A2,,"1H NMR (400 MHz, DMSO-d6): δ 11.74 (s, 1H, NH), 8.38 (s, 1H, ArH), 7.89–7.97 (m, 2H, ArH), 7.79 (t, J = 7.2 Hz, 1H,ArH), 7.65 (t, J = 7.2 Hz, 1H, ArH), 7.65 (t, J = 7.2 Hz, 1H, ArH), 7.26 (t, J = 7.2 Hz, 1H, ArH), 7.05–7.14 (m, 4H, ArH, CH), 6.86 (s, 1H, ArH), 6.72 (s, 1H, NH), 6.85 (d, J = 7.2 Hz, 1H, CH), 6.30 (s, 1H, NH), 3.94 (s, 2H, CH2), 3.09 (s, 1H, CH)","13C NMR (100 MHz, DMSO-d6) δ:151.29, 149.86, 148.34, 147.45, 137.38, 136.28, 133.23, 129.79, 129.31, 124.72, 122.87, 116.40, 115.95, 114.99, 112.72, 82.37, 73.61, 32.40","400 MHz, DMSO-d6","11.74, 8.38, 7.89–7.97, 7.79, 7.65, 7.65, 7.26, 7.05–7.14, 6.86, 6.72, 6.85, 6.30, 3.94, 3.09","100 MHz, DMSO-d6","151.29, 149.86, 148.34, 147.45, 137.38, 136.28, 133.23, 129.79, 129.31, 124.72, 122.87, 116.40, 115.95, 114.99, 112.72, 82.37, 73.61, 32.40"
PMC10057995," 2-(anthracene-1-yl)-1,1,2-tricyanoethene (AntTCNE). 65% yield. 1H NMR (200 MHz, CD3CN) δ (ppm): 8.85 (s, 1H), 8.18 (d, J = 8.13 Hz, 2H), 8.10 (d, J = 8.81 Hz, 2H), 7.78–7.62 (overlapped peaks, 4H). 13C NMR (100 MHz, CD3CN): 141.35, 133.52, 130.89, 129.55, 129.19, 126.44, 123.42, 120.03, 117.35, 113.96, 110.88, 110.06, 105.03. IR (KBr, cm−1): 3055 (arC-H), 2239 (C≡N), 1624, 1585, 1523, 1485 (arC-C), 1554 (C=C). EI MS (70 eV): m/z (%) 279 (100) [(M)+]. ","2-(anthracene-1-yl)-1,1,2-tricyanoethene",N#C/C(C1=C2C=C3C=CC=CC3=CC2=CC=C1)=C(C#N)/C#N,"1H NMR (200 MHz, CD3CN) δ (ppm): 8.85 (s, 1H), 8.18 (d, J = 8.13 Hz, 2H), 8.10 (d, J = 8.81 Hz, 2H), 7.78–7.62 (overlapped peaks, 4H)","13C NMR (100 MHz, CD3CN): 141.35, 133.52, 130.89, 129.55, 129.19, 126.44, 123.42, 120.03, 117.35, 113.96, 110.88, 110.06, 105.03","200 MHz, CD3CN","8.85, 8.18, 8.10, 7.78–7.62","100 MHz, CD3CN","141.35, 133.52, 130.89, 129.55, 129.19, 126.44, 123.42, 120.03, 117.35, 113.96, 110.88, 110.06, 105.03"
PMC10057996,"2-(2H-1,3-Benzodioxol-5-yl)-N-methyl-N-[(naphthalen-1-yl)methyl]ethan-1-amine hydrochloride (2h.HCl).  Prepared as described above for 2g.HCl starting from 1,h.HCl in 67% yield. GC-MS (70 eV) m/z (%): 184 (M+–135, 35), 141 (100). Data for 2h.HCl (brown crystals, 50%): mp: 188–190 °C; 1H NMR (300 MHz, CD3OD): δ 2.88 (s, 3H, CH3N), 2.98–3.16 (m, 2H, CH2CH2N), 3.38–3.58 (m, 2H, NCH2CH2), 4.78 (d, J = 13.5 Hz, 1H, CHHN), 5.06 (d, J = 13.5 Hz, 1H, CHHN), 5.92 (s, 2H, OCH2O), 6.72 (dd, J = 8.1, 1.5 Hz, 1H, Ar HC-6), 6.75 (s, 1H, Ar HC-4), 6.77 (apparent bt, 1H, Ar HC-7), 7.56–7.65 (m, 2H, Ar H), 7.66–7.74 (m, 1H, Ar H), 7.78 (d, J = 6.5 Hz, 1H, Ar H), 8.01 (d, J = 9.0 Hz, 1H, Ar H), 8.06 (d, J = 9.6 Hz, 1H, Ar H), 8.21 (d, J = 8.8 Hz, 1H, Ar H); 13C NMR (125 MHz, CD3OD) δ 29.8 (1C), 39.4 (1C), 56.3 (1C), 57.4 (1C), 101.1 (1C), 108.1 (1C), 108.6 (1C), 121.6 (1C), 122.6 (1C), 125.1 (1C), 125.5 (1C), 126.3 (1C), 127.4 (1C), 128.9 (1C), 129.4 (1C), 130.9 (2C), 131.9 (1C), 134.1 (1C), 146.9 (1C), 148.1 (1C); Anal. Calcd for C21H21NO2.HCl: C, 70.88; H, 6.23; N, 3.94; Found: C, 70.48; H, 6.28; N, 3.92.  4.2. Molecular Docking Analysis ","2-(2H-1,3-Benzodioxol-5-yl)-N-methyl-N-[(naphthalen-1-yl)methyl]ethan-1-amine hydrochloride",CN(CC1=C2C=CC=CC2=CC=C1)CCC3=CC=C(OCO4)C4=C3.[H]Cl,"1H NMR (300 MHz, CD3OD): δ 2.88 (s, 3H, CH3N), 2.98–3.16 (m, 2H, CH2CH2N), 3.38–3.58 (m, 2H, NCH2CH2), 4.78 (d, J = 13.5 Hz, 1H, CHHN), 5.06 (d, J = 13.5 Hz, 1H, CHHN), 5.92 (s, 2H, OCH2O), 6.72 (dd, J = 8.1, 1.5 Hz, 1H, Ar HC-6), 6.75 (s, 1H, Ar HC-4), 6.77 (apparent bt, 1H, Ar HC-7), 7.56–7.65 (m, 2H, Ar H), 7.66–7.74 (m, 1H, Ar H), 7.78 (d, J = 6.5 Hz, 1H, Ar H), 8.01 (d, J = 9.0 Hz, 1H, Ar H), 8.06 (d, J = 9.6 Hz, 1H, Ar H), 8.21 (d, J = 8.8 Hz, 1H, Ar H)","13C NMR (125 MHz, CD3OD) δ 29.8 (1C), 39.4 (1C), 56.3 (1C), 57.4 (1C), 101.1 (1C), 108.1 (1C), 108.6 (1C), 121.6 (1C), 122.6 (1C), 125.1 (1C), 125.5 (1C), 126.3 (1C), 127.4 (1C), 128.9 (1C), 129.4 (1C), 130.9 (2C), 131.9 (1C), 134.1 (1C), 146.9 (1C), 148.1 (1C)","300 MHz, CD3OD","2.88, 2.98–3.16, 3.38–3.58, 4.78, 5.06, 5.92, 6.72, 6.75, 6.77, 7.56–7.65, 7.66–7.74, 7.78, 8.01, 8.06, 8.21","125 MHz, CD3OD","29.8, 39.4, 56.3, 57.4, 101.1, 108.1, 108.6, 121.6, 122.6, 125.1, 125.5, 126.3, 127.4, 128.9, 129.4, 130.9, 131.9, 134.1, 146.9, 148.1"
PMC10058313," Aquiledine (464) and cheliensisine (465) are flavoalkaloids isolated from Aquilegia ecalcarata and Goniothalamus cheliensis, respectively. Despite having virtually identical 1H and 13C NMR spectra, both compounds were assigned different structures. However, DFT calculations identified both compounds as identical, and the structure was reappraised as 466—its stereochemistry remains ambiguous (Figure 37).  Additionally, a regioisomer of compound 464, isoaquiledine (467), was reevaluated similarly to compounds 464 and 465 (Figure 38). The stereochemistry of its new structure, 468, is also ambiguous [113]. ",,,,,,,,
PMC10058396,"8-N-(prop-2-ynyl)quinolinesulfonamide (8a) Yield: 91 %, m.p. 127–128 °C. 1H NMR (DMSO-d6, 300 MHz): 2.66 (t, J = 2.4 Hz, 1H, H-12), 3.85 (dd, J = 6.0 Hz, J = 2.4 Hz, 2H, H-10), 7.65–7.76 (m, 3H, H-3, H-6, and H-9), 8.28–8.33 (m, 2H, H-5 and H-7), 8.54 (dd, J = 8.4 Hz, J = 1.2 Hz, 1H, H-4), 9.08 (dd, J = 4.2 Hz, J = 1.2 Hz, 1H, H-2). 13C NMR (DMSO-d6, 75 MHz): 32.9 (C-10), 74.4 (C-12), 79.9 (C-11), 122.9 (C-3), 126.1 (C-6), 128.9 (C-4a), 130.9 (C-5), 134.1 (C-7), 137.5 (C-4), 137.5 (C-8), 143.4 (C-8a), 151.7 (C-2). HRMS (ESI) m/z: C12H11N2O2S [M + H]+, Calcd. 247.0541; Found 247.0553; C12H10N2NaO2S [M + Na]+, Calcd. 269.0361; Found 269.0362. ",8-N-(prop-2-ynyl)quinolinesulfonamide,,"1H NMR (DMSO-d6, 300 MHz): 2.66 (t, J = 2.4 Hz, 1H, H-12), 3.85 (dd, J = 6.0 Hz, J = 2.4 Hz, 2H, H-10), 7.65–7.76 (m, 3H, H-3, H-6, and H-9), 8.28–8.33 (m, 2H, H-5 and H-7), 8.54 (dd, J = 8.4 Hz, J = 1.2 Hz, 1H, H-4), 9.08 (dd, J = 4.2 Hz, J = 1.2 Hz, 1H, H-2)","13C NMR (DMSO-d6, 75 MHz): 32.9 (C-10), 74.4 (C-12), 79.9 (C-11), 122.9 (C-3), 126.1 (C-6), 128.9 (C-4a), 130.9 (C-5), 134.1 (C-7), 137.5 (C-4), 137.5 (C-8), 143.4 (C-8a), 151.7 (C-2)","DMSO-d6, 300 MHz","2.66, 3.85, 7.65–7.76, 8.28–8.33, 8.54, 9.08","DMSO-d6, 75 MHz","32.9, 74.4, 79.9, 122.9, 126.1, 128.9, 130.9, 134.1, 137.5, 137.5, 143.4, 151.7"
PMC10058827," Ethyl (E)-2-((3,4,4-trichloro-1-(naphthalen-1-ylamino)-2-nitrobuta-1,3-dien-1-yl)thio)acetate (4a). A solution of acetate 3a (5.00 g, 14.0 mmol) and naphthalen-1-amine (4.00 g, 28.0 mmol) in methanol (20 mL) was stirred for 3 h at r.t., and the precipitated product was filtered off and washed with aqueous HCl (18%, 20 mL), water (20 mL), and cold methanol (20 mL). The product was a yellowish solid, at 5.73 g (89%) and m.p. of 118–119 °C. IR (KBr): νmax = 2986, 1741, 1556, 1470, 1393, 1182, and 829 cm−1. 1H NMR (CDCl3, 400 MHz): δ 12.16 (s, 1 H, NH), 8.03–7.93 (m, 3 H), 7.62–7.50 (m, 4 H), 4.98 (q, J = 7.1 Hz, 2 H, OCH2), 2.95 (s, 2 H, SCH2), and 1.12 (t, J = 7.1 Hz, 3 H, CH3); 13C NMR (CDCl3, 100 MHz): δ 166.6 (C=O), 158.3 (NCS), 134.2 (Cq), 133.0 (Cq), 131.3 (Cq), 128.8 (CH), 128.7 (CH), 128.2 (CCl), 127.7 (CH), 127.3 (CH), 125.4 (CH), 123.6 (CCl2), 122.9 (CH), 122.2 (CNO2), 121.5 (CH), 62.1 (OCH2), 34.5 (SCH2), and 13.9 (CH3); EIMS: m/z (%) 462 (2) [M + H]+, 424 (2) [M − Cl]+, 414 (5) [M − NO2]+, 379 (5) [M − NO2 − Cl]+, 343 (10) [M − NO2 − 2Cl]+, 252 (10) [M − NO2 − Cl − naphthyl]+, 143 (100) [naphthylamine]+. HRMS (ESI): m/z was calculated for C18H15Cl3N2o4SNa [M + Na]+ 482.9710 and found 482.9720. ","Ethyl (E)-2-((3,4,4-trichloro-1-(naphthalen-1-ylamino)-2-nitrobuta-1,3-dien-1-yl)thio)acetate",O=C(OCC)CS/C(NC1=C2C=CC=CC2=CC=C1)=C([N+]([O-])=O)\C(Cl)=C(Cl)/Cl,"1H NMR (CDCl3, 400 MHz): δ 12.16 (s, 1 H, NH), 8.03–7.93 (m, 3 H), 7.62–7.50 (m, 4 H), 4.98 (q, J = 7.1 Hz, 2 H, OCH2), 2.95 (s, 2 H, SCH2), and 1.12 (t, J = 7.1 Hz, 3 H, CH3)","13C NMR (CDCl3, 100 MHz): δ 166.6 (C=O), 158.3 (NCS), 134.2 (Cq), 133.0 (Cq), 131.3 (Cq), 128.8 (CH), 128.7 (CH), 128.2 (CCl), 127.7 (CH), 127.3 (CH), 125.4 (CH), 123.6 (CCl2), 122.9 (CH), 122.2 (CNO2), 121.5 (CH), 62.1 (OCH2), 34.5 (SCH2), and 13.9 (CH3)","CDCl3, 400 MHz","12.16, 8.03–7.93, 7.62–7.50, 4.98, 2.95, 1.12","CDCl3, 100 MHz","166.6, 158.3, 134.2, 133.0, 131.3, 128.8, 128.7, 128.2, 127.7, 127.3, 125.4, 123.6, 122.9, 122.2, 121.5, 62.1, 34.5, 13.9"
PMC10059083," N-(Benzyloxy)-2-chloroacetamide (398 mg, 2 mmol) and 4,4′-diselanediyldianiline (342 mg, 1 mmol) were dissolved in ethanol (40 mL) at room temperature, then sodium borohydride (250 mg, 6.60 mmol) was gradually added. TLC followed the reaction progress. After completion, 35 mL of water was added. Then, the product was extracted by DCM (2 × 20 mL) and dried with MgSO4. The product was isolated as a brown solid, which yielded 327 mg (97%); Rf = 0.53 [DCM: MeOH (95:5)]; MP: 100 °C. I.R. (KBr) λmax. cm−1: 3452, 3343, 3208, 1648, 1590; 1H NMR (400 MHz, DMSO) δ 11.07 (s, 1H, NH), 7.40–7.33 (m, 5H, Ar-H), 7.24 (d, J = 7.7 Hz, 2H, Ar-H), 6.52 (d, J = 7.7 Hz, 2H, Ar-H), 5.45 (s, 2H, NH2), 4.71 (s, 2H, CH2O), 3.21 (s, 2H, CH2Se); 13C NMR (101 MHz, DMSO) δ 166.60, 148.72, 135.90, 135.83, 128.80, 128.29, 128.22, 114.63, 112.59, 76.78, 27.88; M.S. (E.I., 70 ev) m/z (%) = 336.20 (M+, 10.01), 172 (6.38), 106.15 (16.69), 91 (100.0, base peak), 80.10 (9.92), 77.10 (9.26), 59.05 (0.40) 57.05 (0.81). ",,,"1H NMR (400 MHz, DMSO) δ 11.07 (s, 1H, NH), 7.40–7.33 (m, 5H, Ar-H), 7.24 (d, J = 7.7 Hz, 2H, Ar-H), 6.52 (d, J = 7.7 Hz, 2H, Ar-H), 5.45 (s, 2H, NH2), 4.71 (s, 2H, CH2O), 3.21 (s, 2H, CH2Se)","13C NMR (101 MHz, DMSO) δ 166.60, 148.72, 135.90, 135.83, 128.80, 128.29, 128.22, 114.63, 112.59, 76.78, 27.88","400 MHz, DMSO","11.07, 7.40–7.33, 7.24, 6.52, 5.45, 4.71, 3.21","101 MHz, DMSO","166.60, 148.72, 135.90, 135.83, 128.80, 128.29, 128.22, 114.63, 112.59, 76.78, 27.88"
PMC10068431,"3.3.1.1 3,5-Dimethyl-4-phenyl-1,4,7,8-tetrahydrodipyrazolo[3,4-b:4′,3′-e] pyridine (5a) FT-IR (KBr) νmax: 3540, 3301, 2925, 1614, 1515, 1375 cm−1; 1H-NMR (300 MHz, DMSO-d6): δH (ppm) = 2.06 (6H, 2-CH3, singlet), 4.81 (1H, –CH, singlet), 7.14–7.20 (5H, H-aromatic, multi), 11.24–11.32 (3H, –NH, broad singlet); 13C NMR (75 MHz, DMSO-d6): δ (ppm) = 10.8, 33.1, 104.6, 125.8, 127.9, 128.1, 140.2, 143.7, 161.5. CHN Anal. Calcd for C15H15N5: C: 67.90, H: 5.70, N: 26.40 found C: 67.86, H: 5.67, N: 26.37, mass for C15H15N5: [M–H] 265.133 found 265.122. ","3,5-Dimethyl-4-phenyl-1,4,7,8-tetrahydrodipyrazolo[3,4-b:4′,3′-e] pyridine",,"1H-NMR (300 MHz, DMSO-d6): δH (ppm) = 2.06 (6H, 2-CH3, singlet), 4.81 (1H, –CH, singlet), 7.14–7.20 (5H, H-aromatic, multi), 11.24–11.32 (3H, –NH, broad singlet)","13C NMR (75 MHz, DMSO-d6): δ (ppm) = 10.8, 33.1, 104.6, 125.8, 127.9, 128.1, 140.2, 143.7, 161.5","300 MHz, DMSO-d6","2.06, 4.81, 7.14–7.20, 11.24–11.32","75 MHz, DMSO-d6","10.8, 33.1, 104.6, 125.8, 127.9, 128.1, 140.2, 143.7, 161.5"
PMC10073911,"Methyl 4-hydroxy-2-(2-oxo-2-(phenylamino)ethyl)-2H-benzo[e][1,2]thiazine-3-carboxylate 1,1-dioxide (5a) Yield 81%. White solid; m.p. 188–190°C. IR (KBr)cm−1: 3260 (N–H), 2951 (C–H), 1681 (C=O), 1602 (C=C), 1247 (C–N); 1H NMR (DMSO-d6, 300 MHz) δ: 3.91 (s, 3H, OCH3), 4.46 (s, 2H, CH2), 6.98 (t, J = 7.2 Hz, 1H, ArH), 7.21 (t, J = 7.8 Hz, 2H, ArH), 7.31 (d, J = 7.5 Hz, 2H, ArH), 7.79–7.88 (m, 3H, ArH), 8.04 (dd, J = 6.3 Hz, 2.1 Hz, 1H, ArH), 9.98 (s, 1H, NH), 11.82 (s, 1H, OH) ppm; 13C NMR (DMSO-d6, 100 MHz) δ: 53.0, 53.5, 108.3, 119.4, 122.0, 123.8, 126.5, 128.2, 129.2, 132.8, 133.2, 138.3, 138.8, 158.0, 165.8, 168.7 ppm; Anal. calculated for C18H16N2O6S: C, 55.66; H, 4.15; N, 7.21; S, 8.26; Found: C, 55.70; H, 4.25; N, 7.29; S, 8.32; MS (EI+) m/z: 388.3 (M+). ","Methyl 4-hydroxy-2-(2-oxo-2-(phenylamino)ethyl)-2H-benzo[e][1,2]thiazine-3-carboxylate 1,1-dioxide",O=C(C1=C(O)C2=CC=CC=C2S(N1CC(NC3=CC=CC=C3)=O)(=O)=O)OC,"1H NMR (DMSO-d6, 300 MHz) δ: 3.91 (s, 3H, OCH3), 4.46 (s, 2H, CH2), 6.98 (t, J = 7.2 Hz, 1H, ArH), 7.21 (t, J = 7.8 Hz, 2H, ArH), 7.31 (d, J = 7.5 Hz, 2H, ArH), 7.79–7.88 (m, 3H, ArH), 8.04 (dd, J = 6.3 Hz, 2.1 Hz, 1H, ArH), 9.98 (s, 1H, NH), 11.82 (s, 1H, OH) ppm","13C NMR (DMSO-d6, 100 MHz) δ: 53.0, 53.5, 108.3, 119.4, 122.0, 123.8, 126.5, 128.2, 129.2, 132.8, 133.2, 138.3, 138.8, 158.0, 165.8, 168.7 ppm","DMSO-d6, 300 MHz","3.91, 4.46, 6.98, 7.21, 7.31, 7.79–7.88, 8.04, 9.98, 11.82","DMSO-d6, 100 MHz","53.0, 53.5, 108.3, 119.4, 122.0, 123.8, 126.5, 128.2, 129.2, 132.8, 133.2, 138.3, 138.8, 158.0, 165.8, 168.7"
