paragraph,task_name,output
"Paragraph_2_compound_name:Synthesis of ZIF-203, Cu3Zn2(Im)10·3H2OA mixture of Zn(OAc)2·2H2O (0.052 g, 0.24 mmol) and [Cu(HIm)4](NO3)2 (0.14 g, 0.30 mmol) was dissolved in 4 mL of MeCN. The pH of solution mixture was adjusted to 8.5 by addition of TBAOH. The solution mixture was then introduced to a borosilicate glass tube. The flame-sealed tube was prepared in the same way as ZIF-202, which was left at room temperature for 6 d. Several single crystals of ZIF-203 were obtained on the walls of the sealed tube and were collected for SXRD analysis. EA of activated sample: Calcd for Cu3Zn2C30H36N20O3 = Cu3Zn2(Im)10·3H2O: C, 34.44; H, 3.47; N, 26.78%. Found: C, 34.51; H, 3.17; N, 26.49%. FT-IR (KBr, 3500-400 cm-1): 3138 (vw), 3131 (vw), 3109 (vw), 1666 (w), 1596 (w), 1492 (w), 1471 (s), 1315 (m), 1283 (w), 1237 (m), 1168 (m), 1082 (vs), 972 (w), 949 (s), 836 (s), 752 (vs), 666 (vs), 648 (w), 626 (w).",Paragraph_2_compound_name,"ZIF-203, Cu3Zn2(Im)10·3H2O"
"Paragraph_2_compound_name:Synthesis of ZIF-204, Cu3Zn2(Im)10A mixture of Zn(OAc)2·2H2O (0.052 g, 0.24 mmol) and [Cu(HIm)4](NO3)2 (0.14 g, 0.31 mmol) was dissolved in a solvent mixture of DMF/water/MeCN (4/1/2, v/v). The pH of solution mixture was adjusted to 8.5 through the addition of TBAOH. The solution was then introduced to a borosilicate glass tube, and the flame-sealed tube was prepared in the same way as ZIF-203. Microcrystalline powder was obtained after allowing the sealed reaction vessel to sit for 14 d at room temperature. This powder was then collected and washed with DMF, water, and acetonitrile (3 x 2 mL, each). Several single crystals of ZIF-204 were obtained on the wall of the sealed tubes, which were used for SXRD analysis. For the activation procedure, as-synthesized ZIF-204 was washed five times with DMF per day (5 mL each), exchanged nine times with anhydrous MeOH over the course of 3 d (5 mL each), and then activated at 80 °C under reduced pressure (1 mTorr) for 24 h. Yield: 60% based on Zn(OAc)2·2H2O. EA of activated sample: Calcd for Cu3Zn2C30H30N20 = Cu3Zn2(Im)10: C, 36.32; H, 3.05; N, 28.23%. Found: C, 35.86; H, 2.87; N, 27.74%. ICP-OES of activated sample (5.21 mg of ZIF-204 in 10 mL of HNO3 (1.68 M)): Cu, 10.12 ppm; Zn, 7.15 ppm. FT-IR (KBr, 3500-400 cm-1): 3132 (w), 3015 (w), 2359 (w), 1758 (w), 1716 (w), 1592 (m), 1489 (w), 1474 (m), 1365 (w), 1319 (w), 1239 (m), 1217 (w), 1168 (m), 1084 (s), 974 (w), 951 (s), 836 (m), 750 (s), 666 (s), 623 (w).",Paragraph_2_compound_name,"ZIF-204, Cu3Zn2(Im)10"
"Paragraph_2_compound_name:Zn(2-mIm)0.86(bbIm)1.14·(DMF)0.09, ZIF-300: 2-mImH (11.7 mg, 0.143 mmol), bbImH (28.2 mg, 0.143 mmol), and Zn(NO3)2·4H2O (29.8 mg, 0.114 mmol) were dissolved in a solvent mixture of DMF (4.75 mL) and water (0.25 mL) in a 8-mL capped vial. The vial was heated at 120 °C for 3 days. The light brown block shaped crystals were collected and washed with DMF (5 x 3 mL) for one day (yield 47% based on the amount of zinc salt).After the initial DMF washing, as-synthesized samples of ZIF-300 were solvent exchanged three times per day with dry methanol at ambient temperature over a total of 3 days. Finally at the end of the third day, the methanol was decanted and the resulting solvent-exchanged samples were evacuated (10 mTorr) at ambient temperature for 24 h, followed by subsequent heating at 180 °C for 2 h to yield activated sample. EA of activated sample: Calcd. for ZnC11.70H9.397N4.093O0.093Br1.143 = Zn (2-mIm)0.86(bbIm)1.14·(DMF)0.09: C, 38.40; H, 2.60; N, 15.67%. Found: C, 38.41; H, 2.40; N, 15.49%. FT IR (KBr, 4000-400 cm-1): 2925 (w), 1868 (w), 1771 (w), 1673 (m), 1604 (m), 1572 (w), 1471 (s), 1460 (s), 1430 (s), 1378 (w), 1339 (m), 1308 (w), 1288 (s), 1251 (s), 1238 (s), 1190 (s), 1178 (s), 1145 (s), 1128 (m), 1090 (w), 1051 (m), 993 (m), 951 (s), 890 (w), 855 (m), 803 (s), 794 (s), 755 (s), 705 (s), 688 (s), 648 (s).",Paragraph_2_compound_name,"Zn(2-mIm)0.86(bbIm)1.14·(DMF)0.09, ZIF-300"
"Paragraph_2_compound_name:Zn(2-mIm)0.94(cbIm)1.06·(DMF)0.03, ZIF-301: 2-mImH (11.7 mg, 0.143 mmol), cbImH (21.8 mg, 0.143 mmol), and Zn(NO3)2·4H2O (29.8 mg, 0.114 mmol) were dissolved in a solvent mixture of DMF (4.75 mL) and water (0.25 mL) in a 8-mL capped vial. The vial was heated at 120 °C for 3 days. The colorless crystals were collected and washed with DMF (5 x 3 mL) for one day (yield 47% based on the total amounts of zinc salt). After the initial DMF washing, as-synthesized samples of ZIF-301 were solvent exchanged three times per day with dry methanol at ambient temperature over a total of 3 days. Finally at the end of the third day, the methanol was decanted and the resulting solvent-exchanged samples were evacuated (10 mTorr) at ambient temperature for 24 h, followed by subsequent heating at 180 °C for 2 h to yield activated sample. EA of activated sample: Calcd. for ZnC11.26H9.125N4.03O0.03Cl1.055 = Zn (2-mIm)0.94(cbIm)1.06·(DMF)0.03: C, 44.42; H, 3.04; N, 18.63. Found: C, 44.19; H, 2.85; N, 18.53%. FT-IR (KBr, 4000-400 cm-1): 1868 (w), 1772 (w), 1735 (w), 1610 (w), 1575 (w), 1473 (s), 1435 (w), 1421 (w), 1377 (w), 1340 (s), 1310 (m), 1289 (s), 1254 (s), 1238 (s), 1193 (s), 1179 (s), 1146 (s), 1126 (w), 1063 (w), 929 (s), 890 (m), 854 (m), 801 (s), 750 (s), 724 (s), 688 (s), 649 (s).",Paragraph_2_compound_name,"Zn(2-mIm)0.94(cbIm)1.06·(DMF)0.03, ZIF-301"
"Paragraph_2_compound_name:Zn(2-mIm)0.67(mbIm)1.33·(H2O)0.5, ZIF-302: 2-mImH (9.9 mg, 0.120 mmol), mbImH (21.4 mg, 0.140 mmol), and Zn(NO3)2·4H2O (36.6 mg, 0.140 mmol) were dissolved in a solvent mixture of DMF (3.5 mL) and water (0.5 mL) in a 8-mL capped vial. The vial was heated at 120 °C for 3 days. The colorless crystals were collected and washed with DMF (5 x 3 mL) for a day (yield 46% based on the total amounts of links).After the initial DMF washing, as-synthesized samples of ZIF-302 were solvent exchanged three times per day with dry methanol at ambient temperature over a total of 3 days. Finally at the end of the third day, the methanol was decanted and the resulting solvent-exchanged samples were evacuated (10 mTorr) at ambient temperature for 24 h, followed by subsequent heating at 180 °C for 2 h to yield activated sample. EA of activated sample: Calcd. for ZnC13.33H13.67N4.0O0.5 = Zn(2-mIm)0.67(mbIm)1.33·(H2O)0.5: C, 52.79; H, 4.43; N, 18.47%. Found: C, 53; H, 4.0; N, 18.53%. FT-IR(KBr, 4000-400 cm-1): 1869 (w), 1774 (w), 1716 (w), 1683 (w), 1653 (w), 1619 (w), 1605 (w), 1582 (w), 1558 (w), 1541 (w), 1472 (s), 1377 (w), 1346 (m), 1291 (s), 1242 (s), 1203 (s), 1173 (w), 1142 (s), 1131 (s), 1020.47 (w), 994 (m), 945 (m), 884 (w), 861 (w), 823 (s), 801 (s), 761 (s), 689 (s), 650 (s), 625 (s)",Paragraph_2_compound_name,"Zn(2-mIm)0.67(mbIm)1.33·(H2O)0.5, ZIF-302"
"Paragraph_2_compound_name:ZIF-303 (CHA), Zn(cbIM)0.70(nIM)0.30(IM)1.00. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5mL of 0.2 M stock solution in DMF), HnIM (0.1 mmol, 0.5 mL of 0.2 M stock solution in DMF), HIM(0.2 mmol, 1.0 mL of 0.2 M stock solution in DMF), and HcbIM (0.1 mmol, 0.5 mL of 0.2 M stock solutionin DMF) was sealed in a 4-mL glass vial and heated at 120 °C for 72 h. Yellow hexagonal platecrystals were collected and washed with anhydrous DMF (3 x 4 ml). (Yield: 49% based on Zn).",Paragraph_2_compound_name,"ZIF-303 (CHA), Zn(cbIM)0.70(nIM)0.30(IM)1.00"
"Paragraph_2_compound_name:ZIF-360 (KFI), Zn(bIM)1.00(nIM)0.70(IM)0.30. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5 mLof 0.2 M stock solution in DEF), HnIM (0.3 mmol, 1.5 mL of 0.2 M stock solution in DEF), HIM (0.1mmol, 0.5 mL of 0.2 M stock solution in DEF), and HbIM (0.2 mmol, 1.0 mL of 0.2 M stock solution inDEF) was sealed in a 4-mL glass vial and heated at 100 °C for 72 h. Transparent trigonal prism crystalswere collected from the wall and washed with anhydrous DEF (3 x 4 ml). (Yield: 38% based on Zn).",Paragraph_2_compound_name,"ZIF-360 (KFI), Zn(bIM)1.00(nIM)0.70(IM)0.30"
"Paragraph_2_compound_name:ZIF-365 (KFI), Zn(cbIM)0.95(nIM)0.60(IM)0.45. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5mL of 0.2 M stock solution in DEF), HnIM (0.22 mmol, 1.1 mL of 0.2 M stock solution in DEF), HIM(0.1 mmol, 0.5 mL of 0.2 M stock solution in DEF), and HcbIM (0.2 mmol, 1.0 mL of 0.2 M stock soluS4tion in DEF) was sealed in a 4-mL glass vial and heated at 100 °C for 72 h. Transparent trigonal prismcrystals were collected from the wall and washed with anhydrous DEF (3 x 4 ml). (Yield: 34% based onZn).",Paragraph_2_compound_name,"ZIF-365 (KFI), Zn(cbIM)0.95(nIM)0.60(IM)0.45"
"Paragraph_2_compound_name:ZIF-376 (LTA), Zn(nbIM)0.83(mIM)0.25(IM)0.92. A mixture of Zn(NO3)2·4H2O (0.14 mmol, 0.7mL of 0.2 M stock solution in DMF), HmIM (0.3 mmol, 1.5 mL of 0.2 M stock solution in DMF), HIM(0.1 mmol, 0.5 mL of 0.2 M stock solution in DMF), and HnbIM (0.2 mmol, 1.0 mL of 0.2 M stocksolution in DMF) was sealed in a 4-mL glass vial and heated at 130 °C for 72 h, then cool down to roomtemperature. Transparent octahedral crystals (ucb ZIF-414) and brown cubic crystals were found on thewall, the cubic crystals were collected and analyzed by Single-crystal x-ray diffraction as ZIF-376. ThisZIF was not purified or activated, a few crops of crystals were picked up manually for powder x-ray anddigested 1H-NMR studies.",Paragraph_2_compound_name,"ZIF-376 (LTA), Zn(nbIM)0.83(mIM)0.25(IM)0.92"
"Paragraph_2_compound_name:ZIF-386 (AFX), Zn(nbIM)0.85(nIM)0.70(IM)0.45. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5mL of 0.2 M stock solution in DMF), HnIM (0.3 mmol, 1.5 mL of 0.2 M stock solution in DMF), HIM(0.1 mmol, 0.5 mL of 0.2 M stock solution in DMF), and HnbIM (0.2 mmol, 1.0 mL of 0.2 M stocksolution in DMF) was sealed in a 4-mL glass vial and heated at 120 °C for 72 h. Yellow hexagonal platecrystals were collected and washed with anhydrous DMF (3 x 4 ml). (Yield: 38% based on Zn).",Paragraph_2_compound_name,"ZIF-386 (AFX), Zn(nbIM)0.85(nIM)0.70(IM)0.45"
"Paragraph_2_compound_name:ZIF-408, Zn(cbIM)1.87(mIM)0.08(OH)0.05. A mixture of Zn(NO3)2·4H2O (0.04 mmol, 0.2 mL of0.2 M stock solution in DMF), HmIM (0.02 mmol, 0.1 mL of 0.2 M stock solution in DMF), andHcbIM (0.2 mmol, 1 mL of 0.2 M stock solution in DMF), and 0.6 mL DMF were sealed in a 4-mLglass vial and heated at 65 °C for 28 days, large cubic crystals were collected and washed with anhydrousDMF (3 x 4 ml). This ZIF was not activated, a few crops of crystals were picked up for powder xrayand digested 1H-NMR studies.",Paragraph_2_compound_name,"ZIF-408, Zn(cbIM)1.87(mIM)0.08(OH)0.05"
"Paragraph_2_compound_name:ZIF-410 (GME), Zn(cbIM)1.10(aIM)0.90. A mixture of Zn(CF3SO3)2 (0.2 mmol, 1 mL of 0.2 Mstock solution in DMF), HaIm (0.2 mmol, 1 mL of 0.2 M stock solution in DMF), and HcbIm (0.3mmol, 1.5 mL of 0.2 M stock solution in DMF) was sealed in a 4-mL glass vial and heated at 85 °C for96 h. Transparent hexagonal plate crystals were collected and washed with anhydrous DMF (3 x 4 ml).(Yield: 15% based on Zn).",Paragraph_2_compound_name,"ZIF-410 (GME), Zn(cbIM)1.10(aIM)0.90"
"Paragraph_2_compound_name:ZIF-486 (GME), Zn(nbIM)0.20(mIM)0.65(IM)1.15. A mixture of Zn(NO3)2·4H2O (0.12 mmol,0.6 mL of 0.2 M stock solution in DMF), HmIM (0.3 mmol, 1.5 mL of 0.2 M stock solution in DMF),HIM (0.24 mmol, 1.2 mL of 0.2 M stock solution in DMF), and HnbIM (0.06 mmol, 0.3 mL of 0.2 Mstock solution in DMF) was sealed in a 4-mL glass vial and heated at 130 °C for 48 h. Transparent hexagonalcrystals were collected by sonication and washed with anhydrous DMF (3 x 4 ml). (Yield: 38%based on Zn).",Paragraph_2_compound_name,"ZIF-486 (GME), Zn(nbIM)0.20(mIM)0.65(IM)1.15"
"Paragraph_2_compound_name:ZIF-412 (ucb), Zn(bIM)1.13(nIM)0.62(IM)0.25. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5 mLof 0.2 M stock solution in DMF), HnIM (0.3 mmol, 1.5 mL of 0.2 M stock solution in DMF), IM (0.1mmol, 0.5 mL of 0.2 M stock solution in DMF), HbIM (0.2 mmol, 1.0 mL of 0.2 M stock solution inDMF) and 0.5 mL more DMF was sealed in a 4-mL glass vial and heated at 120 °C for 4 days, thencooled down at 1 oC/min. Polyhedral shaped crystals were collected from the wall (few impure largeorange crystals at the bottom were removed) and washed with anhydrous DMF (3 x 4 mL) (Yield: 46%based on Zn). Single crystal suitable for single-crystal x-ray diffraction studies were grown in similarcondition but with 1 mL DMF in 20-mL glass vial.",Paragraph_2_compound_name,"ZIF-412 (ucb), Zn(bIM)1.13(nIM)0.62(IM)0.25"
"Paragraph_2_compound_name:ZIF-413 (ucb), Zn(mbIM)1.03(nIM)0.64(IM)0.33. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5mL of 0.2 M stock solution in DMF), HnIM (0.3 mmol, 1.5 mL of 0.2 M stock solution in DMF), HIM(0.1 mmol, 0.5 mL of 0.2 M stock solution in DMF), and HmbIM (0.2 mmol, 1.0 mL of 0.2 M stocksolution in DMF) was sealed in a 4 mL glass vial and heated at 120 °C for 4 days, then cooled down at1oC/min. Polyhedral shaped crystals were collected and washed with anhydrous DMF (3 x 4 mL).(Yield: 43% based on Zn).",Paragraph_2_compound_name,"ZIF-413 (ucb), Zn(mbIM)1.03(nIM)0.64(IM)0.33"
"Paragraph_2_compound_name:ZIF-414 (ucb), Zn(nbIM)0.91(mIM)0.62(IM)0.47. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5mL of 0.2 M stock solution in DMF), HmIM (0.3 mmol, 1.5 mL of 0.2 M stock solution in DMF), HIM(0.075 mmol, 0.375 mL of 0.2 M stock solution in DMF), and HnbIM (0.225 mmol, 1.125 mL of 0.2 Mstock solution in DMF) was sealed in a 4-mL glass vial and heated at 130 °C for 48 h, then cool down toroom temperature at 0.1 oC/min . Transparent octahedral crystals were collected and washed with anhydrousDMF (3 x 4 ml). (Yield: 50% based on Zn).",Paragraph_2_compound_name,"ZIF-414 (ucb), Zn(nbIM)0.91(mIM)0.62(IM)0.47"
"Paragraph_2_compound_name:ZIF-516 (ykh), Zn(bbIM)0.77(mbIM)1.23(DMF)0.05. A mixture of Zn(NO3)2·4H2O (0.04 mmol,0.2 mL of 0.2 M stock solution in DMF), HmbIM (0.2 mmol, 1 mL of 0.2 M stock solution in DMF),HbbIM (0.2 mmol, 1 mL of 0.2 M stock solution in DMF) and 70 μL water was sealed in a 4-mL glassvial and heated at 130 °C for 4 days. Transparent crystals were collected and washed with anhydrousDMF (3 x 4 ml). (Yield: 72% based on Zn).",Paragraph_2_compound_name,"ZIF-516 (ykh), Zn(bbIM)0.77(mbIM)1.23(DMF)0.05"
"Paragraph_2_compound_name:ZIF-586 (ykh), Zn(mbIM)1.72(2-mbIM)0.28. A mixture of Zn(NO3)2·4H2O (0.04 mmol, 0.2 mLof 0.2 M stock solution in DMF), 2-HmbIM (0.12 mmol, 0.6 mL of 0.2 M stock solution in DMF), andHmbIM (0.13 mmol, 0.65 mL of 0.2 M stock solution in DMF) was sealed in a 4-mL glass vial andheated at 130 °C for 3 days. Plate crystals were found along with powders. and washed with anhydrousDMF (3 x 4 ml). This ZIF was not activated, a few crops of crystals were picked up for powder x-rayand digested 1H-NMR studies.",Paragraph_2_compound_name,"ZIF-586 (ykh), Zn(mbIM)1.72(2-mbIM)0.28"
"Paragraph_2_compound_name:ZIF-615 (gcc), Zn(cbIM)1.05(4-nIM)0.95. A mixture of Zn(NO3)2·4H2O (0.08 mmol, 0.4 mL of0.2 M stock solution in DMF), 4-HnIM (0.12 mmol, 0.6 mL of 0.2 M stock solution in DMF), andS8HcbIM (0.08 mmol, 0.4 mL of 0.2 M stock solution in DMF) was sealed in a 4-mL glass vial and heatedat 130 °C for 96 h. needle crystals were collected and washed with anhydrous DMF (3 x 4 ml). (Yield:38% based on Zn).",Paragraph_2_compound_name,"ZIF-615 (gcc), Zn(cbIM)1.05(4-nIM)0.95"
"Paragraph_2_compound_name:ZIF-725 (bam), Zn(bbIM)1.35(nIM)0.40(IM)0.25. A mixture of Zn(NO3)2·4H2O (0.1 mmol, 0.5mL of 0.2 M stock solution in DMF), HnIM (0.085 mmol, 0.425 mL of 0.2 M stock solution in DMF),IM (0.1 mmol, 0.5 mL of 0.2 M stock solution in DMF), and HbbIM (0.4 mmol, 2.0 mL of 0.2 M stocksolution in DMF) was sealed in a 4-mL glass vial and heated at 65 °C for 12 days. Colorless rod-shapedcrystals were collected and washed with anhydrous DMF (3 x 4 ml). (Yield: 19% based on Zn).",Paragraph_2_compound_name,"ZIF-725 (bam), Zn(bbIM)1.35(nIM)0.40(IM)0.25"
"Paragraph_2_compound_name:Synthesis of ZnO@[Zn2?L2)2(HCOO)(OH)] (DMF)0.5 = CP-1.In a sealed tube (type A, company: Ace) 0.121 g (0.81 mmol)of 2-trifluoromethylimidazole (L2), and 0.342 g of Zn(NO3)2·4H2O (0.81 mmol) were dissolved in 5 mL N,N'-dimethyl formamide (DMF). The sealed tube was closed and the mix ture was heated at 125 °C for 24 hours and was then allowedto cool down to room temperature with 5 °C per hour. A col orless crystalline material was formed. The fine crystallineproduct was washed with DMF and EtOH and dried in air.Yield for CP-1: 0.172 g (?55%) based on L2; IR (KBr pellet):vmax = 3444 (m), 3342 (m), 3252 (m), 1650 (vs), 1587 (s), 1510(s), 1285 (s), 1253 (m), 1100 (m), 1023 (m), 727 cm?1 (m).",Paragraph_2_compound_name,ZnO@[Zn2?L2)2(HCOO)(OH)] (DMF)0.5 = CP-1
"Paragraph_2_compound_name:Synthesis of [Zn(L1)(L2)] = ZIF-318. In a sealed tube (typeA, company: Ace) 0.018 g (0.22 mmol) of 2-methylimidazole(L1), 0.031 g (0.22 mmol) of 2-trifluoromethylimidazole (L2),and 0.059 g of Zn(NO3)2·4H2O (0.22 mmol) were dissolved in3 mL of N,N'-diethylformamide (DEF). The sealed tube wasclosed and the mixture was heated at 135 °C for 48 hours andwas then allowed to cool down to room temperature with 5 °Cper hour. Light brown color crystals were washed with DEF andEtOH and dried in air. Under the same conditions with DMFsolvent, light yellow crystals of ZIF-318 were also formed butwith ZnO impurities. Single X-ray crystallographic measure ment was done using the crystals, obtained under the same re action conditions in DMF because of good diffraction quality(see ESI?). Yield for ZIF-318: 0.031 g (48.7% based on Zn?NO3)2·4H2O); IR (KBr pellet): vmax = 3458 (m), 2931 (m), 1678 (s),1581 (vs), 1461 (s), 1371 (s), 1309 (s), 1277 (s), 1226 (vs), 1185(vs), 1144 (vs), 1098 (s), 1003 (vs), 954 (s), 828 (s), 745 cm?1 (vs)",Paragraph_2_compound_name,[Zn(L1)(L2)] = ZIF-318
"Paragraph_2_compound_name:For the synthesis of [Zn(im)2·0.5py]-neb, a solution of 1.36 g(20.0 mmol) imidazole in 30 mL (0.51 mmol) of EtOH is poured intoa solution of 1.82 g (8.30 mmol) of Zn(OAc)2·2H2O in 30 mL (0.37mmol) of pyridine. A voluminous amorphous solid forms instantaneouslyupon mixing. The resultant mixture has the molar ratio Zn/Him/py/EtOH = 1: 2.4: 45: 62. The mixture is stirred at room temperaturefor 24 h. Thereafter, the white solid is recovered by filtration,washed with EtOH and dried. The yield is 62% based on Zn. Thematerial is a pure phase according to powder XRD. TG traces measuredin a flow of air reveal a first mass loss of 18% between 120 and220 °C corresponding to the escape of pyridine (calc. 18%) and asecond mass loss of 49% between 400 and 750 °C corresponding tothe oxidative decomposition of [Zn(im)2] into ZnO (calc. 48%). Variable-temperature powder XRD patterns demonstrate frameworkcollapse at temperatures between 120 and 220 °C with formation of[Zn(im)2]-coi at temperatures above 120 °C and, subsequently, formationof [Zn(im)2]-zni and an amorphous phase at temperaturesabove 220 °C.",Paragraph_2_compound_name,[Zn(im)2·0.5py]-neb
"Paragraph_2_compound_name:For the synthesis of [Zn(im)2·0.5mor]-neb, a solution of 0.47 g(6.86 mmol) of imidazole in 10 mL (0.17 mmol) of EtOH is pouredinto a suspension of 1.02 g (3.43 mmol) Zn(NO3)2·6H2O in 15 mL (0.17mmol) of morpholine. The resultant gelatinous mixture has themolar ratio Zn/Him/mor/EtOH = 1: 2: 50: 50. The mixture is stirred atroom temperature for 24 h and then heated in an oil bath to 140 °C for 4 h under continuous stirring. After cooling to room temperature,the colorless crystals are recovered by filtration, washed with EtOHand dried. The yield is 83% based on Zn. The material is a pure phaseaccording to powder XRD. TG traces measured in a flow of air reveala first mass loss of 17% between 150 and 320 °C corresponding tothe escape of morpholine (calc. 17%) and a second mass loss of 49%between 320 and 700 °C corresponding to the oxidative decompositionof [Zn(im)2] into ZnO (calc. 50%). Variable-temperature powderXRD patterns demonstrate framework collapse at a temperature ofapproximately 240 °C with formation of [Zn(im)2]-zni.",Paragraph_2_compound_name,[Zn(im)2·0.5mor]-neb
"Paragraph_2_compound_name:CdIF-1(sod): A mixture of cadmium acetate dihydrate (0.267 g, 1.0 mmol) and 2-methylimidazole (0.410 g, 5.0 mmol) dissolved in 15 mL n-butanol was placed in a 20 mL Teflon-lined autoclave. The reactant mixture was heated at 120 °C for 24 hours and then cooled to room temperature. After separation by filtering, colorless (or pale yellow) crystals were washed with ethanol (3 x 10 mL) and evacuated in vacuum at room temperature (yield 55%);",Paragraph_2_compound_name,CdIF-1 (sod)
"Paragraph_2_compound_name:CdIF-2(mer): a) synthesis of the single crystal for X-ray diffraction. a mixture of cadmium nitrate tetrahydrate (0.154 g, 0.5 mmol) and 2-methylimidazole (0.0821 g, 1.0 mmol) in N-methyl-pyrrolidione (NMP) (5 mL) was placed in a 10 mL trial that was stirred until all starting materials dissolved. This vial was inserted in a larger vial containing another 10 mL vial filled with triethylamine (0.2 mL) and the NMP (5 mL). The larger vial was sealed and left undisturbed for about two weeks to crystallize. The colorless crystal was selected for single crystal analysis;",Paragraph_2_compound_name,CdIF-2 (mer)
"Paragraph_2_compound_name:b) synthesis of bulk sample of CdIF-2: to A mixture of cadmium nitrate tetrahydrate (1.109 g, 3.6 mmol) and 2-methylimidazole (0.591 g, 7.2 mmol) in N-methyl-pyrrolidione (NMP) (30 mL), 10 mL NMP containing 1.0 mL triethylamine was added under stirring at room temperature in ca. 2 hours. Then, the reactant mixture was left stirring at room temperature for anther 46 hours. The white participate was filtered and left to air-dry, yielding ca. 0.45 g white powder that was confirmed to be CdIF-2 for its XRD similar to that simulated from the corresponding single crystal date.However, as a large amount of NMP was evacuated from the framework of CdIF-2, its structural integrity had been lost and finally became to amorphous solid.",Paragraph_2_compound_name,CdIF-2
"Paragraph_2_compound_name:CdIF-3 (yqt1): A mixture of cadmium acetate dihydrate (0.267 g, 1.0 mmol) and 2-methylimidazole (0.410 g, 5.0 mmol) dissolved in 15 mL methanol were placed in a 20 mL Teflon-lined autoclave. The reactant mixture was heated at 90 °C for 24 hours and then cooled to room temperature. After separation by filtering, colorless crystals were washed with ethanol (3 x 10 mL) and evacuated in vacuum at room temperature (yield 50%);",Paragraph_2_compound_name,CdIF-3 (yqt1)
"Paragraph_2_compound_name:CdIF-4 (rho): A mixture of cadmium acetate dihydrate (0.534 g, 2.0 mmol) and 2-ethylimidazole (0.961 g, 10.0 mmol) dissolved in 20 mL methanol was placed in a 20 mL Teflon-lined autoclave. The reactant mixture was heated at 120 °C for 12 hours and then cooled to room temperature. After separation by filtering, colorless (or pale yellow) crystals were washed with methanol (3 x 10 mL) and evacuated in vacuum at room temperature (yield 60 %);",Paragraph_2_compound_name,CdIF-4 (rho)
"Paragraph_2_compound_name:CdIF-6 (ana): A mixture of Cd(CH3COO)2·2H2O (0.267g, 1 mmol), Heim (0.192 g, 2 mmol), anhydrous piperazine (0.084 g, 1 mmol) were added to ethanol (20 mL), and after being stirred for 12 hours, this heterogeneous mixture was placed into a 20 mL Teflon-lined autoclave. Then, the autoclave was sealed and heated at 120 °C for 60 hours. After being cooled to ambient room temperature, the autoclave was opened and colorless crystals of CdIF-4 (rho) mixed with CdIF-6 (ana) were separated by filtration, washed with methanol (10 mL x3) and dried in air.",Paragraph_2_compound_name,CdIF-6 (ana)
"Paragraph_2_compound_name:CdIF-7α (dia): A mixture of Cd(NO3)·4H2O (0.0154g, 0.05 mmol), Hnim (0.0226 g, 0.2 mmol) and DMF/benzenemethanol (3 mL / 3 mL) was placed into a 15 mL Teflon-lined autoclave. Then, the autoclave was sealed and heated at 100 °C for 20 hours. After being cooled to ambient room temperature, the autoclave was opened and colorless crystals of",Paragraph_2_compound_name,CdIF-7α (dia)
"Paragraph_2_compound_name:CdIF-7β (dia): A mixture of Cd(ClO4)2·6H2O (0.0209g, 0.05 mmol), Hnim (0.0113 g, 0.1 mmol) and DMF (8 mL) was placed into a 15 mL Teflon-lined autoclave. Then, the autoclave was sealed and heated at 120 °C for 72 hours. After being cooled to ambient room temperature, the autoclave was opened and colorless crystals of CdIF-7β (dia) (C12H8N12O8Cd2?0.25DMF) mixed with CdIF-9 (rho) were separated by filtration, washed with methanol (10 mL x3) and dried in air.",Paragraph_2_compound_name,CdIF-7β (dia)
"Paragraph_2_compound_name:CdIF-8 (sod): A mixture of Cd(NO3)2·4H2O (0.192g, 0.625 mmol), Hnim (0.1425 g, 1.25 mmol) and DMF (15 mL) was placed into a 15 mL Teflon-lined autoclave. Then, the autoclave was sealed and heated at 120 °C for 12 hours. After being cooled to ambient room temperature, the autoclave was opened and colorless crystals of CdIF-8 were separated by filtration. X-ray single crystal analysis reveals a zeolitic sodalite-like structure and XRD spectrum for the bulk sample is agreeable to that simulated from the X-ray single crystal data. However, as CdIF-8 was washed with methanol (10 mL x3) and evacuated in vacuum, its zeolitic sodalite structure was destroyed.",Paragraph_2_compound_name,CdIF-8 (sod)
"Paragraph_2_compound_name:CdIF-9 (rho): A mixture of Cd(NO3)2·4H2O (0.192g, 0.625 mmol), Hnim (0.1425 g, 1.25 mmol) and DMA (15 mL) was placed into a 20 mL Teflon-lined autoclave. Then, the autoclave was sealed and heated at 100 °C for 12 hours. After being cooled to ambient room temperature, the autoclave was opened and colorless crystals of CdIF-9 were separated by filtration, washed with methanol (10 mL x3) and dried in air.",Paragraph_2_compound_name,CdIF-9 (rho)
