input,output,bio_label
"As an example , the preparation of <Prod*4-(dimethylsi1oxy)- 1-butyne*Prod> ( 3a ) is described : In a 25 mL round - bottom flask , 3-butyn-1-01 ( 1.00 g , 14.3 mmol ) and ammonium chloride ( 19.8 mg , 0.37 mmol ) were introduced.","As an example , the preparation of <Prod*4-(dimethylsi1oxy)- 1-butyne*Prod> ( 3a ) is described : In a 25 mL round - bottom flask , <Reactants*3-butyn-1-01*Reactants> ( 1.00 g , 14.3 mmol ) and ammonium chloride ( 19.8 mg , 0.37 mmol ) were introduced.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"As an example , the preparation of 4-(dimethylsi1oxy)- 1-butyne ( <Prod*3a*Prod> ) is described : In a 25 mL round - bottom flask , 3-butyn-1-01 ( 1.00 g , 14.3 mmol ) and ammonium chloride ( 19.8 mg , 0.37 mmol ) were introduced.","As an example , the preparation of 4-(dimethylsi1oxy)- 1-butyne ( <Prod*3a*Prod> ) is described : In a 25 mL round - bottom flask , <Reactants*3-butyn-1-01*Reactants> ( 1.00 g , 14.3 mmol ) and ammonium chloride ( 19.8 mg , 0.37 mmol ) were introduced.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The excess of 1,1,3,3-tetramethyldisilazane was removed under reduced pressure , and the residue was submitted to bulb- to - bulb distillation to give <Prod*3a*Prod> ( 1.80 g , 98 % yield ) as a colorless oil.","The excess of 1,1,3,3-tetramethyldisilazane was removed under reduced pressure , and the residue was submitted to bulb- to - bulb distillation to give <Prod*3a*Prod> ( 1.80 g , <Yield*98 %*Yield> yield ) as a colorless oil.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O']"
"While no cyclo- addition was detected at room temperature , the cyclization pro- ceeded smoothly in refluxing xylene to give adduct <Prod*f*Prod> ( mp 186-1 88 "" C ) in 51 % overall yield.","While no cyclo- addition was detected at room temperature , the <Reaction*cyclization*Reaction> pro- ceeded smoothly in <Temperature*refluxing*Temperature> <Solvent*xylene*Solvent> to give adduct <Prod*f*Prod> ( mp 186-1 88 "" C ) in <Yield*51 %*Yield> overall yield.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'B-Temperature', 'B-Solvent', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O']"
"As in the case of GABA , Schiff base formation of 1 with the lysine - bound PLP would be followed by y-proton removal and azaallylic isomerization to give aldimine <Prod*6.*Prod>","As in the case of GABA , Schiff base formation of <Reactants*1*Reactants> with the lysine - bound PLP would be followed by <Reaction*y-proton removal*Reaction> and <Reaction*azaallylic isomerization*Reaction> to give aldimine <Prod*6.*Prod>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'B-Reaction', 'I-Reaction', 'O', 'O', 'O', 'B-Prod']"
"Hydrolysis of 8 would release <Prod*PMP*Prod> and produce adduct 10 , whereas hydrolysis of 9 would release PLP","<Reaction*Hydrolysis*Reaction> of <Reactants*8*Reactants> would release <Prod*PMP*Prod> and produce adduct 10 , whereas hydrolysis of 9 would release PLP","['B-Reaction', 'O', 'B-Reactants', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Hydrolysis of 8 would release PMP and produce adduct <Prod*10*Prod> , whereas hydrolysis of 9 would release PLP","<Reaction*Hydrolysis*Reaction> of <Reactants*8*Reactants> would release PMP and produce adduct <Prod*10*Prod> , whereas hydrolysis of 9 would release PLP","['B-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"■ RESULTS AND DISCUSSION Initially , the reaction of 2-vinylindole 1a and methyleneindo- linone 2a catalyzed by 10 mol % of CPA 4a in toluene at 50 ° C was employed to testify our hypothesis ( Table 1 , entry 1 ) , which smoothly underwent the Diels − Alder reaction to aﬀord the desired <Prod*spiro[tetrahydrocarbazole-3,3′-oxindole]*Prod> 3aa in a high yield of 80 % and a considerable stereoselectivity of > 95 : 5 dr and 72 % ee.","■ RESULTS AND DISCUSSION Initially , the reaction of <Reactants*2-vinylindole*Reactants> <Reactants*1a*Reactants> and methyleneindo- linone <Reactants*2a*Reactants> catalyzed by 10 mol % of CPA <Catalyst_Reagents*4a*Catalyst_Reagents> in <Solvent*toluene*Solvent> at <Temperature*50 ° C*Temperature> was employed to testify our hypothesis ( Table 1 , entry 1 ) , which smoothly underwent the <Reaction*Diels − Alder*Reaction> reaction to aﬀord the desired <Prod*spiro[tetrahydrocarbazole-3,3′-oxindole]*Prod> 3aa in a high yield of <Yield*80 %*Yield> and a considerable stereoselectivity of > 95 : 5 dr and 72 % ee.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'B-Reactants', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'B-Solvent', 'O', 'B-Temperature', 'I-Temperature', 'I-Temperature', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'I-Reaction', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"■ RESULTS AND DISCUSSION Initially , the reaction of 2-vinylindole 1a and methyleneindo- linone 2a catalyzed by 10 mol % of CPA 4a in toluene at 50 ° C was employed to testify our hypothesis ( Table 1 , entry 1 ) , which smoothly underwent the Diels − Alder reaction to aﬀord the desired spiro[tetrahydrocarbazole-3,3′-oxindole] <Prod*3aa*Prod> in a high yield of 80 % and a considerable stereoselectivity of > 95 : 5 dr and 72 % ee.","■ RESULTS AND DISCUSSION Initially , the reaction of <Reactants*2-vinylindole*Reactants> <Reactants*1a*Reactants> and methyleneindo- linone <Reactants*2a*Reactants> catalyzed by 10 mol % of CPA <Catalyst_Reagents*4a*Catalyst_Reagents> in <Solvent*toluene*Solvent> at <Temperature*50 ° C*Temperature> was employed to testify our hypothesis ( Table 1 , entry 1 ) , which smoothly underwent the <Reaction*Diels − Alder*Reaction> reaction to aﬀord the desired spiro[tetrahydrocarbazole-3,3′-oxindole] <Prod*3aa*Prod> in a high yield of <Yield*80 %*Yield> and a considerable stereoselectivity of > 95 : 5 dr and 72 % ee.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'B-Reactants', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'B-Solvent', 'O', 'B-Temperature', 'I-Temperature', 'I-Temperature', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'I-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Synthesis of meta derivative 3 started from the commercially available 3-pyridineboronic acid that was arylated in a Suzuki coupling to aﬀord bromide <Prod*749,50*Prod> and subsequently reacted in another Suzuki coupling with pyrroleboronic acid to give 3-Boc derivative.","Synthesis of meta derivative 3 started from the commercially available <Reactants*3-pyridineboronic acid*Reactants> that was <Reaction*arylated*Reaction> in a <Reaction*Suzuki coupling*Reaction> to aﬀord bromide <Prod*749,50*Prod> and subsequently reacted in another Suzuki coupling with pyrroleboronic acid to give 3-Boc derivative.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'O', 'B-Reaction', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Synthesis of meta derivative 3 started from the commercially available 3-pyridineboronic acid that was arylated in a Suzuki coupling to aﬀord bromide 749,50 and subsequently reacted in another Suzuki coupling with pyrroleboronic acid to give <Prod*3-Boc derivative.*Prod>","Synthesis of meta derivative 3 started from the commercially available 3-pyridineboronic acid that was <Reaction*arylated*Reaction> in a Suzuki coupling to aﬀord bromide <Reactants*749,50*Reactants> and subsequently reacted in another <Reaction*Suzuki coupling*Reaction> with <Reactants*pyrroleboronic acid*Reactants> to give <Prod*3-Boc derivative.*Prod>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'I-Reactants', 'O', 'O', 'B-Prod', 'I-Prod']"
"When 4-formylpyridine ( 8a ) was used as a substrate , the corresponding alkene product <Prod*9aa*Prod> was obtained in 65 % yield ( entry 1 ).","When <Reactants*4-formylpyridine*Reactants> ( <Reactants*8a*Reactants> ) was used as a substrate , the corresponding alkene product <Prod*9aa*Prod> was obtained in <Yield*65 %*Yield> yield ( entry 1 ).","['O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O']"
"When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds <Prod*9ba*Prod> and 9ca were obtained in good yields ( entries 2 and 3 ).","When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , <Reactants*2-bromo-6-formylpyridine*Reactants> ( <Reactants*8b*Reactants> ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester <Reactants*2a*Reactants> were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds <Prod*9ba*Prod> and 9ca were obtained in good yields ( entries 2 and 3 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or 2-thiophenyl aldehyde ( 8c ) with malonate ester 2a were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and <Prod*9ca*Prod> were obtained in good yields ( entries 2 and 3 ).","When the reactions of either a pyridyl aldehyde , which have a more sterically hindered portion around the nitrogen atom , 2-bromo-6-formylpyridine ( 8b ) , or <Reactants*2-thiophenyl aldehyde*Reactants> ( <Reactants*8c*Reactants> ) with malonate ester <Reactants*2a*Reactants> were treated with our optimal conditions , the extended π-conjugate heteroaromatic compounds 9ba and <Prod*9ca*Prod> were obtained in good yields ( entries 2 and 3 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"For example , a conjugated aldehyde , (E)-cinnamal- dehyde ( 8d ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound <Prod*9da*Prod> in 79 % yield , which retained the double - bond geometry ( entry 4 ).","For example , a conjugated aldehyde , <Reactants*(E)-cinnamal- dehyde*Reactants> ( <Reactants*8d*Reactants> ) , reacted with the malonate ester to aﬀord α , β , γ , δ-unsaturated carbonyl compound <Prod*9da*Prod> in <Yield*79 %*Yield> yield , which retained the double - bond geometry ( entry 4 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products <Prod*9ea*Prod> and 9fa in good yields ( entries 5 and 6 ).,The reactions of linear aliphatic aldehydes <Reactants*8e*Reactants> and 8f were completed within <Time*24 h*Time> to give the corresponding products <Prod*9ea*Prod> and 9fa in good yields ( entries 5 and 6 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Time', 'I-Time', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The reactions of linear aliphatic aldehydes 8e and 8f were completed within 24 h to give the corresponding products 9ea and <Prod*9fa*Prod> in good yields ( entries 5 and 6 ).,The reactions of linear aliphatic aldehydes 8e and <Reactants*8f*Reactants> were completed within <Time*24 h*Time> to give the corresponding products 9ea and <Prod*9fa*Prod> in good yields ( entries 5 and 6 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'B-Time', 'I-Time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"However , in the presence of a radical trap X-Y ( Scheme 1 , reactions 4 and 5 ) , the quenching of R ' by X-Y results in the formation of <Prod*R-X*Prod> , the trapped product bearing a new functional group , and Y ' , a free radical capable of chain propagation by addition to the thiocarbonyl group of another molecule of precursor.","However , in the presence of a radical trap X-Y ( Scheme 1 , reactions 4 and 5 ) , the quenching of <Reactants*R*Reactants> ' by <Reactants*X-Y*Reactants> results in the formation of <Prod*R-X*Prod> , the trapped product bearing a new functional group , and Y ' , a free radical capable of chain propagation by addition to the thiocarbonyl group of another molecule of precursor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Acceptor <Prod*5*Prod> was prepared smoothly ( 77 % overall ) in two steps from the known5b monosaccharide 10 ( Scheme 1 ).,Acceptor <Prod*5*Prod> was prepared smoothly ( <Yield*77 %*Yield> overall ) in two steps from the known5b monosaccharide <Reactants*10*Reactants> ( Scheme 1 ).,"['O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O']"
"Treatment with (trichloroethoxy)carbonyl chloride led to the Troc - protected intermediate <Prod*11*Prod> , which was submitted to − reductive opening of HCl ) , yielding the desired acceptor 5.","Treatment with <Catalyst_Reagents*(trichloroethoxy)carbonyl chloride*Catalyst_Reagents> led to the Troc - protected intermediate <Prod*11*Prod> , which was submitted to − reductive opening of HCl ) , yielding the desired acceptor 5.","['O', 'O', 'B-Catalyst_Reagents', 'I-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Donor <Prod*6*Prod> was prepared from the known9 anomeric mixture of trichloroethyl glycoside 12 or from the known10 thiotolyl glycoside 14 ( Scheme 1 ).,Donor <Prod*6*Prod> was prepared from the known9 anomeric mixture of <Reactants*trichloroethyl glycoside*Reactants> <Reactants*12*Reactants> or from the known10 <Reactants*thiotolyl glycoside*Reactants> <Reactants*14*Reactants> ( Scheme 1 ).,"['O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'B-Reactants', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'B-Reactants', 'O', 'O', 'O', 'O']"
"Glycoside 12 was selectively pivaloylated at O-6 to give triol <Prod*13*Prod> , which was converted in three steps to alcohol 15 : introduction of a 3,4-O-orthoacetate and in situ O-2 acetylation followed by the acid - catalyzed opening of the orthoester to the O-4 acetate.","Glycoside <Reactants*12*Reactants> was selectively <Reaction*pivaloylated*Reaction> at O-6 to give triol <Prod*13*Prod> , which was converted in three steps to alcohol 15 : introduction of a 3,4-O-orthoacetate and in situ O-2 acetylation followed by the acid - catalyzed opening of the orthoester to the O-4 acetate.","['O', 'B-Reactants', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Alcohol 15 was then converted to donor <Prod*6*Prod> in moderate yield ( 26 % from 15 or 24 % from 13 ) over the trichloroethyl group ( 65 % ) , dichloroacetylation at O-1 and O-3 ( 69 % ) , selective removal of the anomeric chloroacetate [ quantitative ( quant ) ] , and then conversion of the resulting hemiacetal to the trichloroacetimidate donor ( 57 % ).","Alcohol <Reactants*15*Reactants> was then converted to donor <Prod*6*Prod> in moderate yield ( <Yield*26 %*Yield> from 15 or <Yield*24 %*Yield> from <Reactants*13*Reactants> ) over the trichloroethyl group ( 65 % ) , dichloroacetylation at O-1 and O-3 ( 69 % ) , selective removal of the anomeric chloroacetate [ quantitative ( quant ) ] , and then conversion of the resulting hemiacetal to the trichloroacetimidate donor ( 57 % ).","['O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"thermal lensing,13 and its triplet yield is also well - doc ~ mented.' ~ Using acridine as a standard , we have redetermined the value of <Prod*IO2*Prod> production from DCA in both acetonitrile and in benzene with an improved detector.","thermal lensing,13 and its triplet yield is also well - doc ~ mented.' ~ Using acridine as a standard , we have redetermined the value of <Prod*IO2*Prod> production from <Reactants*DCA*Reactants> in both <Solvent*acetonitrile*Solvent> and in <Solvent*benzene*Solvent> with an improved detector.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'B-Reactants', 'O', 'O', 'B-Solvent', 'O', 'O', 'B-Solvent', 'O', 'O', 'O', 'O']"
"We also prepared <Prod*3DCA*Prod> directly , using enhanced intersystem crossing with 2,s-dimethyliodobenzene and determined the yield of IO2 by this path .","We also prepared <Prod*3DCA*Prod> directly , using <Reaction*enhanced intersystem crossing*Reaction> with <Reactants*2,s-dimethyliodobenzene*Reactants> and determined the yield of IO2 by this path .","['O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"It involves two active species , <Prod*A*Prod> and B , formed from H202 and MTO.","It involves two active species , <Prod*A*Prod> and B , formed from <Reactants*H202*Reactants> and <Reactants*MTO.*Reactants>","['O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants']"
"It involves two active species , A and <Prod*B*Prod> , formed from H202 and MTO.","It involves two active species , A and <Prod*B*Prod> , formed from <Reactants*H202*Reactants> and <Reactants*MTO.*Reactants>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants']"
"mixture from the dilute ozonolysis of 7 was treated with aqueous acid , <Prod*benzil*Prod> and benzamide were obtained in approximately equal amounts ( -32 % ).","mixture from the dilute ozonolysis of <Reactants*7*Reactants> was treated with <Reactants*aqueous acid*Reactants> , <Prod*benzil*Prod> and benzamide were obtained in approximately equal amounts ( -32 % ).","['O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"mixture from the dilute ozonolysis of 7 was treated with aqueous acid , benzil and <Prod*benzamide*Prod> were obtained in approximately equal amounts ( -32 % ).","mixture from the dilute ozonolysis of <Reactants*7*Reactants> was treated with <Reactants*aqueous acid*Reactants> , benzil and <Prod*benzamide*Prod> were obtained in approximately equal amounts ( -32 % ).","['O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In the same way , we showed that the labile byproduct formed along with <Prod*6*Prod> from the reaction of lophine with dilute ozone yielded benzil on treatment with dilute acid.","In the same way , we showed that the labile byproduct formed along with <Prod*6*Prod> from the reaction of <Reactants*lophine*Reactants> with <Reactants*dilute ozone*Reactants> yielded benzil on treatment with dilute acid.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'I-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Department of Chemistry , University of Iowa Iowa City , Iowa 52242 Received June 8 , 1995 The alkane elimination reaction of Cp*MMe3 ( Cp* = C5- Me5 ; M = Zr , H 9 with C2B9H13 yields new metallocarborane complexes of stoichiometry <Prod*[ CP*(C ~ B ~ HI 1)MMe ] , ( la , M = Zr ; lb , M = H9.I*Prod> These species polymerize ethylene and oligomerize propylene , form Lewis base adducts , insert 2-bu- tyne , and undergo thermal elimination of methane yielding 2-4 , respectively.","Department of Chemistry , University of Iowa Iowa City , Iowa 52242 Received June 8 , 1995 The <Reaction*alkane elimination*Reaction> reaction of <Reactants*Cp*MMe3 ( Cp* = C5- Me5 ; M = Zr , H 9*Reactants> with <Reactants*C2B9H13*Reactants> yields new metallocarborane complexes of stoichiometry <Prod*[ CP*(C ~ B ~ HI 1)MMe ] , ( la , M = Zr ; lb , M = H9.I*Prod> These species polymerize ethylene and oligomerize propylene , form Lewis base adducts , insert 2-bu- tyne , and undergo thermal elimination of methane yielding 2-4 , respectively.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The yield of sulfido complex <Prod*2*Prod> was found to be 98 % by 'H NMR spectroscopy , while the yield of 'H NMR detectable ethylene was only 40 % .","The yield of sulfido complex <Prod*2*Prod> was found to be <Yield*98 %*Yield> by 'H NMR spectroscopy , while the yield of 'H NMR detectable ethylene was only <Yield*40 %*Yield> .","['O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O']"
"The yield of sulfido complex 2 was found to be 98 % by 'H NMR spectroscopy , while the yield of 'H NMR detectable <Prod*ethylene*Prod> was only 40 % .","The yield of sulfido complex 2 was found to be <Yield*98 %*Yield> by 'H NMR spectroscopy , while the yield of 'H NMR detectable <Prod*ethylene*Prod> was only <Yield*40 %*Yield> .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'B-Yield', 'I-Yield', 'O']"
