documentId,paragraphText,sorted_compounds
US06093731,"A solution of O-t-butyl-N-[(4-chloro-1-guanidino-7-isoquinolinyl)carbonyl]-DL-serine t-butyl ester in CF3CO2H (1 mL) was stirred at room temperature for 1 h. The solution was diluted with PhMe, evaporated in vacuo, and the residue was recystallised twice from MeOH-EtOAc to give N-[(4-chloro-1-guanidino-7-isoquinolinyl)carbonyl]-DL-serine trifluoroacetate (68 mg, 0.19 mmol) as a white solid.",O-t-butyl-N-[(4-chloro-1-guanidino-7-isoquinolinyl)carbonyl]-DL-serine t-butyl ester | CF3CO2H | PhMe | N-[(4-chloro-1-guanidino-7-isoquinolinyl)carbonyl]-DL-serine trifluoroacetate
US09115148B2,"(E)-3-{4-Oxo-spiro[chromane-2,4′-piperidine]-6-yl}-acrylic acid methyl ester (169 mg, 0.500 mmol, Intermediate 1, hydrochloride salt) was alkylated using 1-(2-bromo-ethyl)-4-methoxy-benzene (0.16 ml, 1.5 mmol) as described in Example 56, Step A, giving (E)-3-{1′-[2-(4-methoxy-phenyl)-ethyl]-4-oxo-spiro[chromane-2,4′-piperidine]-6-yl}-acrylic acid methyl ester (181 mg) as a white solid.","(E)-3-{4-Oxo-spiro[chromane-2,4′-piperidine]-6-yl}-acrylic acid methyl ester | Intermediate 1 | 1-(2-bromo-ethyl)-4-methoxy-benzene | (E)-3-{1′-[2-(4-methoxy-phenyl)-ethyl]-4-oxo-spiro[chromane-2,4′-piperidine]-6-yl}-acrylic acid methyl ester"
US09156824B2,"Dissolve 6-bromo-2-[(1R)-1-(4-methoxyphenyl)ethyl]-3-methyl-isoindolin-1-one (2.814 mmol, 1.014 g) in tetrahydrofuran (28 mL). Add 4-chloro-5-fluoro-pyrimidine (5.628 mmol, 518 μL) and cool to 0° C. Add potassium hexamethyldisilazide (4.502 mmol, 9 mL, 0.5 M in toluene) over 7 minutes and stir for 1 hour, then warm to ambient temperature and stir for 90 minutes. Pour into methyl-tert-butyl ether and aqueous 1 M HCl, add water and separate the layers. Wash with aqueous 1 N HCl, filter, wash with saturated aqueous sodium chloride, dry over magnesium sulfate, filter through a 2 cm pad of silica gel, and evaporate under reduced pressure to provide an oil. Purify on silica gel with 20-40% ethyl acetate/hexane to give the title compound as a foam (547 mg, 43%). ES/MS m/z: 456 (M+H).",6-bromo-2-[(1R)-1-(4-methoxyphenyl)ethyl]-3-methyl-isoindolin-1-one | tetrahydrofuran | 4-chloro-5-fluoro-pyrimidine | potassium hexamethyldisilazide | methyl-tert-butyl ether | HCl | water | HCl | sodium chloride | magnesium sulfate | silica gel | silica gel | ethyl acetate/hexane | title compound
US06310080B1,"A solution of 2-carbomethoxyamino-benzimidazole (5.0 g, 0.026 mole) in chlorosulfonic acid (35.00 mL) was stirred at 0° C. for 30 minutes and at room temperature for 3 hours. The resulting dark colored reaction mixture was poured into an ice-water mixture (200 mL), and stirred at room temperature for 30 minutes. The resulting precipitate was filtered and washed with cold water (500 mL). The solid was dried overnight under high vacuum in a desiccator over NaOH pellets to give 5-chlorosulfonyl-2-carbomethoxyamino-benzimidazole (5.9 g, 78%) as a gray powder. 1H NMR (DMSO-d6) d: 3.89 (s, 3H), 7.55 (d, J=8.4 Hz, 1H), 7.65 (d, J=8.4 Hz, 1H), 7.88 (s, 1H). (German Patent DE 3826036).",2-carbomethoxyamino-benzimidazole | chlorosulfonic acid | ice-water | water | NaOH | 5-chlorosulfonyl-2-carbomethoxyamino-benzimidazole
US20080146569A1,"To a vial containing 6-[4-({[6-(3-fluorophenyl)pyridin-3-yl]carbonyl}amino)piperidin-1-yl]nicotinic acid (63.07 mg, 0.15 mmol) was added 0.375 mL of DMA, EDC (31.6 mg, 0.16 mmol), HOBt (20.3 mg, 0.15 mmol), NMM (0.04 mL, 0.37 mmol) and 2-(ethylamino)ethanol (13.4 mg, 0.15 mmol). The reaction mixture was stirred at room temperature for 12 hours and then diluted with water and ethyl acetate. The layers were separated and the organic layer collected and concentrated to give an oil, which was purified by RP-HPLC to give N-ethyl-6-[4-({[6-(3-fluorophenyl)pyridin-3-yl]carbonyl}amino)piperidin-1-yl]-N-(2-hydroxyethyl)nicotinamide (32 mg, 43%). HRMS (TOF, ES+) calculated for C27H30FN50 +H: 492.2333; observed 492.2611.",6-[4-({[6-(3-fluorophenyl)pyridin-3-yl]carbonyl}amino)piperidin-1-yl]nicotinic acid | DMA | EDC | HOBt | NMM | 2-(ethylamino)ethanol | water | ethyl acetate | N-ethyl-6-[4-({[6-(3-fluorophenyl)pyridin-3-yl]carbonyl}amino)piperidin-1-yl]-N-(2-hydroxyethyl)nicotinamide
US07999132B2,"91 mg of 2,4-dichlorophenol was added to 2.1 mL of toluene suspension containing 22 mg of 60% sodium hydride at room temperature, and the resulting mixture was heated to reflux under nitrogen atmosphere for 15 minutes. After the reaction mixture was cooled to room temperature, 70 mg of tert-butyl 2-(benzamido)-4-bromobenzoate, 4.7 mg of 2-(di-tert-butylphosphine)-2′,4′,6′-triisopropylbiphenyl and 6.8 mg of tris(dibenzylideneacetone)dipalladium(0) were added and the resulting mixture was heated to reflux under nitrogen atmosphere for 6 hours. After the reaction mixture was cooled to room temperature, 61 mg of 2,4-dichlorophenol, 15 mg of 60% sodium hydride, 4.7 mg of 2-(di-tert-butylphosphino)-2′, 4′,6′-triisopropylbiphenyl and 6.8 mg of tris(dibenzylideneacetone)dipalladium(0) were added and the resulting mixture was heated to reflux under nitrogen atmosphere for 10 hours. After the reaction mixture was cooled to room temperature, 10% citric acid aqueous solution and ethyl acetate were added and insoluble were removed by filtration. The organic layer was separated and dried over anhydrous magnesium sulfate after washed with a saturated, sodium chloride aqueous solution, and the solvent was evaporated under reduced pressure. The obtained residue was purified with silica gel column chromatography [PSQ100B (spherical) manufactured by Fuji Silysia Chemical Ltd., eluent; hexane; ethyl acetate=20:1] to obtain tert-butyl 2-(benzamido)-4-(2,4-dichlorophenoxy)benzoate.","2,4-dichlorophenol | toluene | sodium hydride | nitrogen | tert-butyl 2-(benzamido)-4-bromobenzoate | 2-(di-tert-butylphosphine)-2′,4′,6′-triisopropylbiphenyl | tris(dibenzylideneacetone)dipalladium(0) | nitrogen | 2,4-dichlorophenol | sodium hydride | 2-(di-tert-butylphosphino)-2′, 4′,6′-triisopropylbiphenyl | tris(dibenzylideneacetone)dipalladium(0) | nitrogen | citric acid | ethyl acetate | magnesium sulfate | sodium chloride | silica gel | hexane | ethyl acetate | tert-butyl 2-(benzamido)-4-(2,4-dichlorophenoxy)benzoate"
US20050038107A1,"A solution of 75 2-(4-Hydroxy-phenyl)-benzofuran-5-ol (0.65 g, 2.9 mmol) in CH3CN (40 mL) was treated with K2CO3 (1 g, 7.1 mmol) followed by portionwise addition of NBS (0.36 g, 2.0 mmol). After stirring for approximately 30 minutes, the reaction was worked up by addition of 2 N HCl followed by 10% Na2SO3aq. and then the CH3CN was stripped off. The aqueous layer was extracted with EtOAc and washed with brine anddried over MgSO4. The reaction mixture was concentrated and chromatographed on silica gel (EtOAc/hexanes; 1:4): Mp 196-198° C.; 1H NMR (DMSO-d6) δ 9.93 (br s, 2H), 7.76 (d, 2H, J=8.5 Hz), 7.40 (d, 1H, J=8.7 Hz), 7.04 (s, 1H), 6.87 (dd, 2H, J=9.0 Hz, 3.1 Hz); MS 305/307 (M+H)+.",75 | 2-(4-Hydroxy-phenyl)-benzofuran-5-ol | CH3CN | K2CO3 | NBS | HCl | CH3CN | EtOAc | brine | silica gel
US08242104B2,"A mixture of 55 mg (0.135 mmol) of (S)-1-(2-(1-isopropyl-1H-1,2,4-triazol-5-yl)-5,6-dihydrobenzo[f]imidazo[1,2-d][1,4]oxazepin-9-yl)pyrrolidine-2-carboxylic acid, N,N,N′,N′-Tetramethyl-O-(7-azabenzotriazol-1-yl)uronium Hexafluorophosphate (57.0 mg, 0.150 mmol), N,N-Diisopropylethylamine (52.2 uL, 0.300 mmol) and Ammonium chloride (8.02 mg, 0.150 mmol) in N,N-Dimethylacetamide (3.0 mL, 32 mmol) was stirred for 1 hour. The mixture was concentrated in vacuum, the residue triturated with water, 0.01 N aq HCL, water, dried in vacuum and subjected to RP HPLC and then chiral purification to give 375. Yield 12 mg. M/z 408.2, calc. 407.21. 1H NMR (400 MHz, DMSO) δ 8.19 (d, J=8.9, 1H), 7.87 (s, 1H), 7.77 (s, 1H), 7.40 (s, 1H), 7.04 (s, 1H), 6.36 (dd, J=9.0, 2.4, 1H), 6.07 (d, J=2.4, 1H), 5.91 (dq, J=13.3, 6.5, 1H), 4.44 (d, J=6.5, 4H), 4.01-3.93 (m, 1H), 3.57 (t, J=7.0, 1H), 3.24 (d, J=9.0, 1H), 2.23 (dd, J=12.1, 6.9, 1H), 1.98 (dd, J=14.8, 11.3, 3H), 1.47 (dd, J=6.6, 3.3, 6H)","(S)-1-(2-(1-isopropyl-1H-1,2,4-triazol-5-yl)-5,6-dihydrobenzo[f]imidazo[1,2-d][1,4]oxazepin-9-yl)pyrrolidine-2-carboxylic acid | N,N,N′,N′-Tetramethyl-O-(7-azabenzotriazol-1-yl)uronium Hexafluorophosphate | N,N-Diisopropylethylamine | Ammonium chloride | N,N-Dimethylacetamide | water | water | 375"
US20160122271A1,"Starting from 3,7-dimethylocta-1,6-dien-3-ol (linalool) (20.0 g, 130 mmol), allyl bromide (23.5 g, 194 mmol), DMF (25 ml), and NaH (7.78 g, 194 mmol), 12.7 g (65.4 mmol, 50.3% yield) of 3-(allyloxy)-3,7-dimethylocta-1,6-diene was obtained. Using this allyl ether (5.5 g, 28.5 mmol), 1-iodo-4-methoxybenzene (5 g, 21.4 mmol), tetrabutylammonium acetate (10.7 g, 35.6 mmol), Pd(OAc)2 (0.1 g, 0.6 mmol), and DMF (60 ml), 2.3 g (7.7 mmol, 36% yield) of an isomer mixture was obtained after two consecutive flash chromatographies (hexane/EtOAc: 100/0→80/20→50/50; hexane/CH2Cl2: 100/0→98/2→70/30→0/100) comprising 98% of the title compound (E/Z=18.7:1).","3,7-dimethylocta-1,6-dien-3-ol | allyl bromide | DMF | NaH | 3-(allyloxy)-3,7-dimethylocta-1,6-diene"
US20120172615A1,"In a solution of 0.60 g of 4-[5-(3,5-dichlorophenyl)-5-trifluoromethyl-4,5-dihydroisoxazol-3-yl]-2-nitro benzoic acid ethyl ester synthesized in Steps 1 to 3 of Shynthetic Example 5 in 6 ml of ethyl acetate, 2.0 ml of water, 0.6 ml of acetic acid and 0.46 g of reduced iron were added, and stirred at 75° C. for 2 hours. After the completion of the reaction, the organic phase was collected, and the aqueous phase was extracted with ethyl acetate (10 ml×2). The organic phases together were washed with water, dehydrated with saturated sodium chloride aqueous solution and dried over anhydrous sodium sulfate, and then the solvent was distilled off under reduced pressure to obtain 0.60 g of crude aimed product as brown oily substance. The resulting product was used as such without purification for the next step.","4-[5-(3,5-dichlorophenyl)-5-trifluoromethyl-4,5-dihydroisoxazol-3-yl]-2-nitro benzoic acid ethyl ester | ethyl acetate | water | acetic acid | reduced iron | ethyl acetate | water | sodium sulfate | crude aimed product"
US09115089B2,"To a solution of 2′-acetyl-3-chloro-4-hydroxy-5′-methyl-[1,4′]bipyridinyl-2-one of part D (500 mg, 1.7 mmol) in N,N-dimethylformamide (3 mL) was added 2-chloromethyl-3,5-difluoro-pyridine (277 mg, 1.7 mmol), potassium carbonate (590 mg, 4.28 mmol) and 18-crown-6 (10 mg) and the reaction was stirred at 60° C. for 4 h. After cooling the solution was partitioned between ethyl acetate and water. The organic layer was washed with water and brine and dried over magnesium sulfate. The solution was filtered and concentrated in vacuo. The crude material was purified using normal phase chromatography (ethyl acetate/heptane) to provide alkylated product as a yellow solid (397 mg): MS (ES) m/e 420 (M+H).","2′-acetyl-3-chloro-4-hydroxy-5′-methyl-[1,4′]bipyridinyl-2-one | N,N-dimethylformamide | 2-chloromethyl-3,5-difluoro-pyridine | potassium carbonate | 18-crown-6 | ethyl acetate | water | water | brine | magnesium sulfate | crude material | product"
US20120208819A1,"2-((4-(5-(1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-3-yl)pyridin-2-yl)methylamino)-N-(3,4-difluorobenzyl)nicotinamide was prepared from 2-((4-(5-bromo-1-(phenylsulfonyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)pyridin-2-yl)methylamino)-N-(3,4-difluorobenzyl)nicotinamide and 1H-pyrazol-5-ylboronic acid under standard Suzuki condition and then deprotected with potassium carbonate in methanol. ESI-MS (M+H): 537.2; 1H NMR (400 MHz, CD3OD) δ: 8.75 (s, 1H), 8.71 (s, 1H), 8.39 (s, 1H), 8.37 (s, 1H), 8.27 (d, 1H), 8.13 (d, 1H), 8.04 (d, 1H), 7.90 (d, 1H), 7.65 (s, 1H), 7.17-7.07 (m, 3H), 6.74 (s, 1H), 6.66-6.62 (m, 1H), 4.93 (s, 2H), 4.44 (s, 2H).","2-((4-(5-(1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-3-yl)pyridin-2-yl)methylamino)-N-(3,4-difluorobenzyl)nicotinamide | 2-((4-(5-bromo-1-(phenylsulfonyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)pyridin-2-yl)methylamino)-N-(3,4-difluorobenzyl)nicotinamide | 1H-pyrazol-5-ylboronic acid | potassium carbonate | methanol"
US08487090B2,"Take 100 ml of 20(R)-ginsenoside Rg3 composition solution obtained from Operation Example 1, add water for injection to 1000 ml, and add 0.1 grams of injection grade active carbon and mix to uniformity. Leave it at 80° C. for 30 minutes, remove the pyrogen with 0.45 μm micropore membrane filtering, sterilize with a 0.22 μm micropore filter membrane under sterile conditions, dispense into a 10 ml sterile antibiotics tube vial under sterile conditions, and the quantity of each tube vial is 4.5˜4.9 ml:5 mg. After the dispensed, the antibiotics tube vials are half-corked, they are transferred onto the plate of lyophilizer (LYO-5, manufactured in Shanghai). Close the door of the lyophilizer, turn on the lyophilizer and first freeze to below −40° C. and keep for 4 hours, and then start vacuum drying as following program for sublimation: −45˜−30° C. for 4 hours, −30˜−20° C. for 4 hours, −20˜−15° C. for 2 hours. Finally, dry for 4 hours at 15˜30° C., and the lyophilization process is complete. After lyophilization, the corks are fully plugged and aluminum covers are pressed on with a sealing machine. Sample some sample for testing. Pack the qualified tube vials. 1000 tube vials of lyophilized powder for injection (3.1 mg Rg3/vial) are obtained. The above-mentioned procedures can be carried out for Example 2-40 to produce water-soluble powder of ginsenoside Rg3.",20(R)-ginsenoside Rg3 | ginsenoside Rg3 | water | carbon | water
US07056911B1,"9-[N-(2,4-Diaminopyrido[2,3-d]pyrimidin-6-yl)amino]fluorene (Formula I: Ar=2,4-diaminopyrido[2,3-d]pyrimidin-6-yl; W=NH; X=CH; Z=chemical bond; m=n=0) is prepared similarly to N-(2,4-diaminopyrido[2,3-d]pyrimidin-6-yl)amino]benzhydrylamine as disclosed above by using fluorenone (360 mg, 2.0 mmol), 2,4,6-triaminopyrido[2,3-d]pyrimidine (350 mmol), mg, 2.0 mmol), and BH3.Et3N (75 mg, 6.6 mmol). The product can be purified by chromatography.","9-[N-(2,4-Diaminopyrido[2,3-d]pyrimidin-6-yl)amino]fluorene | N-(2,4-diaminopyrido[2,3-d]pyrimidin-6-yl)amino | benzhydrylamine | fluorenone | 2,4,6-triaminopyrido[2,3-d]pyrimidine | Et3N"
US07655643B2,"77.7 g (583 mmol) of aluminium trichloride are suspended in 200 ml of dichloromethane and cooled to 0° C. 40.0 g (333 mmol) of 2-methylbenzaldehyde are added dropwise over the course of 30 min. Then 53.2 g (333 mmol) of bromine are added at 0° C. over the course of 6 h, and the mixture is allowed to warm to RT and is stirred for 12 h. The reaction solution is added to 500 ml of ice-water. The aqueous phase is extracted several times with dichloromethane. The combined organic phases are washed successively with 2N hydrochloric acid, a saturated aqueous sodium bicarbonate solution and a saturated aqueous sodium chloride solution. The organic phase is dried over sodium sulfate and concentrated in vacuo. Purification is by silica gel chromatography and subsequently by crystallization from cyclohexane. The precipitated product is filtered off.",aluminium trichloride | dichloromethane | 2-methylbenzaldehyde | bromine | ice-water | dichloromethane | hydrochloric acid | sodium sulfate | silica gel | cyclohexane
US08962620B2,"To a stirred solution of methyl 2-methyl-3-nitro-5-(trifluoromethyl)benzoate (1 equiv.) in ethanol (2 mL per 1 mmol), was added NH4Cl solution (5.1 equiv., dissolved in water. Volume of water equivalent to volume of ethanol) followed by Fe powder (8 equiv.). the resulting reaction mixture was stirred at 90° C. for 1 h. On completion, the reaction mixture was filtered and the filtrate concentrated till dryness. The resulting solid was dissolved in saturated sodium bicarbonate solution and the aqueous layer extracted with ethyl acetate. The combined organic layers were dried over sodium sulfate and concentrated to afford solid methyl 3-amino-2-methyl-5-(trifluoromethyl)benzoate in quantitative yield.",methyl 2-methyl-3-nitro-5-(trifluoromethyl)benzoate | ethanol | NH4Cl | Fe | sodium bicarbonate | ethyl acetate | sodium sulfate | methyl 3-amino-2-methyl-5-(trifluoromethyl)benzoate
US08158636B2,"To 5-iodo-7-triisopropylsilanyl-7H-pyrrolo[2,3-d]pyrimidine (38, 30 g, 74.7 mmol) in 300 mL of tetrahydrofuran under an atmosphere of nitrogen at −20° C., isopropylmagnesium chloride (43.6 mL, 2 M in tetrahydrofuran, 87 mmol) was added and the reaction allowed to warm to 0° C. over 30 minutes. The reaction was cooled to −40° C. and (6-fluoro-5-formyl-pyridin-2-yl)-(4-methoxy-benzyl)-carbamic acid tert-butyl ester (66, 17.96 g, 49.8 mmol) in tetrahydrofuran was added. The reaction was allowed to warm to 0° C. over an hour, then quenched with brine and extracted with ethyl acetate. The organic layer was dried over sodium sulfate, filtered and the filtrate concentrated under vacuum. The resulting material was purified by silica gel column chromatography, eluting with 0-40% ethyl acetate in hexane. Appropriate fractions were combined and the solvents removed under vacuum to provide the desired compound (67, 27 g, 42.5 mmol, 85% yield).","5-iodo-7-triisopropylsilanyl-7H-pyrrolo[2,3-d]pyrimidine | tetrahydrofuran | nitrogen | isopropylmagnesium chloride | tetrahydrofuran | (6-fluoro-5-formyl-pyridin-2-yl)-(4-methoxy-benzyl)-carbamic acid tert-butyl ester | brine | ethyl acetate | sodium sulfate | silica gel | ethyl acetate | hexane | desired compound"
US20030036558A1,"A stirring solution of N-(4-bromo-2-fluoro-benzyl)-4-fluoro-2-hydroxy-5-methyl-benzamide (1.69 g, 4.76 mmol) in acetone (24 mL, 0.2 M) was treated with an aq K2CO3 solution (3.6 mL, 2 M, 7.12 mmol) and ethylbromoacetate (0.63 mL, 5.69 mmol) in acetone (24 mL, 0.2 M) and heated to 50° C. for 2.5 h. After cooling to room temperature, the solution was concentrated, acidified to pH 1 with 2 N HCl, and diluted with ethyl acetate (100 mL) and washed with 50 mL of saturated aq NaCl. The organic layer was dried over Na2SO4, filtered, and concentrated to provide [2-(4-bromo-2-fluoro-benzylcarbamoyl)-5-fluoro-4-methyl-phenoxy]-acetic acid ethyl ester (1.95, 93%) as a white solid: mp 128-129° C.; Rf 0.42 (30% ethyl acetate in heptane); 1H NMR (CDCl3, 300 MHz) δ8.79 (bd t, J=4.5 Hz, 1 H), 8.10 (d, J=9.0 Hz, 1 H), 7.34 (t, J=8.3 Hz, 1 H), 7.26-7.23 (m, 1 H), 7.21 (t, J=2.3 Hz, 1 H), 6.53 (d, J=10.5 Hz, 1 H), 4.66 (d, J=3.9 Hz, 1 H), 4.65 (s, 2 H), 4.28 (q, J=7.2 Hz, 2 H), 2.23 (bd d, J=1.5 Hz, 3 H), 1.30 (t, J=7.2 Hz, 3H); Anal. calcd for C19H18BrF2NO4: C, 51.60; H, 4.10; N, 3.17. Found C, 51.65; H, 4.19; N, 3.10.",N-(4-bromo-2-fluoro-benzyl)-4-fluoro-2-hydroxy-5-methyl-benzamide | acetone | K2CO3 | ethylbromoacetate | acetone | ethyl acetate | NaCl | Na2SO4 | [2-(4-bromo-2-fluoro-benzylcarbamoyl)-5-fluoro-4-methyl-phenoxy]-acetic acid ethyl ester
US04479942,"1-(6-Amino-9H-purin-9-yl)-3-D-mandelylamino-1,3-dideoxy-β-D-ribofuranuronic acid (35 mg) was prepared by reacting 1-(6-benzoylamino-9H-purin-9-yl)-3-D-mandelylamino-1,3-dideoxy-β-D-ribofuranuronic acid (370 mg) prepared in Example 22 with n-butylamine (3ml) according to a similar manner to that of Example 23.","1-(6-Amino-9H-purin-9-yl)-3-D-mandelylamino-1,3-dideoxy-β-D-ribofuranuronic acid | 1-(6-benzoylamino-9H-purin-9-yl)-3-D-mandelylamino-1,3-dideoxy-β-D-ribofuranuronic acid | n-butylamine"
US08754054B2,"Following General Procedure: Method A using (6R,6aS,14aR)-methyl 1,6,8,14a-tetrahydroxy-11-((2S,3R,4R,5R,6S)-4-hydroxy-3,5-dimethoxy-6-methyltetrahydro-2H-pyran-2-ylamino)-6a-methoxy-3-methyl-7,9,12,14-tetraoxo-5,6,6a,7,9,12,14,14a-octahydrobenzo[a]tetracene-2-carboxylate (35 mg, 0.050 mmol), potassium carbonate (21 mg, 0.15 mmol) and bromoacetamide (21 mg, 0.15 mmol), the product was purified by preparative TLC (silica gel, 95:5 dichloromethane/methanol) and preparative HPLC (45:55 acetonitrile/water with 0.05% TFA) to afford (6R,6aS,14aR)-methyl 1-(2-amino-2-oxoethoxy)-6,8,14a-trihydroxy-11-((3R,4R,5R,6S)-4-hydroxy-3,5-dimethoxy-6-methyltetrahydro-2H-pyran-2-ylamino)-6a-methoxy-3-methyl-7,9,12,14-tetraoxo-5,6,6a,7,9,12,14,14a-octahydrobenzo[a]tetracene-2-carboxylate (6 mg, 15%) as an orange-red solid and as a mixture of diastereomers: 1H NMR (500 MHz, CDCl3) δ 14.27 (s, 0.3H), 14.21 (s, 0.7H), 8.12 (s, 0.3H), 8.11 (s, 0.7H), 6.90 (br s, 1H), 6.22 (br s, 1H), 5.94 (br s, 1H), 5.91 (s, 0.7H), 5.90 (s, 0.3H), 5.14 (d, J=4.5 Hz, 0.3H), 4.97 (d, J=6.7 Hz, 0.7H), 4.75 (d, J=14.7 Hz, 0.3H), 4.48 (d, J=14.7 Hz, 0.7H), 4.70 (br s, 1H), 4.21 (d, J=14.7 Hz, 1H), 3.81-3.80 (m, 1H), 3.81 (s, 3H), 3.78 (br s, 2H), 3.74-3.70 (m, 2H), 3.65-3.56 (m, 1H), 3.61 (s, 3H), 3.40 (s, 3H), 3.36 (s, 3H), 3.13 (t, J=9.2 Hz, 1H), 2.21 (s, 3H), 1.36 (d, J=6.1 Hz, 3H); MS (ESI+) m/z 755 (M+H); HPLC >99% (AUC), tR 13.72 min.","(6R,6aS,14aR)-methyl 1,6,8,14a-tetrahydroxy-11-((2S,3R,4R,5R,6S)-4-hydroxy-3,5-dimethoxy-6-methyltetrahydro-2H-pyran-2-ylamino)-6a-methoxy-3-methyl-7,9,12,14-tetraoxo-5,6,6a,7,9,12,14,14a-octahydrobenzo[a]tetracene-2-carboxylate | potassium carbonate | bromoacetamide | silica gel | dichloromethane/methanol | acetonitrile/water | TFA | (6R,6aS,14aR)-methyl 1-(2-amino-2-oxoethoxy)-6,8,14a-trihydroxy-11-((3R,4R,5R,6S)-4-hydroxy-3,5-dimethoxy-6-methyltetrahydro-2H-pyran-2-ylamino)-6a-methoxy-3-methyl-7,9,12,14-tetraoxo-5,6,6a,7,9,12,14,14a-octahydrobenzo[a]tetracene-2-carboxylate"
US20060205769A1,"To a stirred solution of 3-(4-methanesulphonylphenyl)acrylic acid (7.14 g, 31.5 mmol) in DCM (10 mL) was added thionyl chloride (3 mL, 34.7 mmol) dropwise and the resulting mixture was stirred at room temperature for 18 h. To this solution was added DIPEA (5.04 mL, 28.9 mmol) dropwise at room temperature. The resulting solution was added to a stirred solution of (4R,5S)-1,5-dimethyl-4-phenyl-imidazolidin-2-one (5.0 g, 26.3 mmol) in DCM (20 mL) and DIPEA (4.58 mL, 26.9 mmol) and the resulting mixture stirred at room temperature for 4 h. The mixture was washed with water and brine, pre-absorbed onto a Bond Elut and eluted with a gradient of isohexane to ethyl acetate giving the title compound as a solid (7.61 g, 73%); NMR (CDCl3): 0.84 (d, 3H), 2.89 (s, 3H), 3.04 (s, 3H), 3.98 (m, 1H), 5.42 (d, 1H), 7.20 (m, 2H), 7.32 (m, 3H), 7.69 (d, 1H), 7.74 (d, 2H), 7.93 (d, 2H), 8.31 (d, 1H); MS: 399.","3-(4-methanesulphonylphenyl)acrylic acid | DCM | thionyl chloride | DIPEA | (4R,5S)-1,5-dimethyl-4-phenyl-imidazolidin-2-one | DCM | DIPEA | water | brine | isohexane | ethyl acetate | title compound"
US04603015,"A mixture of 360 mg (1.62 mmoles) of 7-guanidinoheptanamido hydrochloride, 568 mg (1.94 mmoles) of N-[4-(3-aminopropyl)aminobutyl]-2,2-dihydroxyethanamide dihydrochloride obtained in Example 4, 214 mg (1.62 mmoles) of glutaric acid, and 0.36 ml of water was heated at 60° C. for 24 hours. After completion of the reaction, 5 ml of water was added to to the reaction mixture, then passed through a column (20 mm inner diameter) packed with 150 ml of CM-Sephadex® C-25 (Na-type), and fractionated by the gradient elution with 1.5 liters of water and 1.5 liters of 0.8M aqueous sodium chloride solution. The fractions containing the desired product were combined, then concentrated, and extracted three times with 10 ml of methanol. The methanol layer was passed through a column packed with 150 ml of Sephadex® LH-20, and developed with methanol. The fractions containing the desired product were combined and evaporated to dryness, yielding 317 mg (39% yield) of white powder of N-[4-(3-aminopropyl)aminobutyl]-2-(7-guanidinoheptanamido)-2-hydroxyethanamide trihydrochloride.","7-guanidinoheptanamido hydrochloride | N-[4-(3-aminopropyl)aminobutyl]-2,2-dihydroxyethanamide dihydrochloride | glutaric acid | water | water | Sephadex | Na | water | sodium chloride | desired product | methanol | desired product | white powder | N-[4-(3-aminopropyl)aminobutyl]-2-(7-guanidinoheptanamido)-2-hydroxyethanamide trihydrochloride"
US07576215B2,"(4-Aminophenyl)[4-phenyl-8-(trifluoromethyl)quinolin-3-yl]methanone (0.050 g, 0.127 mmol) in AcOH (2 mL) is added slowly to a stirred solution of NaBO3 4H2O (0.098 g, 0.637 mmol) in AcOH (3 mL) at 55° C. over 40 min. After 1 h, the reaction is cooled, poured into water and extracted with methylene chloride. The extracts are washed with saturated aq sodium bicarbonate, dried over MgSO4 and concentrated. The residue is purified by chromatography eluting with 10:90 ethyl acetate:hexane to afford the title compound (0.0157 g). MS (ESI) m/z 423; HRMS: calcd for C23H13F3N2O3+H, 423.09565; found (ESI, [M+H]+), 423.0943.",(4-Aminophenyl)[4-phenyl-8-(trifluoromethyl)quinolin-3-yl]methanone | AcOH | NaBO3 | AcOH | water | methylene chloride | sodium bicarbonate | MgSO4 | ethyl acetate | hexane | title compound
US04889848,"A solution of 100 mg of 1-[(4,5-dihydro-7-oxo-8-phenyl-7H-thieno[2,3-a]quinolizin-10-yl)carbonyl]-4-piperidinol in 5 ml of methylene chloride was treated with 51 mg of pyridinium chlorochromate. After the reaction was completed, the solvent was evaporated in vacuo and the residue was chromatographed over silica gel. The product was recrystallized from diethyl ether and there was obtained 1-[(4,5-dihydro-7-oxo-8-phenyl-7H-thieno[2,3-a]-quinolizin-10-yl)carbonyl]-4-piperidinone of m.p. 218°-220°.","1-[(4,5-dihydro-7-oxo-8-phenyl-7H-thieno[2,3-a]quinolizin-10-yl)carbonyl]-4-piperidinol | methylene chloride | pyridinium chlorochromate | silica gel | diethyl ether | 1-[(4,5-dihydro-7-oxo-8-phenyl-7H-thieno[2,3-a]-quinolizin-10-yl)carbonyl]-4-piperidinone"
