documentId,paragraphText,sorted_compounds
US07132440B2,"A flask containing a solution of 2-{4-[1-(4-chloro-phenyl)-vinyl]-phenyl}-1H-benzoimidazole-5-carboxylic acid amide (Example 41, 30 mg, 0.08 mmol) in 1:1 ethanol/ethyl acetate (6.0 mL) was charged with N2 and evacuated (3×). Palladium on carbon (10 wt %) was added to the solution, and the flask was charged with H2 and evacuated (3×), and then maintained at ˜1 atm H2 for 2.5 h. The flask was evacuated and then charged with N2. The reaction mixture was filtered through a pad of Celite®, which was washed with ethanol (50 mL), ethyl acetate (50 mL) and then methanol (2×50 mL). The filtrate was concentrated under reduced pressure. Purification of the residue by chromatography (silica gel, 1% methanol saturated with ammonia/9% methanol/CH2Cl2) afforded the title compound (21 mg, 68%). TLC (silica, 1% methanol, saturated with ammonia/9% methanol/CH2Cl2): Rf=0.35. MS (ESI+): mass calculated for C22H18ClN3O, 375.1, m/z found, 376.1 [M+H]+. 1H NMR (500 MHz, CD3OD): δ 8.16 (br s, 1H), 8.04 (d, J=8.4 Hz, 2H), 7.81 (d, J=8.3 Hz, 1H), 7.62 (br s, 1H), 7.43 (d, J=8.3 Hz, 2H), 7.30–7.26 (m, 4H), 4.27–4.24 (m, 1H), 1.67 (d, J=7.2 Hz, 3H).",2-{4-[1-(4-chloro-phenyl)-vinyl]-phenyl}-1H-benzoimidazole-5-carboxylic acid amide | ethanol/ethyl acetate | ethanol | ethyl acetate | N2 | Palladium on carbon | H2 | H2 | N2 | methanol | silica gel | ammonia | title compound
US08895544B2,"To a solution of 4-ethyl-1-fluoro-2-methoxy-benzene (WO 2010/090537, 12.2 g, 79.1 mmol) in MeCN (150 mL) was added a solution of NBS (14.4 g, 80.7 mmol) in MeCN (50 mL). The resulting solution was stirred at room temperature for 18 hours. The solvent was removed in vacuo and the residue was diluted with diethyl ether (150 mL). Precipitated solid was removed by filtration and the filtrate was washed with sodium sulfite aqueous solution (100 mL) and brine (100 mL), dried over MgSO4 and concentrated in vacuo to give the title compound as a yellow oil (18 g) in a 97% yield.",4-ethyl-1-fluoro-2-methoxy-benzene | MeCN | NBS | MeCN | diethyl ether | sodium sulfite | brine | MgSO4 | title compound
US20070082907A1,"The title compound is prepared according to Example 132 by using 2-chloro-4-trifluoromethyl-benzoic acid and 3-[4-(3-aminomethyl-5-methyl-phenoxy)-2-ethyl-phenyl]-propionic acid ethyl ester to afford about 217 mg (60%). 1H NMR (400 MHz, CDCl3); MS (ES+) m/z mass calcd for C27H25O4NF3Cl 519, found 520 and 522 (M+1 and M+3, 100%).",title compound | 2-chloro-4-trifluoromethyl-benzoic acid | 3-[4-(3-aminomethyl-5-methyl-phenoxy)-2-ethyl-phenyl]-propionic acid ethyl ester
US20100016379A1,"2,3-dimethoxybenzoic acid (1 equivalent), benzylamine (1.2 equivalent) and HATU (1.2 equivalent) are reacted in dichloromethane for 1 hour at room temperature to give N-benzyl-2,3-dimethoxybenzamide (90%).","2,3-dimethoxybenzoic acid | benzylamine | HATU | dichloromethane | N-benzyl-2,3-dimethoxybenzamide"
US08039503B2,"tert-butyl 4-{[(7-chloro-3,4-dioxo-3,4-dihydronaphthalen-1-yl)thio]methyl}-4-hydroxypiperidine-1-carboxylate was synthesized using tert-butyl 4-hydroxy-4-(mercaptomethyl)piperidine-1-carboxylate, 6-chloronaphthalene-1,2-dione, acetonitrile as the solvent and conditions outlined in procedure F [step (i)]. The intermediate was purified by flash column chromatography (SiO2, 30% EtOAc in hexanes to 50% EtOAc in hexanes).","tert-butyl 4-{[(7-chloro-3,4-dioxo-3,4-dihydronaphthalen-1-yl)thio]methyl}-4-hydroxypiperidine-1-carboxylate | tert-butyl 4-hydroxy-4-(mercaptomethyl)piperidine-1-carboxylate | 6-chloronaphthalene-1,2-dione | acetonitrile | SiO2 | EtOAc | hexanes | EtOAc | hexanes"
US06949535B2,"Prepared according to Procedure A using 2-amino-6-chlorobenzoic acid (2.0 g, 11.7 mmol) and SOCl2 (2.1 mL, 29.1 mmol) in benzene (60 mL), followed by o-anisidine (2.6 mL, 23.4 mmol) and CHCl3 (60 mL). The product was chromatographed in CH2Cl2 to provide 2.61 g of a dark yellow oil (81%). 1H NMR (CDCl3) δ: 8.53 (dd, J=1.7, 7.9 Hz, 1H); 8.39 (br S, 1H); 7.11 (dt, J=1.6, 7.8 Hz, 1H); 7.09 (t, J=8.1 Hz, 1H); 7.02 (dt, J=1.4, 7.8 Hz, 1H); 6.92 (dd, J=1.4, 8.0 Hz, 1H); 6.62 (dd, J=0.9, 8.2 Hz, 1H); 4.66 (br s, 2H); 3.87 (s, 3H). MS (ES): m/z 277.0 (M+).",2-amino-6-chlorobenzoic acid | SOCl2 | benzene | o-anisidine | CHCl3 | CH2Cl2 | dark yellow oil
US07390925B2,"A mixture of ethyl 3-(4-methoxyphenyl)-3-oxopropanoate (500 mg) and MeONH2.HCl (207 mg) in ethanol (4 mL) was heated at 80° C. for 2 h. Ethanol was removed in vacuo, and saturated sodium bicarbonate was added to the residue. The aqueous solution was extrated with ethyl acetate (x4), and the combined organic layers were washed with brine, dried over anhydrous sodium sulfate, and filtered. The filtrate was evaporated in vacuo to give the title compound as a colorless oil, which was used directly in the Step B. HPLC retention time: 2.02 min (method A). MS (ESI) (M+H)+ 252.14.",ethyl 3-(4-methoxyphenyl)-3-oxopropanoate | MeONH2.HCl | ethanol | Ethanol | sodium bicarbonate | brine | sodium sulfate | title compound
US20090181963A1,"In a one-neck flask, equipped with a stirring bar, under nitrogen atmosphere, was suspended 3-[5-(3-hydroxyphenyl)-7-morpholin-4-yl-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]benzoic acid (80 mg, 0.2 mmol) in CHCl3 (1 mL). The mixture was stirred at 25° C. and COCl2 (2M in CH2Cl2, 0.3 mL, 0.6 mmol) and one drop of DMF were added. After 30 minutes NH3 (2M solution in THF, 0.6 mL, 1.2 mmol) was added and the reaction mixture was stirred for additional 1 hr. The solvents were removed in a nitrogen stream and the crude mixture was purified by semi-prep-HPLC (TFA-method) to give 3-[5-(3-hydroxyphenyl)-7-morpholin-4-yl-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]benzamide (12 mg, 14% yield) MS (ESI) m/z 418.2.","nitrogen | 3-[5-(3-hydroxyphenyl)-7-morpholin-4-yl-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]benzoic acid | CHCl3 | COCl2 | DMF | NH3 | nitrogen | crude mixture | TFA | 3-[5-(3-hydroxyphenyl)-7-morpholin-4-yl-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]benzamide"
US04879395,"A 3 L indented flask equipped with a mechanical stirrer and a H2 inlet was charged with 205.7 g (1.333 mol) of (R)-citronellal in 7.4L of ethyl acetate. The flask was flushed with 0.1 cu. ft. of H2 and 0.50 g (2.0 mmol) of platinum oxide were added. The reaction was stirred under a slight over-pressure of H2 at ambient temperature for 124 hours. During this time, due to relatively rapid deactivation of the catalyst, an additional 3.50 g (143 mmol.) of platinum oxide had to be added in 5 portions (0.5 g at 3.5 hours, 0.5 g at 22.5 hours, 1.0 g at 96.5 hours and 0.5 g at 121 hours). The course of the hydrogenation was monitored by GC analysis. After 124 hours, GC indicated the hydrogenation to be almost complete with 1.4% of starting material remaining. A total of 1.133 cu. ft. of hydrogen (theoretically 1.166 cu. ft.) had been consumed. The catalyst was removed by filtration through a pad of Celite (diatomaceous earth). The clear filtrate was combined with the filtrate from a previously run, analogous reduction of 10.0 g (64.8 mmol) of (R)-citronellal and concentrated on the rotovapor. Vacuum distillation of the obtained pale yellow liquid through a 30 cm Goodloe column afforded the (R)-3,7-dimethyloctanal in following fractions:","H2 | (R)-citronellal | ethyl acetate | H2 | platinum oxide | H2 | platinum oxide | starting material | hydrogen | (R)-citronellal | (R)-3,7-dimethyloctanal"
US20150307453A1,"Intermediate X 10 g (23.5 mmol) was dissolved in CH2Cl2 (100 mL) and sat. aq. NaHCO3 (20 mL) was added. The resulting biphasic solution was cooled to 0° C. and thiophosgene 2.2 mL (28.2 mmol) was then carefully added via syringe. After the addition was completed, the reaction was allowed to warm to room temperature and stirred for 6 h. The organic layer was separated and the aqueous layer was extracted with CH2Cl2. The combined organic layers were dried over Na2SO4, filtered, and concentrated under reduced pressure to afford intermediate XII (8.14 g) as a yellow oil, yield: 74.1%.",Intermediate X | CH2Cl2 | NaHCO3 | thiophosgene | CH2Cl2 | Na2SO4 | intermediate XII
US08207199B2,"To a solution of 3-phenyl-1H-pyrazole (300 mg) in toluene (15 mL) were added tert-butyl 4-hydroxypiperidine-1-carboxylate (838 mg) and (tributylphosphoranylidene)acetonitrile (1.0 g), followed by stirring at 100° C. for 4 hours. The reaction liquid was concentrated under reduced pressure, and then the residue was purified by silica gel column chromatography (hexane/ethyl acetate=100/0 to 50/50) and purified again by silica gel column chromatography (hexane/ethyl acetate=100/0 to 70/30) to obtain tert-butyl 4-(3-phenyl-1H-pyrazol-1-yl)piperidine-1-carboxylate (475 mg) as a colorless oily substance.",3-phenyl-1H-pyrazole | toluene | tert-butyl 4-hydroxypiperidine-1-carboxylate | (tributylphosphoranylidene)acetonitrile | silica gel | hexane/ethyl acetate | silica gel | hexane/ethyl acetate | tert-butyl 4-(3-phenyl-1H-pyrazol-1-yl)piperidine-1-carboxylate
US04174453,"To a solution of 180 ml 1 molar BH3 in THF (0.18 mole BH3) which was cooled in an ice bath, was added a solution of 7.9 grams 2,3,4,5-tetrahydro-2-methyl-5-phenyl-1H-pyrido[4,3-b]indole (0.03 mole) in 200 ml freshly chromatographed THF, dropwise with stirring over 30 minutes in a nitrogen atmosphere. The ice bath was then replaced with a heating mantle and the mixture was refluxed for 19 hours in the nitrogen atmosphere. The mixture was cooled and evaporated under vacuum to a clear gel. The gel was then refluxed in 75 ml of a 1:1 mixture of glacial acetic acid and 5 N HCl. A clear light brown solution was obtained after about 1/2 hour and refluxing was continued for a total of 1 hour. The resulting solution was cooled to about 50° C. and treated with 50% aqueous NaOH until basic, during which time the temperature rose to 80° C. The mixture was cooled again and a light purple oil was extracted into CHCl3. The mixture was again extracted with CHCl3, the extracts were combined and washed with saturated NaCl solution, then dried over Na2SO4. The CHCl3 was then evaporated under vacuum, leaving a purple oily residue which was taken up in about 50 ml diethyl ether and some ethanol. Ethereal HCl was added and 8.1 grams of pale greenish-white powder were obtained by filtration and drying. Recrystallization from methanol provided 6.2 grams of the title compound, m.p. 256°-258° C.","THF | ice | 2,3,4,5-tetrahydro-2-methyl-5-phenyl-1H-pyrido[4,3-b]indole | THF | nitrogen | ice | nitrogen | acetic acid | HCl | NaOH | CHCl3 | CHCl3 | NaCl | Na2SO4 | CHCl3 | diethyl ether | ethanol | HCl | pale greenish-white powder"
US20060122065A1,"10.0 g of ethyl 3-{4-benzyloxy-3-methoxy-phenyl}-2-butenoate, 1.0 g of 10% palladium charcoal, 15 ml of concentrated hydrochloric acid, 0.5 g of 10% platinum charcoal and 100 ml of ethanol were stirred under hydrogen atmosphere. After stopping absorption of hydrogen gas, it was filtered, and the filtrate was concentrated under reduced pressure. The residue was separated with ethyl acetate to obtain 7.24 g of ethyl 3-(4-hydroxy-3-methoxyphenyl)butyrate.",ethyl 3-{4-benzyloxy-3-methoxy-phenyl}-2-butenoate | palladium charcoal | hydrochloric acid | platinum charcoal | ethanol | hydrogen | hydrogen | ethyl acetate | ethyl 3-(4-hydroxy-3-methoxyphenyl)butyrate
US20070042908A1,"Into 10 ml of dimethylsulfoxide was dissolved 1.77 g of 2,4,5-trifluoronitrobenzene and 1.94 g of 3-methyl-2,6-dioxo-4-(trifluoromethyl)-1,2,3,6-tetrahydro pyrimidine. After adding 1.52 g of anhydrous potassium carbonate at room temperature, the mixture was stirred at 80° C. for 1 hour. The reaction solution was cooled to room temperature, and then the solution was poured into ice-water and extracted with ethyl acetate. The organic layer was washed with saturated aqueous sodium chloride solution, dried over anhydrous magnesium sulfate and concentrated. The residue was subjected to silica-gel column chromatography to give 1.51 g of 2,5-difluoro-4-[3-methyl-2,6-dioxo-4-(trifluoromethyl)-1,2,3,6-tetrahydropyrimidin-1-yl]nitrobenzene,","dimethylsulfoxide | 2,4,5-trifluoronitrobenzene | 3-methyl-2,6-dioxo-4-(trifluoromethyl)-1,2,3,6-tetrahydro pyrimidine | potassium carbonate | ice-water | ethyl acetate | sodium chloride | magnesium sulfate | 2,5-difluoro-4-[3-methyl-2,6-dioxo-4-(trifluoromethyl)-1,2,3,6-tetrahydropyrimidin-1-yl]nitrobenzene"
US08487090B2,"Take 100 ml of 20(R)-ginsenoside Rg3 composition solution obtained from Operation Example 1, add water for injection to 1000 ml, and add 0.1 grams of injection grade active carbon and mix to uniformity. Leave it at 80° C. for 30 minutes, remove the pyrogen with 0.45 μm micropore membrane filtering, sterilize with a 0.22 μm micropore filter membrane under sterile conditions, dispense into a 10 ml sterile antibiotics tube vial under sterile conditions, and the quantity of each tube vial is 4.5˜4.9 ml:5 mg. After the dispensed, the antibiotics tube vials are half-corked, they are transferred onto the plate of lyophilizer (LYO-5, manufactured in Shanghai). Close the door of the lyophilizer, turn on the lyophilizer and first freeze to below −40° C. and keep for 4 hours, and then start vacuum drying as following program for sublimation: −45˜−30° C. for 4 hours, −30˜−20° C. for 4 hours, −20˜−15° C. for 2 hours. Finally, dry for 4 hours at 15˜30° C., and the lyophilization process is complete. After lyophilization, the corks are fully plugged and aluminum covers are pressed on with a sealing machine. Sample some sample for testing. Pack the qualified tube vials. 1000 tube vials of lyophilized powder for injection (3.1 mg Rg3/vial) are obtained. The above-mentioned procedures can be carried out for Example 2-40 to produce water-soluble powder of ginsenoside Rg3.",20(R)-ginsenoside Rg3 | ginsenoside Rg3 | water | carbon | water
US09199938B2,"A suspension of 6,8-dichloro-2-isopropyl-4-trifluoromethanesulfonyloxy-quinoline-3-carboxylic acid methyl ester (85.0 mg, 0.181 mmol, Eq: 1.00), 3-chloro-4-fluorophenylboronic acid (34.7 mg, 0.199 mmol, Eq: 1.1), potassium phosphate tribasic (57.7 mg, 0.272 mmol, Eq: 1.5) and tetrakis(triphenylphosphine)palladium (0) (6.27 mg, 0.00543 mmol, Eq: 0.0300) in dioxane (2.5 ml) was heated to 100° C. for 4 h. The suspension was cooled to RT overnight, then diluted with sat. NH4Cl solution and extracted with ethyl acetate (3×). The combined organic layers were washed with sat. NH4Cl solution and brine, dried with Na2SO4 and evaporated. The remaining residue was purified by column chromatography (silica gel, heptane/EtOAc 99:1) to afford the title compound as white solid (46 mg). MS (ESI): 426.0 (M+H)+.","6,8-dichloro-2-isopropyl-4-trifluoromethanesulfonyloxy-quinoline-3-carboxylic acid methyl ester | 3-chloro-4-fluorophenylboronic acid | potassium phosphate tribasic | tetrakis(triphenylphosphine)palladium | dioxane | NH4Cl | ethyl acetate | NH4Cl | brine | Na2SO4 | silica gel | heptane/EtOAc | title compound"
US08273736B2,"A mixture of Example 11B (0.09 g, 0.23 mmol), 2-piperazinone (0.069 g, 0.69 mmol), HOBT (0.095 g, 0.7 mmol), N-methylmorpholine (0.22 mL, 0.92 mmol), and EDCI (0.136 g, 0.71 mmol) in DMF (1 mL) was stirred at room temperature overnight, treated with water (20 mL), and filtered. The filter cake was dried to provide 110 mg of the desired product. 1H NMR (300 MHz, DMSO-d6) δ 3.20-3.36 (br m, 2H), 3.71-3.91 (br m, 2H), 4.03-4.35 (m, 2H), 5.94 (br s, 2H), 6.92-7.15 (br m, 1H), 7.11-7.16 (m, 4H), 7.21 (t, J=7.3 Hz, 1H), 7.42-7.52 (m, 4H), 7.63 (s, 1H), 7.71 (d, J=14.9 Hz, 1H), 8.13 (br s, 1H), 8.33 (s, 1H); MS (ESI(−)) m/e 469.3 (M−H)−.",mixture | 2-piperazinone | HOBT | N-methylmorpholine | EDCI | DMF | water | desired product
US20150094328A1,"To a mixture of 1H-pyrrolo[3,2-b]pyridine (Purchased from Combi Blocks Inc.), (5 g) and DMF (100 mL) stirred under nitrogen at room temperature was added potassium hydroxide (9.02 g) followed by iodine (12.89 g) and the resulting mixture was stirred at room temperature for 1 h 5 min., then poured onto a mixture of Na2S2O5.5H2O (4.25 g), water (635 mL), and 28-30% ammonium hydroxide (43 mL). The resultant mixture was cooled in an ice bath for 20 min, and the precipitate thus produced was filtered and washed with ice water then dried under vacuum to give the title compound (9.18 g).","1H-pyrrolo[3,2-b]pyridine | DMF | nitrogen | potassium hydroxide | iodine | Na2S2O5.5H2O | water | ammonium hydroxide | resultant mixture | ice | ice water | title compound"
US20100016367A1,"4-Picoline (2.5 g, 26.84 mmol) was dissolved in (12 ml) of dry THF and the solution was cooled to −78° C. with an acetone-dry ice bath, n-Butyllithium (12.35 ml, 30.87 mmol) was added slowly while keeping the internal ° T below −50° C. The reaction was allowed to warm up to room ° T. and then stirred at 40 to 45° C. for 2 h. THF (12 ml) was added to dissolve the 4-picolyllithium slurry to give a deep orange solution. The solution was cooled down to 0° C. and carefully added into the solution of 1-bromo-2-methylpropane (3.21 ml, 29.52 mmol) in THF (5.0 ml) at −78° C. During the addition, the ° T was kept below −65° C. The reaction was allowed to gradually warm up to room ° T and stirred overnight. The reaction was worked up by adding (1-1.5 ml) of H2O. The crude was passed through RSF (Rapid Silica Filtration), eluting with EtOAc (volume=6× size of column) and the solvent was evaporated by water aspirator. The residue was further purified by flash chromatography (Hex/EtOAc 1.5/1) and the combined fractions were concentrated by water aspirator to give the above compound as a light yellow liquid (3.92 g, 98%). 1H NMR (200 MHz, CDCl3): δ 8.46 (2H, d, J=6.5 Hz, CH (2,6)), 7.11 (2H, J=6.5 Hz, CH(3,5)), 2.60 (2H, t, J=7.6 Hz, CH2(1′)), 1.52 (1H, m, CH2(3′)), 1.24 (2H, m, CH2(2′)), 0.93 (6H, d, CH3(4′,5′)).",4-Picoline | THF | acetone-dry ice | n-Butyllithium | THF | 4-picolyllithium | 1-bromo-2-methylpropane | THF | H2O | RSF | EtOAc | water | EtOAc | water | compound
US08129377B2,"A suspension of 6-(3-fluoropyridin-4-yl)-3-methyl-2-(morpholin-4-yl)-3H-pyrimidin-4-one (0.60 g, 2.07 mmol), and 2-(4-fluorophenyl)ethylamine (2.9 g, 20.8 mmol) was heated at 120° C. for 8 hours. The resulting suspension was partitioned between chloroform and brine and the aqueous layer was extracted with chloroform. The combined organic layer was washed with brine, dried over magnesium sulfate, and concentrated in vacuo. The residue was purified by silica gel chromatography eluting 5-10% methanol in chloroform to furnish a colorless oil. The methanol (10 ml) solution of resulting oil was treated with 4N hydrochloric acid (5 ml). The residue obtained by evaporation was washed by ethyl acetate to furnish 6-(3-(2-(4-fluorophenyl)ethylamino)pyridin-4-yl)-3-methyl-2-(morpholin-4-yl)-3H-pyrimidin-4-one hydrochloride (0.45 g, 1.01 mmol, 49%) as white crystals.",6-(3-fluoropyridin-4-yl)-3-methyl-2-(morpholin-4-yl)-3H-pyrimidin-4-one | 2-(4-fluorophenyl)ethylamine | chloroform | brine | chloroform | brine | magnesium sulfate | silica gel | methanol | chloroform | methanol | hydrochloric acid | ethyl acetate | 6-(3-(2-(4-fluorophenyl)ethylamino)pyridin-4-yl)-3-methyl-2-(morpholin-4-yl)-3H-pyrimidin-4-one hydrochloride
US06310080B1,"A solution of 2-carbomethoxyamino-benzimidazole (5.0 g, 0.026 mole) in chlorosulfonic acid (35.00 mL) was stirred at 0° C. for 30 minutes and at room temperature for 3 hours. The resulting dark colored reaction mixture was poured into an ice-water mixture (200 mL), and stirred at room temperature for 30 minutes. The resulting precipitate was filtered and washed with cold water (500 mL). The solid was dried overnight under high vacuum in a desiccator over NaOH pellets to give 5-chlorosulfonyl-2-carbomethoxyamino-benzimidazole (5.9 g, 78%) as a gray powder. 1H NMR (DMSO-d6) d: 3.89 (s, 3H), 7.55 (d, J=8.4 Hz, 1H), 7.65 (d, J=8.4 Hz, 1H), 7.88 (s, 1H). (German Patent DE 3826036).",2-carbomethoxyamino-benzimidazole | chlorosulfonic acid | ice-water | water | NaOH | 5-chlorosulfonyl-2-carbomethoxyamino-benzimidazole
US20100113774A1,"A 25 ml round bottomed flask is charged with (2,4-dioxo-1,4-dihydro-2H-pyrido[3,4-d]pyrimidin-3-yl)-acetic acid tert-butyl ester (23.9 mg, 0.086 mmol), 2-bromo-N-(5-chloro-2,4-dimethoxy-phenyl)-acetamide (30.5 mg, 0.095 mmol) and Cs2CO3 (84.6 mg, 0.172 mmol). The mixture is treated with DMF (2 ml) and the solution stirred at RT overnight. Water is added to the mixture giving rise to a solid. This is filtered, dried, and purified via flash column chromatography, eluting with iso-hexane:EtOAc to give the title compound","(2,4-dioxo-1,4-dihydro-2H-pyrido[3,4-d]pyrimidin-3-yl)-acetic acid tert-butyl ester | 2-bromo-N-(5-chloro-2,4-dimethoxy-phenyl)-acetamide | Cs2CO3 | DMF | Water | iso-hexane | EtOAc | title compound"
US06664265B2,"A solution of tert-butyl 2-[2-(2-methyl-5-oxido-1H-imidazo[4,5-c]quinolin-1-yl)ethoxy]ethylcarbamate (11.21 g, 29.0 mmol) in 75 mL of CH2Cl2 was treated with 75 mL of concentrated NH4OH solution. The mixture was chilled in an ice water bath. To the rapidly stirred mixture was added solid p-toluenesulfonyl chloride (5.53 g, 29.0 mmol) over a 10 min period. The reaction mixture was then warmed to room temperature and treated with 75 mL of CH2Cl2 and 75 mL of water. The organic portion was then washed with 1% Na2CO3 solution (3×) and brine. The organic portion was dried over Na2SO4 and concentrated and triturated in ether to yield 7.13 g of tert-butyl 2-[2-(4-amino-2-methyl-1H-imidazo[4,5-c]quinolin-1-yl)ethoxy]ethylcarbamate as a light green solid.","tert-butyl 2-[2-(2-methyl-5-oxido-1H-imidazo[4,5-c]quinolin-1-yl)ethoxy]ethylcarbamate | CH2Cl2 | NH4OH | ice water | water | p-toluenesulfonyl chloride | CH2Cl2 | Na2CO3 | brine | Na2SO4 | ether | tert-butyl 2-[2-(4-amino-2-methyl-1H-imidazo[4,5-c]quinolin-1-yl)ethoxy]ethylcarbamate"
US07608592B2,"Solid pyrazole (3.2 g, 47.36 mmol, 3.0 equiv.) was heated and melted at 80° C. Then solid 2,4-Dichloro-7-methoxy-quinoline (3.6 g, 15.78 mmol, 1.0 equiv.) was added and the mixture was then heated to 115° C. fo 3 h. Then the mixture was cooled to rt and purified by flash chromatography (20% ethyl acetate/hexane) to give 4-Chloro-7-methoxy-2-pyrazol-1-yl-quinoline (2.3 g, 8.88 mmol, 56% yield) as white solid. 1H NMR (CDCl3): 8.77 (d, 1 H, J=2.8 Hz); 8.18 (s, 1H); 8.10 (d, 1 H, J=9.2 Hz); 7.79 (s, 1H); 7.38 (d, 1 H, J=2.8 Hz); 7.23 (dd, 1 H, J=2.0, 8.8 Hz); 6.53-6.52 (m, 1H); 3.98 (s, 3H). MS m/z 260 (M++H).","pyrazole | 2,4-Dichloro-7-methoxy-quinoline | ethyl acetate/hexane | 4-Chloro-7-methoxy-2-pyrazol-1-yl-quinoline"
US06982348B2,"To a solution of 2,2,3,3-tetrafluoro-1-(3-methylphenyl)propane-1-one (9.11 g, 41.4 mmol) in methanol (50 ml) was added sodium borohydride (0.76 g, 20 mmol) by small portions under ice-cooling and the mixture was stirred at room temperature for 1 hr. The reaction solution was diluted with water, and extracted twice with ethyl acetate. The recovered organic layer was dried over anhydrous sodium sulfate and the solvent was evaporated under reduced pressure. The residue was purified by silica gel column chromatography (hexane/ethyl acetate=9/1-3/1) to give the objective substance.","2,2,3,3-tetrafluoro-1-(3-methylphenyl)propane-1-one | methanol | sodium borohydride | ice | water | ethyl acetate | sodium sulfate | silica gel | hexane/ethyl acetate"
US04886822,"990 mg of the resulting nitro compound was dissolved in 60 ml of ethyl acetate, and 0.3 g of 10% palladium-carbon was added. The nitro compounds was thus catalytically reduced with stirring at 50° C. The catalyst was removed in a customary manner, and the resulting yellow crystals were recrystallized from methylene chloride-ether to give 723 mg (yield 81%) of methyl 5-(3-amino-4-methoxyphenyl)nicotinate as pale yellow needles having a melting point of 98° to 99° C.",nitro | ethyl acetate | palladium-carbon | nitro | methylene chloride-ether | methyl 5-(3-amino-4-methoxyphenyl)nicotinate
US07622501B2,"To a solution of 2.5 g of 2,3-bis(nitrooxy)propyl acetate in 25 mL of ethanol at 0. ° C. was added 469 mg of crushed NaOH powder. The reaction was stirred at 0° C. for 15 min upon which a cloudy suspension had formed. The resulting mixture was then poured onto ice cold 5% HCl and then extracted 3× with ether. The organics were combined and evaporated to remove most of the ethanol. The oil was then redissolved in ether, dried (Na2SO4), filtered and concentrated in vacuo to give a pale yellow oil which was used immediately without further purification. 1H NMR (500 MHz, acetone-d6): δ 5.59-5.52 (m, 1H), 5.05 (dd, 1H), 4.86 (dd, 1H), 4.60-4.50 (bs, OH), 3.95 (dd, 2H).","2,3-bis(nitrooxy)propyl acetate | ethanol | NaOH | ice | ether | ethanol | ether | Na2SO4"
US20060052371A1,"Acetaldehyde (90%) (10 mL) and sodium triacetoxyborohydride (7.71 g, 36.4 mmol) were added to an acetic acid solution (10 mL) of methyl 2-amino-4-cyanobenzoate (3.04 g, 17.3 mmol) under ice cooling. The mixture was stirred at the same temperature for an hour and at room temperature for 2 hours. Ice water was added to the reaction mixture, the mixture was neutralized with sodium hydrogencarbonate, followed by extraction with ethyl acetate. The combined organic layers were washed with water and then saturated brine, dried over sodium sulfate, filtered and concentrated under reduced pressure. The crystals obtained were washed with diisopropyl ether-hexane to give the title compound (800 mg, 23%). The residue was applied to silica gel column chromatography (hexane/ethyl acetate=50:1 and then 30:1). The crystals obtained were washed with hexane to give the title compound (920 mg, 26%).",Acetaldehyde | sodium triacetoxyborohydride | acetic acid | methyl 2-amino-4-cyanobenzoate | ice | Ice water | water | sodium hydrogencarbonate | ethyl acetate | brine | sodium sulfate | diisopropyl ether-hexane | title compound
USRE042376E1,"In the mamner of Example 103, 4-bromo-but-2-enoic acid[4-(3-chloro-4-fluoro-phenylamino)-3-cyano-7-methoxy-quinolin-6-yl]-amide and bis-(2-methoxy-ethyl)-amine was converted to 52.3 mg of the title compound as the bis-trifluoroacetate salt mass spectrum (electrospray, m/e): M+H 542.0.",4-bromo-but-2-enoic acid[4-(3-chloro-4-fluoro-phenylamino)-3-cyano-7-methoxy-quinolin-6-yl]-amide | bis-(2-methoxy-ethyl)-amine | title compound | bis-trifluoroacetate
US08778926B2,"The title compound is prepared from 4-[5-(4-methanesulfonyl-phenyl)-2,3-dihydro-benzofuran-2-yl]-piperidine-1-carbonitrile and N-hydroxy-cyclopropanecarboxamidine following a procedure analogous to that described in Example 2. LC (method 2): tR=1.08 min; Mass spectrum (ESI+): m/z=466 [M+H]+.","title compound | 4-[5-(4-methanesulfonyl-phenyl)-2,3-dihydro-benzofuran-2-yl]-piperidine-1-carbonitrile | N-hydroxy-cyclopropanecarboxamidine"
