input,output,bio_label
aSubstitution in brackets.,aSubstitution in brackets.,"['O', 'O', 'O']"
bAs determined by HPLC with isolated yields in parentheses.,bAs determined by HPLC with isolated yields in parentheses.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
cc = ees / ( ees + eep ).,cc = ees / ( ees + eep ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
dE = ln[(1 − c)(1 − eep ) ] / ln[(1 − c)(1 + eep)].19 Table 2.,dE = ln[(1 − c)(1 − eep ) ] / ln[(1 − c)(1 + eep)].19 Table 2.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Enzymatic Kinetic Resolution of Acetates 6a − d Using RML IM ( 1 : 1 w / w ) in the Presence of Water Using MTBE as Solvent at 30 ° C and 250 rpm after 52 h,Enzymatic Kinetic Resolution of Acetates 6a − d Using RML IM ( 1 : 1 w / w ) in the Presence of Water Using MTBE as Solvent at 30 ° C and 250 rpm after 52 h,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The last two entries ( f and g ) address the feasibility of applying this reaction sequence to complex natural product synthesis.,The last two entries ( f and g ) address the feasibility of applying this reaction sequence to complex natural product synthesis.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Bicyclization of the imide aniodiodonium salt derived from readily available tosylurea 4f leads to a tricyclic product 10 structurally related to the novel marine alkaloid agelastatin A.,Bicyclization of the imide aniodiodonium salt derived from readily available tosylurea 4f leads to a tricyclic product 10 structurally related to the novel marine alkaloid agelastatin A.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In addition , the acetal 4g can be processed similarly to the diene 11 which embodies three out of the four central rings of the cephalotaxine family of anticancer alkaloids.","In addition , the acetal 4g can be processed similarly to the diene 11 which embodies three out of the four central rings of the cephalotaxine family of anticancer alkaloids.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In summary , the tandem nucleophile additiodcarbene insertion sequence characteristic of alkynyliodonium salts can be extended to intramolecularly disposed nitrogen containing nucleophiles.","In summary , the tandem nucleophile additiodcarbene insertion sequence characteristic of alkynyliodonium salts can be extended to intramolecularly disposed nitrogen containing nucleophiles.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Base induced bicyclization of the alkynyliodoniudtosylamide substrates leads to a rapid increase in molecular complexity and provides efficient access to a variety of cyclopentylamine- containing alkaloid skeleta .,Base induced bicyclization of the alkynyliodoniudtosylamide substrates leads to a rapid increase in molecular complexity and provides efficient access to a variety of cyclopentylamine- containing alkaloid skeleta .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"To investigate the midstage steps of the biosynthesis of angucycline antibiotics , blocked mutant strains of the urdamycin producer S.","To investigate the midstage steps of the biosynthesis of angucycline antibiotics , blocked mutant strains of the urdamycin producer S.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
fradiae were ~ repared.,fradiae were ~ repared.,"['O', 'O', 'O', 'O']"
~ From these mutant strains five new metabolites including 104-2 ( 2 ) were isolated and identified.,~ From these mutant strains five new metabolites including 104-2 ( 2 ) were isolated and identified.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"To account for the production of 104-2 ( 2 ) , Rohr and co-workers postulated two shunt pathways.","To account for the production of 104-2 ( 2 ) , Rohr and co-workers postulated two shunt pathways.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The first proposal entailed direct C5 oxidation of urdamycinone B ( 1 ) to 104-2 ( 2 ) by an unspecific oxygenase.,The first proposal entailed direct C5 oxidation of urdamycinone B ( 1 ) to <Prod*104-2*Prod> ( <Prod*2*Prod> ) by an unspecific oxygenase.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O']"
The first proposal entailed direct C5 oxidation of urdamycinone B ( 1 ) to 104-2 ( 2 ) by an unspecific oxygenase.,The first proposal entailed direct C5 oxidation of urdamycinone B ( 1 ) to <Prod*104-2*Prod> ( <Prod*2*Prod> ) by an unspecific oxygenase.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O']"
The first proposal entailed direct C5 oxidation of urdamycinone B ( 1 ) to 104-2 ( 2 ) by an unspecific oxygenase.,The first proposal entailed direct C5 oxidation of urdamycinone B ( 1 ) to <Prod*104-2*Prod> ( <Prod*2*Prod> ) by an unspecific oxygenase.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O']"
"The second proposal , outlined below , proceeds via selective C5 hydroxylation of midstage intermediate 3 to produce a hypothetical ring B triol ( 4 ).","The second proposal , outlined below , proceeds via selective C5 hydroxylation of midstage intermediate 3 to produce a hypothetical ring B triol ( <Prod*4*Prod> ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O']"
"The second proposal , outlined below , proceeds via selective C5 hydroxylation of midstage intermediate 3 to produce a hypothetical ring B triol ( 4 ).","The second proposal , outlined below , proceeds via selective C5 hydroxylation of midstage intermediate 3 to produce a hypothetical ring B triol ( <Prod*4*Prod> ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O']"
"The second proposal , outlined below , proceeds via selective C5 hydroxylation of midstage intermediate 3 to produce a hypothetical ring B triol ( 4 ).","The second proposal , outlined below , proceeds via selective C5 hydroxylation of midstage intermediate 3 to produce a hypothetical ring B triol ( <Prod*4*Prod> ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O']"
Subsequent dehydration of 4 would then account for the production of 5.,Subsequent dehydration of 4 would then account for the production of <Prod*5.*Prod>,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod']"
Subsequent dehydration of 4 would then account for the production of 5.,Subsequent dehydration of 4 would then account for the production of <Prod*5.*Prod>,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod']"
Subsequent dehydration of 4 would then account for the production of 5.,Subsequent dehydration of 4 would then account for the production of <Prod*5.*Prod>,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod']"
Herein we report a total synthesis of urda- mycinone B ( 1 ) and of the shunt metabolite 104-2 ( 2 ).,Herein we report a total synthesis of urda- mycinone B ( 1 ) and of the shunt metabolite 104-2 ( 2 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The latter is conceptually similar to the biosynthetic pathway outlined,The latter is conceptually similar to the biosynthetic pathway outlined,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"An extension of the amide protocol also showed promising results , ( Table 4 ).","An extension of the amide protocol also showed promising results , ( Table 4 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Carboxylic acids functionalized with cyclohexane , phenyl , and 4-CF3-phenyl were chosen to represent alkyl , aryl , and electron - withdrawing functionalities.","Carboxylic acids functionalized with cyclohexane , phenyl , and 4-CF3-phenyl were chosen to represent alkyl , aryl , and electron - withdrawing functionalities.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"These were matched with n-butylamine , piperidine , and aniline","These were matched with n-butylamine , piperidine , and aniline","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"aReaction conditions : 1a ( 0.5 mmol ) , 2a ( Br / Cl ) ( 0.8 mmol ) , Pd(OAc)2 ( 0.025 mmol ) , XPhos ( 0.05 mmol ) , and K2CO3 ( 1.0 mmol ) in DMF ( 2 mL ) stirred at 120 οC for 16 h.","aReaction conditions : 1a ( 0.5 mmol ) , 2a ( Br / Cl ) ( 0.8 mmol ) , Pd(OAc)2 ( 0.025 mmol ) , XPhos ( 0.05 mmol ) , and K2CO3 ( 1.0 mmol ) in DMF ( 2 mL ) stirred at 120 οC for 16 h.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
bIsolated yields of puriﬁed compounds.,bIsolated yields of puriﬁed compounds.,"['O', 'O', 'O', 'O', 'O']"
c3 equiv of K2CO3 used .,c3 equiv of K2CO3 used .,"['O', 'O', 'O', 'O', 'O', 'O']"
"Supplementary Material Available : Tables of experimental details , atomic parameters , and bond lengths and angles ( 3 pages ) ; tables of observed and calculated structure factors ( 4 pages ).","Supplementary Material Available : Tables of experimental details , atomic parameters , and bond lengths and angles ( 3 pages ) ; tables of observed and calculated structure factors ( 4 pages ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"This material is contained in many libraries on microfiche , immediately follows this article in the microfilm version of the joumal , can be ordered from the ACS , and can be downloaded from the Intemet ; see any current masthead page for ordering information and Intemet access instructions.","This material is contained in many libraries on microfiche , immediately follows this article in the microfilm version of the joumal , can be ordered from the ACS , and can be downloaded from the Intemet ; see any current masthead page for ordering information and Intemet access instructions.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JA950909V,JA950909V,['O']
rearranged products were observed.,rearranged products were observed.,"['O', 'O', 'O', 'O']"
"In view of the high reactivity of 3 toward free radicals , "" it is possible that 5 was formed by a free radical addition process.","In view of the high reactivity of 3 toward free radicals , "" it is possible that 5 was formed by a free radical addition process.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"However , it is more likely to be a cationic process for the following reasons.","However , it is more likely to be a cationic process for the following reasons.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The reactivity of 3 toward electrophiles is extraordinarily high , and a hypoiodite should be a good electrophile.","The reactivity of 3 toward electrophiles is extraordinarily high , and a hypoiodite should be a good electrophile.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"When the reaction of 2 with base was carried out in the presence of a good carbocation trap , azide ion,I4 I-azido-3-iodobicyclo[l.l .l]pentane became the major product.I5 These data strongly suggest that 4 can be an inter- mediate in the reaction and that it has a reasonable lifetime before rearranging.","When the reaction of 2 with base was carried out in the presence of a good carbocation trap , azide ion,I4 <Prod*I-azido-3-iodobicyclo[l.l .l]pentane*Prod> became the major product.I5 These data strongly suggest that 4 can be an inter- mediate in the reaction and that it has a reasonable lifetime before rearranging.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"When the reaction of 2 with base was carried out in the presence of a good carbocation trap , azide ion,I4 I-azido-3-iodobicyclo[l.l .l]pentane became the major product.I5 These data strongly suggest that 4 can be an inter- mediate in the reaction and that it has a reasonable lifetime before rearranging.","When the reaction of 2 with base was carried out in the presence of a good carbocation trap , azide ion,I4 <Prod*I-azido-3-iodobicyclo[l.l .l]pentane*Prod> became the major product.I5 These data strongly suggest that 4 can be an inter- mediate in the reaction and that it has a reasonable lifetime before rearranging.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"When the reaction of 2 with base was carried out in the presence of a good carbocation trap , azide ion,I4 I-azido-3-iodobicyclo[l.l .l]pentane became the major product.I5 These data strongly suggest that 4 can be an inter- mediate in the reaction and that it has a reasonable lifetime before rearranging.","When the reaction of 2 with base was carried out in the presence of a good carbocation trap , azide ion,I4 <Prod*I-azido-3-iodobicyclo[l.l .l]pentane*Prod> became the major product.I5 These data strongly suggest that 4 can be an inter- mediate in the reaction and that it has a reasonable lifetime before rearranging.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The increased lifetime as compared to that of the parent cation would presumably result from the iodine substituent , which would destabilize the rearranged cation.","The increased lifetime as compared to that of the parent cation would presumably result from the iodine substituent , which would destabilize the rearranged cation.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Another significant observation is that the reaction of the diiodide , 2 , with bromine in CCI4 gave 3-bromo-l-iodobicyclo[ I.l.l]pentane ( 30 % ) along with some rearranged products whereas 1,4-diiodobicyclo- [ 2.1.","Another significant observation is that the reaction of the diiodide , 2 , with bromine in CCI4 gave <Prod*3-bromo-l-iodobicyclo[ I.l.l]pentane*Prod> ( 30 % ) along with some rearranged products whereas 1,4-diiodobicyclo- [ 2.1.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Another significant observation is that the reaction of the diiodide , 2 , with bromine in CCI4 gave 3-bromo-l-iodobicyclo[ I.l.l]pentane ( 30 % ) along with some rearranged products whereas 1,4-diiodobicyclo- [ 2.1.","Another significant observation is that the reaction of the diiodide , 2 , with bromine in CCI4 gave <Prod*3-bromo-l-iodobicyclo[ I.l.l]pentane*Prod> ( 30 % ) along with some rearranged products whereas 1,4-diiodobicyclo- [ 2.1.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Another significant observation is that the reaction of the diiodide , 2 , with bromine in CCI4 gave 3-bromo-l-iodobicyclo[ I.l.l]pentane ( 30 % ) along with some rearranged products whereas 1,4-diiodobicyclo- [ 2.1.","Another significant observation is that the reaction of the diiodide , 2 , with bromine in CCI4 gave <Prod*3-bromo-l-iodobicyclo[ I.l.l]pentane*Prod> ( 30 % ) along with some rearranged products whereas 1,4-diiodobicyclo- [ 2.1.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"I ] hexane reacted with bromine to form only rearranged products,I6 presumably via a cationic process .","I ] hexane reacted with bromine to form only rearranged products,I6 presumably via a cationic process .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"( 1 6 ) A suitable crystal was obtained from CH,Clz / acetone ( 1 : l ) and found to have mp 165-175 ( softens at 160 ) OC.","( 1 6 ) A suitable crystal was obtained from CH,Clz / acetone ( 1 : l ) and found to have mp 165-175 ( softens at 160 ) OC.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Crystal data : C4H,NloOUNazNi , FW = 1294.32 , space group f4 , / u , u = b = 22.780 ( 2 ) A , c = 46.284 ( 4 ) 1 , 16 molecules / unit cell ; Mo Ka [ p(calcd) = 7.26 cm-I ] , R = 4.4 % for 2312 unique reflections with f > 240 ( of 6163 unique data ) measured by an Enraf - Nonius CAD4 X-ray spectrometer by 0-20 scans , 2' < 0 < 20'.","Crystal data : C4H,NloOUNazNi , FW = 1294.32 , space group f4 , / u , u = b = 22.780 ( 2 ) A , c = 46.284 ( 4 ) 1 , 16 molecules / unit cell ; Mo Ka [ p(calcd) = 7.26 cm-I ] , R = 4.4 % for 2312 unique reflections with f > 240 ( of 6163 unique data ) measured by an Enraf - Nonius CAD4 X-ray spectrometer by 0-20 scans , 2' < 0 < 20'.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Final weighted R ( R , ) = 4.9 % .","Final weighted R ( R , ) = 4.9 % .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"These reaction conditions were applied to the synthesis of aromatic sulfoximines 30 and 31 ( Table 2 , entries 1 and 2 ) , containing , respectively , an electron - withdrawing and a halide group.","These reaction conditions were applied to the synthesis of aromatic sulfoximines 30 and 31 ( Table 2 , entries 1 and 2 ) , containing , respectively , an electron - withdrawing and a halide group.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Aliphatic sulfoximine 32 was also produced in high yield and diastereoselectivity ( entry 3 ).,Aliphatic sulfoximine 32 was also produced in high yield and diastereoselectivity ( entry 3 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Methionine sulfoximine was the very ﬁrst isolated and fully characterized sulfoximine.28 Several biological studies have established the physiological properties of methionine sulfoximine.4e The oxidation of methonine - derived sulﬁlimine 28 aﬀorded the corresponding protected sulfoximine 33 in high yield and as a single diastereomer ( Scheme 4 ).,Methionine sulfoximine was the very ﬁrst isolated and fully characterized sulfoximine.28 Several biological studies have established the physiological properties of methionine sulfoximine.4e The oxidation of methonine - derived sulﬁlimine 28 aﬀorded the corresponding protected sulfoximine <Prod*33*Prod> in high yield and as a single diastereomer ( Scheme 4 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Methionine sulfoximine was the very ﬁrst isolated and fully characterized sulfoximine.28 Several biological studies have established the physiological properties of methionine sulfoximine.4e The oxidation of methonine - derived sulﬁlimine 28 aﬀorded the corresponding protected sulfoximine 33 in high yield and as a single diastereomer ( Scheme 4 ).,Methionine sulfoximine was the very ﬁrst isolated and fully characterized sulfoximine.28 Several biological studies have established the physiological properties of methionine sulfoximine.4e The oxidation of methonine - derived sulﬁlimine 28 aﬀorded the corresponding protected sulfoximine <Prod*33*Prod> in high yield and as a single diastereomer ( Scheme 4 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Methionine sulfoximine was the very ﬁrst isolated and fully characterized sulfoximine.28 Several biological studies have established the physiological properties of methionine sulfoximine.4e The oxidation of methonine - derived sulﬁlimine 28 aﬀorded the corresponding protected sulfoximine 33 in high yield and as a single diastereomer ( Scheme 4 ).,Methionine sulfoximine was the very ﬁrst isolated and fully characterized sulfoximine.28 Several biological studies have established the physiological properties of methionine sulfoximine.4e The oxidation of methonine - derived sulﬁlimine 28 aﬀorded the corresponding protected sulfoximine <Prod*33*Prod> in high yield and as a single diastereomer ( Scheme 4 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Orthogonal cleavage of the phenyl- Troc protecting group ( (O)COCH(Ph)CCl3 ) was achieved with zinc in acetic acid , producing methionine NH - sulfoximine 34 in a good yield as a single diastereomer.","Orthogonal cleavage of the phenyl- Troc protecting group ( (O)COCH(Ph)CCl3 ) was achieved with zinc in acetic acid , producing <Prod*methionine NH - sulfoximine*Prod> <Prod*34*Prod> in a good yield as a single diastereomer.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Orthogonal cleavage of the phenyl- Troc protecting group ( (O)COCH(Ph)CCl3 ) was achieved with zinc in acetic acid , producing methionine NH - sulfoximine 34 in a good yield as a single diastereomer.","Orthogonal cleavage of the phenyl- Troc protecting group ( (O)COCH(Ph)CCl3 ) was achieved with zinc in acetic acid , producing <Prod*methionine NH - sulfoximine*Prod> <Prod*34*Prod> in a good yield as a single diastereomer.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Orthogonal cleavage of the phenyl- Troc protecting group ( (O)COCH(Ph)CCl3 ) was achieved with zinc in acetic acid , producing methionine NH - sulfoximine 34 in a good yield as a single diastereomer.","Orthogonal cleavage of the phenyl- Troc protecting group ( (O)COCH(Ph)CCl3 ) was achieved with zinc in acetic acid , producing <Prod*methionine NH - sulfoximine*Prod> <Prod*34*Prod> in a good yield as a single diastereomer.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
These deprotection reaction conditions are also compatible with other sulfoximine substrates.22,These deprotection reaction conditions are also compatible with other sulfoximine substrates.22,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"drazine relative conformational energies correctly , "" and we need electronic as well as steric information for electron - transfer studies on these molecules.","drazine relative conformational energies correctly , "" and we need electronic as well as steric information for electron - transfer studies on these molecules.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
