file_name,Paragraph,IUPAC,smiles,1H NMR text,13C NMR text,1H NMR conditions,1H NMR data,13C NMR conditions,13C NMR data
PMC6268879," 2-Benzyhydrylsulfanyl-N-decylacetamide (12b). White solid. mp 90.1 °C; Rf = 0.4 (ethyl acetate/n-hexane = 1:1, v/v); IR max (CHCl3, KBr): 3027, 2960, 2925, 1733, 1493, 1451, 1269, 1137, 1051, 1029, 750 cm−1; 1H-NMR (CDCl3): 7.50–7.31 (m, 10H), 7.07 (s, 1H), 5.19 (s, 1H), 3.45–3.39 (d, J = 4.9 Hz, 1H), 3.31–3.22 (q, J = 4.3 Hz, 2H), 3.15–3.09 (d, J = 4.3 Hz, 1H), 1.26 (brs, 16H), 0.90–0.85 (t, J = 3.5 Hz, 3H); 13C-NMR (CDCl3): δ 164.2, 134.9, 134.3, 129.7, 129.1, 128.8, 71.6, 52.5, 40.1, 32.1, 31.1, 29.7, 29.6, 27.1, 20.6, 14.3; LC-MS (ESI+) m/z 436 - [M+Na]. ",2-Benzyhydrylsulfanyl-N-decylacetamide,O=C(NCCCCCCCCCC)CSC(C1=CC=CC=C1)C2=CC=CC=C2,"1H-NMR (CDCl3): 7.50–7.31 (m, 10H), 7.07 (s, 1H), 5.19 (s, 1H), 3.45–3.39 (d, J = 4.9 Hz, 1H), 3.31–3.22 (q, J = 4.3 Hz, 2H), 3.15–3.09 (d, J = 4.3 Hz, 1H), 1.26 (brs, 16H), 0.90–0.85 (t, J = 3.5 Hz, 3H)","13C-NMR (CDCl3): δ 164.2, 134.9, 134.3, 129.7, 129.1, 128.8, 71.6, 52.5, 40.1, 32.1, 31.1, 29.7, 29.6, 27.1, 20.6, 14.3",CDCl3,"7.50–7.31, 7.07, 5.19, 3.45–3.39, 3.31–3.22, 3.15–3.09, 1.26, 0.90–0.85",CDCl3,"164.2, 134.9, 134.3, 129.7, 129.1, 128.8, 71.6, 52.5, 40.1, 32.1, 31.1, 29.7, 29.6, 27.1, 20.6, 14.3"
PMC10142175,"3.2.1. 4-(2-((2-((4-Chlorobenzyl)thio)Pyrimidin-4-yl)oxy)Ethoxy)-2H-Chromen-2-One (PC-09) (5a) White solid; MP: 128–130 °C; (153 mg) 88% yield; 1H NMR (400 MHz, CDCl3): δ 8.27 (d, J = 5.6 Hz, 1H), 7.75 (dd, J = 8.0, 1.2 Hz, 1H), 7.61–7.47 (m, 1H), 7.36 (d, J = 8.4 Hz, 2H), 7.31 (d, J = 8.4 Hz, 1H), 7.32–7.16 (m, 3H), 6.46 (d, J = 5.6 Hz, 1H), 5.69 (s, 1H), 4.79 (t, J = 4.4 Hz, 2H), 4.41 (t, J = 4.4 Hz, 2H), 4.36 (s, 2H); 13C NMR (100 MHz, CDCl3): δ 171.0, 168.3, 165.4, 162.7, 157.8, 153.5, 136.3, 133.1, 132.7, 130.3 (×2), 128.8 (×2), 124.1, 123.2, 116.9, 115.5, 104.4, 91.0, 67.3, 63.6, 34.7; LCMS (ESI): m/z calculated for C22H17ClN2O4S: 440.8994, found = 441.0851 [M + H]+ [35Cl], 443.0818 [M + 2H]+ [37Cl]. ",4-(2-((2-((4-Chlorobenzyl)thio)Pyrimidin-4-yl)oxy)Ethoxy)-2H-Chromen-2-One,O=C1C=C(OCCOC2=NC(SCC3=CC=C(Cl)C=C3)=NC=C2)C4=C(O1)C=CC=C4,"1H NMR (400 MHz, CDCl3): δ 8.27 (d, J = 5.6 Hz, 1H), 7.75 (dd, J = 8.0, 1.2 Hz, 1H), 7.61–7.47 (m, 1H), 7.36 (d, J = 8.4 Hz, 2H), 7.31 (d, J = 8.4 Hz, 1H), 7.32–7.16 (m, 3H), 6.46 (d, J = 5.6 Hz, 1H), 5.69 (s, 1H), 4.79 (t, J = 4.4 Hz, 2H), 4.41 (t, J = 4.4 Hz, 2H), 4.36 (s, 2H)","13C NMR (100 MHz, CDCl3): δ 171.0, 168.3, 165.4, 162.7, 157.8, 153.5, 136.3, 133.1, 132.7, 130.3 (×2), 128.8 (×2), 124.1, 123.2, 116.9, 115.5, 104.4, 91.0, 67.3, 63.6, 34.7","400 MHz, CDCl3","8.27, 7.75, 7.61–7.47, 7.36, 7.31, 7.32–7.16, 6.46, 5.69, 4.79, 4.41, 4.36","100 MHz, CDCl3","171.0, 168.3, 165.4, 162.7, 157.8, 153.5, 136.3, 133.1, 132.7, 130.3, 128.8, 124.1, 123.2, 116.9, 115.5, 104.4, 91.0, 67.3, 63.6, 34.7"
PMC10107124," (S)‐5‐Hydroxy‐6,6‐dimethyl‐5,6‐dihydro‐2H‐pyran‐2‐one (3 a): 1 a (10 mg, 79.3 μmol) was dissolved in 1 mL of potassium phosphate buffer (0.1 m, pH 7.0) containing fresh recombinant E. coli cells (pRFDuet‐Re‐SMO/pET15b‐LK; 1.0 g) and isopropanol (20 μL) The mixture was incubated at 30 °C with shaking at 200 rpm for 20 h. The reaction was terminated by extraction with ethyl acetate. The combined organic layer was dried over anhydrous Na2SO4 and concentrated under reduced pressure. The residue was purified by column chromatography (SiO2, hexane/ethyl acetate, 1 : 1) yielding (S)‐3 a (10.3 mg, 72.4 μmol, 91 %, 99 % ee) as colorless oil. R f=0.34 (hexane/ethyl acetate 1 : 1). 1H NMR (400 MHz, CDCl3): δ=6.81 (dd, J=9.8 Hz, J=4.0 Hz, 1H), 6.05 (dd, J=9.8 Hz, J=1.3 Hz, 1H), 4.20 (s, 1H), 2.15 (br, 1H), 1.46 ppm (s, 6H). 13C NMR (100 MHz, CDCl3): δ=162.9, 145.4, 121.6, 83.4, 68.6, 26.4, 21.8 ppm. HPLC (Chiralpak AS, hexane/isopropanol 9 : 1, 0.8 mL min−1, 210 nm): t R [(S)‐2 f]=34.2 min, t R [(R)‐2 f]=37.5 min (e.r.>99 : 1).  Conflict of interest ","(S)‐5‐Hydroxy‐6,6‐dimethyl‐5,6‐dihydro‐2H‐pyran‐2‐one",O=C1C=CC(O)C(C)(C)O1,"1H NMR (400 MHz, CDCl3): δ=6.81 (dd, J=9.8 Hz, J=4.0 Hz, 1H), 6.05 (dd, J=9.8 Hz, J=1.3 Hz, 1H), 4.20 (s, 1H), 2.15 (br, 1H), 1.46 ppm (s, 6H)","13C NMR (100 MHz, CDCl3): δ=162.9, 145.4, 121.6, 83.4, 68.6, 26.4, 21.8 ppm","400 MHz, CDCl3","6.81, 6.05, 4.20, 2.15, 1.46","100 MHz, CDCl3","162.9, 145.4, 121.6, 83.4, 68.6, 26.4, 21.8"
PMC6222482,"3.2.1. (1,3-Dibenzyl-4,5-diphenylimidazol-2-ylidene)gold(I) Chloride (1) Prepared according to literature method [3]. 1H-NMR (300 MHz, CDCl3, δ ppm): 7.30 (t, J = 7.4 Hz, 2H, CHbenzyl), 7.25–7.16 (m, 10H, CHbenzyl + CHphenyl), 7.06–6.92 (m, 8H, CHphenyl), 5.44 (s, 4H, CH2). 13C-NMR (101 MHz, CDCl3, δ ppm): 171.6 (NCN), 135.8, 132.2, 130.9, 129.5, 128.8, 128.7, 128.2, 127.6, 127.4 (CHimidazol + CHphenyl + CHbenzyl), 53.2 (CH2). ","(1,3-Dibenzyl-4,5-diphenylimidazol-2-ylidene)gold(I) Chloride",[Au-]=C1N(CC2=CC=CC=C2)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N1CC5=CC=CC=C5.[Cl-],"1H-NMR (300 MHz, CDCl3, δ ppm): 7.30 (t, J = 7.4 Hz, 2H, CHbenzyl), 7.25–7.16 (m, 10H, CHbenzyl + CHphenyl), 7.06–6.92 (m, 8H, CHphenyl), 5.44 (s, 4H, CH2)","13C-NMR (101 MHz, CDCl3, δ ppm): 171.6 (NCN), 135.8, 132.2, 130.9, 129.5, 128.8, 128.7, 128.2, 127.6, 127.4 (CHimidazol + CHphenyl + CHbenzyl), 53.2 (CH2)","300 MHz, CDCl3, δ ppm","7.30, 7.25–7.16, 7.06–6.92, 5.44","101 MHz, CDCl3, δ ppm","171.6, 135.8, 132.2, 130.9, 129.5, 128.8, 128.7, 128.2, 127.6, 127.4, 53.2"
PMC10253445,"4.3.9. Diisopropyl 2,6-Dimethyl-4-(4-(methylsulfonamido)phenyl)-1,4-dihydropyridine-3,5-dicarboxylate (4i) Yield: 60%. 1H NMR (400 MHz, DMSOd6): δ 9.52 (s, 1H, NH), 8.72 (s, 1H, NH), 7.1 (d, J = 8.6 Hz, 2H), 7.04 (d, J = 8.6Hz, 2H), 4.82 (m,2H), 4.78 (s,1H), 2.91 (s,3H), 2.24 (s,6H), 1.21–1.15 (d, J = 6.2 Hz, 6H), 1.05 (d, J = 6.2 Hz, 6H). 13C NMR (100 MHz, DMSOd6): δ 166.94, 145.49, 144.76, 143.76, 136.44, 128.83, 120.31, 102.53, 66.51, 38.93, 22.34, 22.08, 18.69. Anal. Calcd. for C22H30N2O6S: C, 58.65; H, 6.71; N, 6.22. Found: C, 58.62; H, 6.70; N, 6.24.  4.4. Biological Evaluation ","Diisopropyl 2,6-Dimethyl-4-(4-(methylsulfonamido)phenyl)-1,4-dihydropyridine-3,5-dicarboxylate",O=C(C1=C(C)NC(C)=C(C(OC(C)C)=O)C1C2=CC=C(NS(=O)(C)=O)C=C2)OC(C)C,"1H NMR (400 MHz, DMSOd6): δ 9.52 (s, 1H, NH), 8.72 (s, 1H, NH), 7.1 (d, J = 8.6 Hz, 2H), 7.04 (d, J = 8.6Hz, 2H), 4.82 (m,2H), 4.78 (s,1H), 2.91 (s,3H), 2.24 (s,6H), 1.21–1.15 (d, J = 6.2 Hz, 6H), 1.05 (d, J = 6.2 Hz, 6H)","13C NMR (100 MHz, DMSOd6): δ 166.94, 145.49, 144.76, 143.76, 136.44, 128.83, 120.31, 102.53, 66.51, 38.93, 22.34, 22.08, 18.69","400 MHz, DMSOd6","9.52, 8.72, 7.1, 7.04, 4.82, 4.78, 2.91, 2.24, 1.21–1.15, 1.05","100 MHz, DMSOd6","166.94, 145.49, 144.76, 143.76, 136.44, 128.83, 120.31, 102.53, 66.51, 38.93, 22.34, 22.08, 18.69"
PMC10095708," Ethyl 2-(2-methoxy-3,4-dimethyl-9-oxoacridin-10 (9H)-yl)acetate (10): To a solution of 4-methoxy-2,3-dimethylaniline (6) (0.97 g, 6.4 mmol) and 2-bromo-benzoic acid (7) (1.29 g, 6.4 mmol) in DMF (6 mL) at room temperature, we subsequently added powdered Cu (0.05 g), Cu2O (0.05 g) and K2CO3 (0.71 g, 5.1 mmol). The reaction mixture was heated at 110 °C for 12 h. Upon removal of the solvents under a vacuum, the residue was dissolved in 1 N NaOH solution (25 mL). The crude product was obtained by precipitation upon acidification of the filtrate with conc. HCl. After drying, the crude product was added to Eaton’s reagent (5 mL) at room temperature, then the mixture was heated to 90 °C for 1 h. The cooled reaction mixture was dropped into saturated aqueous NaHCO3 solution. The precipitate was filtered to collect the rough product. Purification of the residue by silicagel column chromatography provided 9, a pale yellow solid (0.61 g, 37.7% yield). A solution of NaH (1.43 mmol) and 9 (0.33 g, 1.3 mmol) in DMF (5 mL) at room temperature was stirred for 1 h and then cooled to 5–7 °C. The ethyl bromoacetate (0.43 g, 2.6 mmol) was added to the resulting mixture and continuously stirred at room temperature for 20 h. After completion of the reaction (TLC), the reaction mixture was poured into ice water (15 mL). The resulting precipitates were filtered off, dried, and then extracted with chloroform. Evaporation of the solvent gave a crude ester which was purified by recrystallization to provide 10, a yellow solid (0.33 g, 76% yield). 1H NMR (400 MHz, DMSO-D6) δ 8.30 (d, J = 8.4 Hz, 1H), 8.08 (d, J = 8.6 Hz, 1H), 7.75–7.67 (m, 1H), 7.57–7.50 (m, 1H), 7.48 (s, 1H), 5.02 (s, 2H), 4.22 (q, J = 7.1 Hz, 2H), 3.96 (s, 3H), 2.77 (s, 3H), 2.34 (s, 3H), 1.21 (t, J = 7.1 Hz, 3H). 13C NMR (101 MHz, DMSO-D6) δ (ppm): 169.25, 157.87, 155.96, 147.46, 146.72, 135.46, 132.15, 130.17, 129.51, 125.88, 122.48, 119.80, 119.46, 95.26, 72.06, 61.28, 56.06, 14.59, 14.34, 13.77. HRMS (ESI) m/z [M+H]+ calculated for C20H21NO4: 339.3910 found: 340.1546. ","Ethyl 2-(2-methoxy-3,4-dimethyl-9-oxoacridin-10-yl)acetate",O=C(OCC)CN(C1=C2C=CC=C1)C3=C(C)C(C)=C(OC)C=C3C2=O,"1H NMR (400 MHz, DMSO-D6) δ 8.30 (d, J = 8.4 Hz, 1H), 8.08 (d, J = 8.6 Hz, 1H), 7.75–7.67 (m, 1H), 7.57–7.50 (m, 1H), 7.48 (s, 1H), 5.02 (s, 2H), 4.22 (q, J = 7.1 Hz, 2H), 3.96 (s, 3H), 2.77 (s, 3H), 2.34 (s, 3H), 1.21 (t, J = 7.1 Hz, 3H)","13C NMR (101 MHz, DMSO-D6) δ (ppm): 169.25, 157.87, 155.96, 147.46, 146.72, 135.46, 132.15, 130.17, 129.51, 125.88, 122.48, 119.80, 119.46, 95.26, 72.06, 61.28, 56.06, 14.59, 14.34, 13.77","400 MHz, DMSO-D6","8.30, 8.08, 7.75–7.67, 7.57–7.50, 7.48, 5.02, 4.22, 3.96, 2.77, 2.34, 1.21","101 MHz, DMSO-D6","169.25, 157.87, 155.96, 147.46, 146.72, 135.46, 132.15, 130.17, 129.51, 125.88, 122.48, 119.80, 119.46, 95.26, 72.06, 61.28, 56.06, 14.59, 14.34, 13.77"
PMC10220783,"Where InPhIm is 3-((2-phenyl-2,5-dihydro-1H-imidazol-1-yl)methyl)-1H-indole Light-brown crystals (133 mg, 50%); m.p. 189–191 °C; 1H NMR (400 MHz, DMSO-d6) δ 11.13 (s, 1H), 7.62 (dd, J = 6.9, 2.1 Hz, 2H), 7.55–7.40 (m, 3H), 7.36 (dt, J = 8.3, 1.0 Hz, 2H), 7.21–7.03 (m, 4H), 6.93 (ddd, J = 8.0, 7.0, 1.0 Hz, 1H), 5.35 (s, 2H); 13C NMR (101 MHz, DMSO-d6): δ 146.99, 136.14, 129.63, 129.55 (2×), 128.51 (3×), 126.68, 125.71, 124.93, 121.75, 121.57, 119.11, 117.79, 111.77, 109.43, 42.58; IR (KBr): 3750–3000, 1620, 1428, 1358, 1233, 747 cm−1; ESI–MS [ES]+: 274 [M]+, 547 [2M]+, 649 [2M-ZnCl]+; Analysis calculated for C36H30Cl2N6Zn (MW = 682.96): C 63.31, H 4.43 and N 12.31; found: C 63.68, H 4.24 and N 12.46%.  [Zn2(InBzIm)2Cl2] (6) ","3-((2-phenyl-2,5-dihydro-1H-imidazol-1-yl)methyl)-1H-indole",C1(CN2CC=NC2C3=CC=CC=C3)=CNC4=C1C=CC=C4,"1H NMR (400 MHz, DMSO-d6) δ 11.13 (s, 1H), 7.62 (dd, J = 6.9, 2.1 Hz, 2H), 7.55–7.40 (m, 3H), 7.36 (dt, J = 8.3, 1.0 Hz, 2H), 7.21–7.03 (m, 4H), 6.93 (ddd, J = 8.0, 7.0, 1.0 Hz, 1H), 5.35 (s, 2H)","13C NMR (101 MHz, DMSO-d6): δ 146.99, 136.14, 129.63, 129.55 (2×), 128.51 (3×), 126.68, 125.71, 124.93, 121.75, 121.57, 119.11, 117.79, 111.77, 109.43, 42.58","400 MHz, DMSO-d6","11.13, 7.62, 7.55–7.40, 7.36, 7.21–7.03, 6.93, 5.35","101 MHz, DMSO-d6","146.99, 136.14, 129.63, 129.55, 128.51, 126.68, 125.71, 124.93, 121.75, 121.57, 119.11, 117.79, 111.77, 109.43, 42.58"
PMC10055664," 5-Acetyl-9-fluoro-5,6-dihydrophenanthridin-1-yl pyridine-2-sulfonate (2h): The product was synthesized by general method C (eluent: EA:PE = 1:1, Rf = 0.26); 53.7 mg, 69% yield; white solid; m. p. = 151–152 °C; 1H NMR (400 MHz, CDCl3) δ 8.46 (d, J = 3.4 Hz, 1H), 7.87 (d, J = 7.8 Hz, 1H), 7.80–7.76 (m, 1H), 7.75–7.64 (m, 1H), 7.52–7.37 (m, 3H), 7.30 (s, 1H), 7.13 (dd, J = 8.0, 5.9 Hz, 1H), 6.90–6.86 (m, 1H), 4.58 (s, 2H), 2.14 (s, 3H); 13C NMR (100 MHz, CDCl3) δ 168.9, 161.6 (JC-F = 243.0 Hz), 153.2, 149.8, 146.7, 140.2, 137.9, 131.7, 129.7 (JC-F = 5.0 Hz), 128.7, 128.0, 126.9 (JC-F = 4.0 Hz), 123.7 (2C), 122.8, 122.0, 115.0 (JC-F = 16.2 Hz), 114.8 (JC-F = 13.3 Hz), 44.4, 22.0; IR (KBr): 3728, 2361, 2341, 1665, 1606, 1591, 1454, 1420, 1381, 1340, 1219, 1184, 814 cm−1; HRMS (ESI) m/z calculated for C20H15FN2O4SNa [M+Na]+: 421.0629; found 421.0620. ","5-Acetyl-9-fluoro-5,6-dihydrophenanthridin-1-yl pyridine-2-sulfonate",O=S(C1=NC=CC=C1)(OC2=C3C4=C(C=CC(F)=C4)CN(C(C)=O)C3=CC=C2)=O,"H NMR (400 MHz, CDCl3) δ 7.75 (dd, J = 8.6, 6.1 Hz, 2H), 7.45–7.14 (m, 6H), 4.90 (s, 2H), 2.14 (s, 3H)","13C NMR (100 MHz, CDCl3) δ 169.3, 137.8, 135.0, 131.6, 129.6, 127.9 (2C), 127.6, 126.2, 126.0, 124.5, 124.3, 123.2, 44.8, 22.0","400 MHz, CDCl3","8.46, 7.87, 7.80–7.76, 7.75–7.64, 7.52–7.37, 7.30, 7.13, 6.90–6.86, 4.58, 2.14","100 MHz, CDCl3","168.9, 161.6, 153.2, 149.8, 146.7, 140.2, 137.9, 131.7, 129.7, 128.7, 128.0, 126.9, 123.7, 122.8, 122.0, 115.0, 114.8, 44.4, 22.0"
PMC10180197," 7-phenyl-5-(thiophen-2-yl)-2-thioxo-2,3-dihydropyrido [2,3-d]pyrimidin-4(1H)-one (2c): The crude product was recrystallized from ethanol. Yield: 17%, brown solid, m.p.: 260–262 °C. IR (KBr, cm−1): 3061.5, 2907.6, 1691.4, 1555.1, 1170.9. 1H-NMR (500 MHz, DMSO-d6): δ 13.07 (br. s, 1H), 12.43 (br. s, 1H), 8.22 (dd, J = 6.4, 3.1 Hz, 2H), 7.77 (d, J = 5.0 Hz, 1H), 7.74 (s, 1H), 7.57–7.52 (m, 3H), 7.48 (d, J = 3.6 Hz, 1H), 7.17–7.14 (m, 1H). 13C-NMR (125 MHz, DMSO-d6): δ 175.3, 159.4, 158.7, 152.9, 146.2, 138.1, 136.3, 130.9, 130.2, 128.9, 128.8, 127.6, 126.9, 119.4, 107.6. LC-MS (ESI, m/z, MeOH): [M – H]− = 336, [M + Na]+ = 360, [M + K]+ = 376, [M + MeOH + Na]+ = 392. Elemental Analysis C, H, N. Calculated % (C17H11N3OS2): C: 60.51, H: 3.29, N: 12.46. Found % (C17H11N3OS2): 65.95, H: 3.31, N: 12.48. ","7-phenyl-5-(thiophen-2-yl)-2-thioxo-2,3-dihydropyrido [2,3-d]pyrimidin-4(1H)-one",O=C(N1)C2=C(C3=CC=CS3)C=C(C4=CC=CC=C4)N=C2NC1=S,"1H-NMR (500 MHz, DMSO-d6): δ 13.07 (br. s, 1H), 12.43 (br. s, 1H), 8.22 (dd, J = 6.4, 3.1 Hz, 2H), 7.77 (d, J = 5.0 Hz, 1H), 7.74 (s, 1H), 7.57–7.52 (m, 3H), 7.48 (d, J = 3.6 Hz, 1H), 7.17–7.14 (m, 1H)","13C-NMR (125 MHz, DMSO-d6): δ 175.3, 159.4, 158.7, 152.9, 146.2, 138.1, 136.3, 130.9, 130.2, 128.9, 128.8, 127.6, 126.9, 119.4, 107.6","500 MHz, DMSO-d6","13.07, 12.43, 8.22, 7.77, 7.74, 7.57–7.52, 7.48, 7.17–7.14","125 MHz, DMSO-d6","175.3, 159.4, 158.7, 152.9, 146.2, 138.1, 136.3, 130.9, 130.2, 128.9, 128.8, 127.6, 126.9, 119.4, 107.6"
PMC10254384," Product 3g: 6-fluoro-2-phenyl-3-tosylbenzo[b]thiophene. The sulfonylation product was purified by flash column chromatography on silica gel (PE/AcOEt: 30/1–15/1) to afford 3g as a brown solid (60 mg, 79% yield). 1H NMR (600 MHz, CDCl3): δ 8.61 (dd, J = 9.2, 5.1 Hz, 1H), 7.50 (d, J = 8.3 Hz, 2H), 7.48–7.44 (m, 2H), 7.41–7.38 (m, 4H), 7.29–7.24 (m, 1H), 7.12 (d, J = 8.2 Hz, 2H), 2.33 (s, 3H). 13C NMR (151 MHz, CDCl3): δ 160.8 (d, J = 247.7 Hz), 152.0 (d, J = 3.3 Hz), 144.0, 139.2 (d, J = 4.4 Hz), 139.1, 132.6, 131.3, 130.5, 130.1, 129.6, 129.4, 127.7, 127.0, 126.1 (d, J = 8.9 Hz), 114.9 (d, J = 23.9 Hz), 107.9 (d, J = 25.4 Hz), 21.5. ",6-fluoro-2-phenyl-3-tosylbenzo[b]thiophene,O=S(C1=C(C2=CC=CC=C2)SC3=CC(F)=CC=C31)(C4=CC=C(C)C=C4)=O,"1H NMR (600 MHz, CDCl3): δ 8.61 (dd, J = 9.2, 5.1 Hz, 1H), 7.50 (d, J = 8.3 Hz, 2H), 7.48–7.44 (m, 2H), 7.41–7.38 (m, 4H), 7.29–7.24 (m, 1H), 7.12 (d, J = 8.2 Hz, 2H), 2.33 (s, 3H)","13C NMR (151 MHz, CDCl3): δ 160.8 (d, J = 247.7 Hz), 152.0 (d, J = 3.3 Hz), 144.0, 139.2 (d, J = 4.4 Hz), 139.1, 132.6, 131.3, 130.5, 130.1, 129.6, 129.4, 127.7, 127.0, 126.1 (d, J = 8.9 Hz), 114.9 (d, J = 23.9 Hz), 107.9 (d, J = 25.4 Hz), 21.5","600 MHz, CDCl3","8.61, 7.50, 7.48–7.44, 7.41–7.38, 7.29–7.24, 7.12, 2.33","151 MHz, CDCl3","160.8, 152.0, 144.0, 139.2, 139.1, 132.6, 131.3, 130.5, 130.1, 129.6, 129.4, 127.7, 127.0, 126.1, 114.9, 107.9, 21.5"
PMC10004155," The structure and purity of the final Zn/Fe complex was confirmed by elemental analysis, as well as 1H , 13C NMR and AAS (see Supplementary Materials: Experimental Section and Figure S2). The thermal stability and presence of crystallisation solvent were determined by thermogravimetric analysis (TGA). A loss of one molecule of water was observed at around 50 °C, while the complex showed good thermal stability [42]; the weight loss from degradation became significant above ca. 300 °C and reached 5% at T5% = 324 °C (see Supplementary Materials Figure S3). The majority of the organic part decomposed between 300 and 500 °C, leaving residual zinc and iron oxides accounting for 8.17%.  2.2. Mesomorphism ",,,,,,,,
PMC10142505," (3,5-di-tert-butyl-4-hydroxy-benzoylamino)-acetic acid methyl ester (5). White crystalline solid. Yield: 71%. Melting point: 130–132 °C. 1H NMR (400 MHz, CDCl3) δ ppm 1.46 (18H, s, 2 × (C(CH3)), 3.80 (3H, s, CH3), 4.24 (2H, d, J = 5.2, CH2), 5.57 (1H, s, OH), 6.52 (1H, s, NH), 7.64 (2H, s, H-c, H-e). 13C NMR (100.6 MHz, CDCl3) δ ppm 30.15, 34.42, 41.74, 52.40, 124.32, 124.90, 135.98, 157.12, 168.20, 170.85. m/z = 320.3 (M+ −1), 260.13, 204.11, 288.13, 244.12, 232.12, 233.16. m/z = 322.5 (M+ +1), 232.45, 216.30, 233.50, 321.73, 147.86, 145.95. IR (ATR) υmax (cm−1): 770.60, 888.59, 1203.90, 1433.65, 1639.49, 1745.67, 2161.37, 2954.27, 3298.14, 3619.53. HRMS-HESI: [M+H]+ calculated = 322.20128; observed = 322.20088. ","(3,5-di-tert-butyl-4-hydroxy-benzoylamino)-acetic acid methyl ester",O=C(OC)CNC(C1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1)=O,"1H NMR (400 MHz, CDCl3) δ ppm 1.46 (18H, s, 2 × (C(CH3)), 3.80 (3H, s, CH3), 4.24 (2H, d, J = 5.2, CH2), 5.57 (1H, s, OH), 6.52 (1H, s, NH), 7.64 (2H, s, H-c, H-e).","13C NMR (100.6 MHz, CDCl3) δ ppm 30.15, 34.42, 41.74, 52.40, 124.32, 124.90, 135.98, 157.12, 168.20, 170.85.","400 MHz, CDCl3","1.46 (18H, s, 2 ×, 3.80, 4.24, 5.57, 6.52, 7.64","100.6 MHz, CDCl3","30.15, 34.42, 41.74, 52.40, 124.32, 124.90, 135.98, 157.12, 168.20, 170.85"
PMC6225268," 3-Bromo-N,N-dimethylbenzothioamide (3h) [35]. 1H-NMR (CDCl3, 400 MHz): δ (ppm): 7.50–7.46 (m, 2H), 7.27–7.22 (m, 2H), 3.60 (s, 3H), 3.19 (s, 3H); 13C-NMR (CDCl3, 100 MHz): δ (ppm): 199.01, 144.98, 131.56, 129.99, 128.68, 124.30, 122.38, 44.19, 43.19; GC-MS (EI) m/z (%) 244.95 (64), 243.95 (100), 242.95 (65, M+), 241.95 (95), 200.90 (43), 198.90 (43), 120.00 (51). ","3-Bromo-N,N-dimethylbenzothioamide",S=C(N(C)C)C1=CC=CC(Br)=C1,"1H-NMR (CDCl3, 400 MHz): δ (ppm): 7.50–7.46 (m, 2H), 7.27–7.22 (m, 2H), 3.60 (s, 3H), 3.19 (s, 3H)","13C-NMR (CDCl3, 100 MHz): δ (ppm): 199.01, 144.98, 131.56, 129.99, 128.68, 124.30, 122.38, 44.19, 43.19","CDCl3, 400 MHz","7.50–7.46, 7.27–7.22, 3.60, 3.19","CDCl3, 100 MHz","199.01, 144.98, 131.56, 129.99, 128.68, 124.30, 122.38, 44.19, 43.19"
