documentId,Paragraph,Compound
US08883791B2,"Malonic acid (44 g, 0.42 mol), 2-methylpentan-1-al (14 g, 0.14 mol) and piperidine (1.7 ml) were suspended in 85 ml pyridine and heated under reflux. Gas formation was observed which ceased after two hours. Heating was continued for 1 hour. The cooled reaction mixture was poured into 2M hydrochloric acid (200 ml) after which two phases were obtained which were separated in a separating funnel. The aqueous phase was extracted once with dichloromethane (60 ml). The organic phases were combined and the solvent removed under reduced pressure. The residue was purified by column chromatography (pre-packed silica column, gradient of pentane/ethyl acetate). 9.3 g (0.065 mol, 47% yield) of (E)-4-methyl-hept-2-enoic acid were obtained as a solid. NMR (1H, CDCl3, 300 MHz): 11.86 (s, 1H), 7.00 (dd, 1H), 5.79 (d, 1H), 2.35 (m, 1H), 1.35 (m, 4H), 1.06 (d, 3H), 0.89 (m, 3H).",Malonic acid | 2-methylpentan-1-al | piperidine | pyridine | hydrochloric acid | dichloromethane | silica | pentane/ethyl acetate | (E)-4-methyl-hept-2-enoic acid
US07932272B2,"To a solution of dithiocarbonic acid O-ethyl ester S-quinolin-6-yl ester described in Preparation Example W-1 (50 mg, 0.201 mmol), toluene-4-sulfonic acid 3-phenoxybenzyl ester (110 mg, 0.313 mmol) and methanol (1 ml) in tetrahydrofuran (5 ml) was added potassium tert-butoxide (135 mg, 1.20 mmol) under nitrogen atmosphere, which was then stirred at room temperature for 24 hours. This reaction solution was purified by thin layer silica gel chromatography (hexane:ethyl acetate=1:1), and the title compound (39 mg, 0.114 mmol, 57%) was obtained as a yellow oil.",dithiocarbonic acid O-ethyl ester S-quinolin-6-yl ester | toluene-4-sulfonic acid 3-phenoxybenzyl ester | methanol | tetrahydrofuran | potassium tert-butoxide | nitrogen | silica gel | hexane | ethyl acetate | title compound
US09101616B2,"To a solution of (R)-2-(4-bromophenoxy)-N-(1-(5-(2,2,2-trifluoroethoxy)pyridin-2-yl)ethyl)acetamide (100 mg, 0.23 mmol) and cyclopropylboronic acid (26 mg, 0.30 mmol) in dioxane (2 mL) were added 1.27 M potassium phosphate (0.36 mL) and tetrakistriphenyl phosphine palladium (13 mg, 0.012 mmol) at room temperature. The mixture was stirred at 120° C. using microwave oven for 2 hours. The mixture was dried over magnesium sulfate. After the filtration to separate solvent and magnesium sulfate, the solvent was removed under reduced pressure to give the residue. The residue was diluted with methanol and applied onto a strong cation exchange cartridge (BondElute(registered trademark) SCX, 1 g/6 mL, Varian Inc.), and the solid phase matrix was rinsed with methanol (6 mL). The crude mixture was eluted in a collection tube with 1 mol/L ammonia in methanol (6 mL) and concentrated in vacuo. The residue was purified by preparative LC-MS to give 6.5 mg, (7% yield) of the title compound.","(R)-2-(4-bromophenoxy)-N-(1-(5-(2,2,2-trifluoroethoxy)pyridin-2-yl)ethyl)acetamide | cyclopropylboronic acid | dioxane | potassium phosphate | tetrakistriphenyl phosphine palladium | magnesium sulfate | magnesium sulfate | methanol | methanol | crude mixture | ammonia | methanol | title compound"
US07393868B2,"Add oxalyl chloride (1.75 mL, 2.54 g, 4 eq.) to a solution of 3-(4-bromo-phenyl)-propionic acid in methylene chloride (100 mL), which contains 0.1 mL DMF at 0° C. and allow the reaction mixture to warm to room temperature and stir 1 hour. Evaporate solvent and dissolve it in 10 mL THF. Add half of the THF solution to 20 mL of methylamine (2M) and stir another hour. Add water to the solution to dissolve solid and wash organic layer with 2N HCl, water and saturated aq. sodium chloride and dry it over MgSO4. Evaporate solvent to afford the title compound 500 mg, 41%. MS 246.0.",oxalyl chloride | 3-(4-bromo-phenyl)-propionic acid | methylene chloride | DMF | THF | THF | methylamine | water | HCl | water | sodium chloride | MgSO4 | title compound
US20130338134A1,"A solution of triphosgene (5.5 g, 18 mmol) in tetrahydrofuran (30 mL) was added slowly to a mixture of 5-{[(2,6-difluoro-3,5-dimethoxyphenyl)amino]methyl}-N-ethyl-1H-pyrrolo[2,3-b]pyridin-4-amine (5.6 g, 15 mmol) in tetrahydrofuran (100 mL) at 0° C. and then the mixture was stirred at room temperature for 6 h. The mixture was cooled to 0° C. and then 1.0 M sodium hydroxide in water (100 mL, 100 mmol) was added slowly. The reaction mixture was stirred at room temperature overnight and the formed precipitate was collected via filtration, washed with water, and then dried to provide the first batch of the purified desired product. The organic layer in the filtrate was separated and the aqueous layer was extracted with methylene chloride. The combined organic layer was concentrated and the residue was triturated with methylene chloride then filtered and dried to provide another batch of the product (total 5.5 g, 92%). LC-MS calculated for C19H19F2N4O3 [M+H]+ m/z: 389.1; found: 389.1.","triphosgene | tetrahydrofuran | 5-{[(2,6-difluoro-3,5-dimethoxyphenyl)amino]methyl}-N-ethyl-1H-pyrrolo[2,3-b]pyridin-4-amine | tetrahydrofuran | sodium hydroxide | water | water | desired product | methylene chloride | methylene chloride"
US20120149718A1,"A solution of (5-{[(2-methoxy-ethyl)-methyl-amino]-methyl}pyrazin-2-yl) carbamic acid tert-butyl ester (382 mg, 1.3 mmol) in CH2Cl2 (40 mL) was added TFA (4 mL) and the reaction mixture was stirred at room temperature for 2 h and then concentrated in vacuo. The residue was dissolved in CH2Cl2, poured onto saturated aqueous NaHCO3 and extracted 3 times into CH2Cl2. The combined extracts were dried over Na2SO4 and concentrated in vacuo to afford 5-{[(2-methoxyethyl)-methylamino]-methyl}-pyrazin-2-ylamine (98 mg, 38%): 1H NMR (300 MHz, CHLOROFORM-d) δ ppm 2.33 (s, 3H) 2.67 (t, J=5.75 Hz, 2H) 3.35 (s, 3H) 3.54 (t, J=5.75 Hz, 2H) 3.63 (s, 2H) 4.55 (br. s., 2H) 7.97 (d, J=1.32 Hz, 1H) 8.04 (d, J=1.51 Hz, 1H).",(5-{[(2-methoxy-ethyl)-methyl-amino]-methyl}pyrazin-2-yl) carbamic acid tert-butyl ester | CH2Cl2 | TFA | CH2Cl2 | NaHCO3 | CH2Cl2 | Na2SO4 | 5-{[(2-methoxyethyl)-methylamino]-methyl}-pyrazin-2-ylamine
US20070129371A1,"At 0° C., m-chloroperbenzoic acid (65%, 3.80 g) was added to a methylene chloride (100 ml) solution of tert-butyl (1R)-1-(hydroxymethyl)-3-(methylsulfanyl)propylcarbamate (2.35 g). The resulting mixture was stirred at room temperature for 26 hours. A saturated aqueous solution of sodium sulfite was added to the reaction mixture and excess peracid was quenched. Methylene chloride and a saturated aqueous solution of sodium bicarbonate were added. The organic layer thus separated was washed with saturated saline, dried over anhydrous sodium sulfate and concentrated under reduced pressure. The residue was purified by chromatography (methylene chloride:methanol=20:1) on a silica gel column, whereby the title compound (1.02 g) was obtained.",m-chloroperbenzoic acid | methylene chloride | tert-butyl (1R)-1-(hydroxymethyl)-3-(methylsulfanyl)propylcarbamate | sodium sulfite | peracid | Methylene chloride | sodium bicarbonate | sodium sulfate | methylene chloride | methanol | silica gel | title compound
US20080200582A1,"1,4-Bis(bromomethyl)benzene (84 g; 0.32 moles) is added gradually to the Na salt of 2-mercaptoethanol (150 g of 45.5% aqueous solution as MERCASOL L from Chevron-Phillips; 0.68 moles) at 60° C. The reaction crude is stirred for 4 h at 60° C., cooled to room temperature, and extracted with ethyl acetate. The organic phase is washed with water, dried over MgSO4, filtered, and recrystallized from ethanol to give 1,4-bis(hydroxyethylthiomethyl)benzene as pure, white crystals (76 g; mp 91° C.; yield 92%). 1H NMR (CDCl3, δ ppm) 7.29 (s, 4H), 3.72 (s, 4H), 3.66 (t, 4H), 2.65 (t, 4H), 2.03 (s, 2H).","1,4-Bis(bromomethyl)benzene | Na | 2-mercaptoethanol | ethyl acetate | water | MgSO4 | ethanol | 1,4-bis(hydroxyethylthiomethyl)benzene"
US08426448B2,"Add HOAc (11.5 mL, 201 mmol), 2,5-dimethoxytetrahydrofuran (9.8 mL, 75.5 mmol), water (56 mL), and trifluoroacetic acid (7.6 mL, 100.6 mmol) sequentially to a solution of (±)-5-(3-trifluoromethoxy-phenyl)-1-(4-trifluoromethoxy-phenyl)-3-(4-trifluoromethoxy-phenylamino)-1,5-dihydro-pyrrol-2-one (29.1 g, 50.3 mmol) in THF (180 mL). Heat the reaction mixture to 35° C. for 22 hours. Observe significant formation of (±)-1-(4-trifluoromethoxy-phenyl)-5-(3-trifluoromethoxy-phenyl)-pyrrolidine-2,3-dione (LC-MS ESI m/z: 420 (M+H)+, Tr=4.23 min., method 1). Cool the reaction mixture to room temperature and add toluene (200 mL) in a single portion. Wash the mixture with water and then pH 9 buffer. Separate layers and observe that the aqueous layer is pH=7. Filter through sodium sulfate and add (R)-(+)-α-methyl benzylamine (12.9 mL, 100.6 mmol). Stir the solution at ambient temperature for 18 hours. Concentrate the reaction mixture and purify by silica gel chromatography (5-15% EtOAc-hexane) to yield 1-(4-trifluoromethoxy-phenyl)-3-(R)-1-phenyl-ethylamino)-5(S)-(3-trifluoromethoxy-phenyl)-1,5-dihydro-pyrrol-2-one (9.01 g, 34%) as a yellow oil, LC-MS ESI m/z: 523 (M+H)+, Tr=5.57 min., method 1 and 1-(4-trifluoromethoxy-phenyl)-3-(R)-1-phenyl-ethylamino)-5(R)-(3-trifluoromethoxy-phenyl)-1,5-dihydro-pyrrol-2-one (11.1 g, 42%) as an orange solid, LC-MS ESI m/z: 523 (M+H)+, Tr=5.49 min., method 1.","HOAc | 2,5-dimethoxytetrahydrofuran | water | trifluoroacetic acid | (±)-5-(3-trifluoromethoxy-phenyl)-1-(4-trifluoromethoxy-phenyl)-3-(4-trifluoromethoxy-phenylamino)-1,5-dihydro-pyrrol-2-one | THF | (±)-1-(4-trifluoromethoxy-phenyl)-5-(3-trifluoromethoxy-phenyl)-pyrrolidine-2,3-dione | toluene | water | sodium sulfate | (R)-(+)-α-methyl benzylamine | silica gel | EtOAc-hexane | 1-(4-trifluoromethoxy-phenyl)-3-(R)-1-phenyl-ethylamino | 5(S)-(3-trifluoromethoxy-phenyl)-1,5-dihydro-pyrrol-2-one"
US20140094462A1,"To a solution of tert-butyl 2-((9S,14aS,E)-3,10-dioxo-3,4,5,8,9,10,12,13,14,14a-decahydro-1H-pyrrolo[2,1-c][1,4]oxaazacyclododecin-9-yl)acetate (420 mg, 1.195 mmol) in DCM (17 mL) cooled in an ice/water bath was added trifluoroacetic acid (1373 μL, 17.93 mmol) and the reaction mixture was stirred 3 h at which point TLC analysis indicated complete consumption of starting material. The reaction mixture was concentrated, coevaporated 3 times with toluene. Then, using general procedure A for amide bond formation with DMF as solvent, the title compound was prepared from 2-((9S,14aS,E)-3,10-dioxo-3,4,5,8,9,10,12,13,14,14a-decahydro-1H-pyrrolo[2,1-c][1,4]oxaazacyclododecin-9-yl)acetic acid (353 mg, 1.195 mmol) and (4-chlorophenyl)methanamine (161 μL, 1.315 mmol). The product (431 mg) was obtained as a white solid in 86% yield after column chromatography (MeOH/DCM gradient). LRMS (ESI+) (M+H): 419.30.","tert-butyl 2-((9S,14aS,E)-3,10-dioxo-3,4,5,8,9,10,12,13,14,14a-decahydro-1H-pyrrolo[2,1-c][1,4]oxaazacyclododecin-9-yl)acetate | DCM | ice/water | trifluoroacetic acid | title compound | 2-((9S,14aS,E)-3,10-dioxo-3,4,5,8,9,10,12,13,14,14a-decahydro-1H-pyrrolo[2,1-c][1,4]oxaazacyclododecin-9-yl)acetic acid | (4-chlorophenyl)methanamine | product | MeOH/DCM"
US20160008357A1,"To a solution of compound 26 (20 mg, 0.056 mmol) in THF (3 mL), LAH (5.0 mg, 0.14 mmol) was added at −30° C. and stirred for 1 h. The reaction mixture was quenched with saturated ammonium chloride solution at −30° C. The reaction mixture was slowly warmed to rt and filtered through celite bed, washed with ethyl acetate. The organic layer was washed with brine, dried over anhy. Na2SO4 and concentrated under reduced pressure to obtain the crude product gave (2-(3,5-diphenylpyridazin-4-yl) oxazol-4-yl) methanol (16 mg, 88%) as an yellow solid.","compound 26 | THF | LAH | ammonium chloride | ethyl acetate | brine | Na2SO4 | crude product | (2-(3,5-diphenylpyridazin-4-yl) oxazol-4-yl) methanol"
US07220770B2,"A mixture of the 4,5-dihydro-imidazole of step 2 (1.3 g, 3.26 mmol) and p-toluenesulfonic acid monohydrate (0.26 g, 1.36 mmol) in toluene (200 ml) was heated to reflux for 24 hours. The reaction mixture was cooled and the solvent removed under reduced pressure. The crude mixture (1.56 g) was purified by chromatography on silica gel using ethyl acetate/acetone (98/2) to give pure 2-methyl-6-[1-[4-(methylsulfonyl)phenyl]-4-trifluoromethyl-1H-imidazol-2-yl]pyridine (0.48 g, 38%) as a white solid: mp (DSC) 205° C. Anal. Calc'd. for C17H14N3SO2F30.25H2O: C, 52.91; H, 3.79; N, 10.89; S, 8.31. Found: C, 52.67; H, 3.55; N, 10.64; S, 8.68.","4,5-dihydro-imidazole | p-toluenesulfonic acid monohydrate | toluene | crude mixture | silica gel | 2-methyl-6-[1-[4-(methylsulfonyl)phenyl]-4-trifluoromethyl-1H-imidazol-2-yl]pyridine"
US20150307650A1,"The reaction was run at room temperature in the hood in a 2000 ml 3-neck flask fitted with a magnetic stir-bar, gas inlet tube, a 125-ml PE dropping funnel and a reflux condenser topped with a gas bubbler tube. All glassware was dried overnight at 110° C. and cooled under a slow nitrogen sparge. The flask was charged with 120 gm recrystallized 4-allyloxybenzoic acid (0.674 mole), 800 mls dry chloroform and nine drops of dimethylformamide. In the tap funnel was placed 85.6 gms, 59 mls (0.674 mole) of pure oxalyl chloride. The solution was stirred and the oxalyl chloride added dropwise under nitrogen. There was a brisk evolution of gas (CO, CO2 and HCl) from the bubbler. The outlet tube led to a gas absorption trap to dissolve the hydrogen chloride gas in cold water. The reaction was run overnight in the cold and by next day a little gas was still being produced. The flask was then fitted into a heating mantle and gently refluxed for one hour to complete the removal of volatiles.",nitrogen | 4-allyloxybenzoic acid | chloroform | dimethylformamide | oxalyl chloride | oxalyl chloride | nitrogen | CO2 | HCl | hydrogen chloride | water
US07067658B2,"(R)-6-(2-Chloro-4-methoxy-phenyl)-N4-(2-methoxy-1-methyl-ethyl)-pyrimidine-4,5-diamine (0.26 g, 0.82 mmol) was diluted in ethanol (8 ml) and ethyl pyruvate was added (0.92 ml, 8.2 mmol). The mixture was stirred for 18 hours at which time the solution was concentrated. The residue was diluted in glacial acetic acid (10 ml) and warmed to 100° C. for 1 hour. After concentrating the solution the product was purified by reverse phase HPLC to yield 6.0 mg of (R)-4-(2-chloro-4-methoxy-phenyl)-8-(2-methoxy-1-methyl-ethyl)-6-methyl-8H-pteridin-7-one (Example 570a). 1H NMR (300 MHz, CDCl3) δ ppm 9.09 (s, 1 H), 7.43 (d, J=8.79 Hz, 1 H), 7.09 (d, J=2.56 Hz, 1 H), 6.97 (dd, J=8.79, 2.56 Hz, 1 H), 4.39 (m, 3H), 3.91 (s, 3 H), 3.73 (dd, J=10.07, 5.31 Hz, 2 H), 3.35 (s, 3H), 2.53 (s, 3 H), 1.62 (6, J=6.96 Hz, 3 H). MS (AP) 375.2 [(M+H)+, 100].","(R)-6-(2-Chloro-4-methoxy-phenyl)-N4-(2-methoxy-1-methyl-ethyl)-pyrimidine-4,5-diamine | ethanol | ethyl pyruvate | acetic acid | (R)-4-(2-chloro-4-methoxy-phenyl)-8-(2-methoxy-1-methyl-ethyl)-6-methyl-8H-pteridin-7-one"
US08476451B2,"A 0.1 M solution of N-sulfinyl amino alcohol 32 (0.575 g, 1.53 mmol) in toluene (15.3 mL) with paraformaldehyde (0.917 g, 30.5 mmol) was heated in a sealed vessel at 70° C. with stirring for 50 h. After cooling to rt, the mixture was filtered through Celite, washing the filter cake thoroughly with toluene. The solution was concentrated and purified via HPFC (88:12 to 30:70 CH2Cl2:EtOAc) to afford 0.518 g of tetrahydrooxazine 33 (87%) as a foamy yellow solid. [α]25D=+108.4 (c=1.0, CHCl3). IR (film): 1011, 1076, 1087, 1163, 1195, 1474, 1729, 2957, 2979 cm−1. 1H NMR (500 MHz, CDCl3): δ 1.01 (d, 3H, J=6.8 Hz), 1.02 (d, 3H, J=6.8 Hz), 1.17 (s, 9H), 1.35 (t, 3H, J=7.1 Hz), 2.08-2.16 (m, 1H), 2.28-2.40 (m, 1H), 2.31 (d, 1H, J=14.3 Hz), 3.02 (dd, 1H, J=4.7, 10.1 Hz), 4.37 (q, 2H, J=7.1 Hz), 4.72 (d, 1H, J=11.6 Hz), 5.14 (d, 1H, J=11.6 Hz), 5.20 (dd, 1H, J=2.5, 11.5 Hz), 8.11 (s, 1H). 13C NMR (125 MHz, CDCl3): δ 14.3, 20.5, 20.7, 22.8, 27.5, 32.6, 59.2, 61.3, 62.7, 71.4, 71.6, 127.8, 146.5, 161.3, 173.3. HRMS (FAB) calcd. for C17H29N2O4S2 (M+H): 389.1569. Found 389.1566.",N-sulfinyl amino alcohol | toluene | paraformaldehyde | toluene | CH2Cl2 | EtOAc | tetrahydrooxazine
US04182776,"To a solution of 10.0 g of hydroquinone monobenzyl ether in 40 ml of hexamethylphosphoramide is added 2.7 g of sodium methoxide. The mixture is stirred 10 minutes and 10.3 g of ethyl 2-bromoisobutyrate is added. The mixture is heated at 120° C. for 22 hours. After standing, the mixture is filtered. The solid is dissolved in 150 ml of ethanol-water (9:1) and 10 g of potassium hydroxide is added. The mixture is refluxed for 6 hours, acidified with concentrated hydrochloric acid, diluted with water, filtered and the solid washed with water to give crystals. The crystals ae dissolved in aqueous sodium hydroxide and the solution extracted once with chloroform and once with ether. The aqueous layer is acidified with concentrated hydrochloric acid and the mixture filtered. The solid is recrystallized from glacial acetic acid to give white crystals, mp 134°-137° C.",hydroquinone monobenzyl ether | ether | hexamethylphosphoramide | sodium methoxide | ethyl 2-bromoisobutyrate | ethanol-water | water | potassium hydroxide | water | sodium hydroxide | chloroform | acetic acid
US20050090534A1,"A mixture of 3-[2-chloro-4-(4-chlorophenyl)-5-oxazolyl]butanoic acid (2.03 g), potassium carbonate (2.76 g), benzimidazole (1.18 g) and N,N-dimethylformamide (30 mL) was stirred at 120° C. for 4 hrs. The reaction mixture was poured into water, and the precipitated crystals were collected by filtration, washed with water and dried to give 4-[2-(1H-benzimidazol-1-yl)-4-(4-chlorophenyl)-5-oxazolyl]butanoic acid (2.22 g, yield 82%). Recrystallization from tetrahydrofuran-ethanol gave colorless needle crystals. melting point: 199-200° C.","3-[2-chloro-4-(4-chlorophenyl)-5-oxazolyl]butanoic acid | potassium carbonate | benzimidazole | N,N-dimethylformamide | water | water | 4-[2-(1H-benzimidazol-1-yl)-4-(4-chlorophenyl)-5-oxazolyl]butanoic acid"
US20020137766A1,"Borane-methyl sulfide complex (2 M in ether, 11 mL, 22 mmol) was added dropwise to a cooled (−5° C.) solution of 4-[1-(3,4-dimethoxyphenoxy)-3-butenyl]benzonitrile (see step (i) above; 17.6 g, 56.8 mmol) in dry THF (15 mL) over a period of 15 minutes (during which time the reaction temperature rose to 0C). The resulting mixture was stirred at between 0 and 10° C. for 1.5 h, before being allowed to warm to rt. Stirring was continued for a further 3.5 h at this temperature before water (22 mL) and sodium perborate tetrahydrate (11 g, 66 mmol) were added. The biphasic mixture was stirred for 2 h at rt before the water layer was separated and extracted with ether. The combined organic layers were washed with brine, dried and concentrated in vacuo. The resulting residue was purified by chromatography on silica gel, eluting with IPA: ethyl acetate heptane (5:25:70) to yield 14.5 g (77%) of the sub-title compound.","Borane-methyl sulfide | ether | 4-[1-(3,4-dimethoxyphenoxy)-3-butenyl]benzonitrile | THF | 0C | water | sodium perborate tetrahydrate | water | brine | silica gel | sub-title compound"
US20090029996A1,"To a cooled and stirred solution of sodium ethoxide, obtained from sodium (2.3 g, 0.1 mol) and anhydrous EtOH (60 ml), a solution of ethyl benzoylacetate (9.6 g, 0.05 mol) in the same solvent (5 ml) was slowly added. A solution of ethylcloro(hydroximino)acetate (7.55 g, 0.05 mol) in anhydrous EtOH (10 ml) was added in a dropwise manner (over 1 h period). The mixture was neutralized with 6N HCl and the alcoholic layer was evaporated. After dilution with cold water (150-200 ml), the suspension was extracted with ethyl ether and the aqueous layer was acidified with 6N HCl to afford the product which was recovered by filtration (45% yield).",EtOH | ethyl benzoylacetate | solvent | ethylcloro(hydroximino)acetate | HCl | water | ethyl ether
US05273986,"A solution composed of 5.0 g of (E)-3-(2-chloro-5-nitrophenyl)-2-propenamide, 4.4 g of Lawesson's reagent and 100 ml of tetrahydrofuran was stirred under a positive argon atmosphere at room temperature for 16 hr. The volatiles were then removed in vacuo and the residual materials slurried with 100 ml of methylene chloride to yield (E)-3-(2-chloro-5-nitrophenyl)-2-propenethioamide as a orange solid; m.p. 236°-238° C. from acetonitrile.",(E)-3-(2-chloro-5-nitrophenyl)-2-propenamide | Lawesson's reagent | tetrahydrofuran | argon | (E)-3-(2-chloro-5-nitrophenyl)-2-propenethioamide
US07863293B2,"Using General Procedure G: To a solution of N1,N1-bis-(3-methyl-pyridin-2-ylmethyl)-propane-1,3-diamine (0.24 g, 0.84 mmol) in dry DMF (4 mL) was added 6-hydroxy-nicotinic acid (0.121 g, 0.87 mmol) followed by EDCI (0.182 g, 0.95 mmol), HOBT (0.128 g, 0.95 mmol), and DIPEA (0.25 mL, 1.44 mmol). Purification of the crude material by column chromatography on silica gel (10:1:1 CH2Cl2-MeOH—NH4OH) provided 47 mg (14%) of the free base of the title compound as a colorless oil. Conversion to the HBr salt gave COMPOUND 232 (65 mg, 78%) as a white solid. 1H NMR (D2O) δ 1.74-1.84 (m, 2H), 2.47 (s, 6H), 2.64-2.69 (m, 2H), 3.24 (dd, 2H, 6.3 Hz), 4.31 (s, 4H), 6.62 (d, 1H, J=9.6 Hz), 7.80-7.84 (m, 3H), 7.95 (d, 1H, J=2.1 Hz), 8.32 (d, 2H, J=8.1 Hz), 8.58 (d, 2H, J=6.0 Hz); 13C NMR (D2O) δ 17.24, 25.16, 37.61, 51.91, 53.99, 115.32, 119.34, 126.02, 137.52, 137.87, 138.75, 140.81, 148.48, 150.88, 166.80; ES-MS m/z 406 (M+H). Anal. Calcd. for C23H27N5O2.3.2HBr.3.0H2O: C, 38.45; H, 5.08; N, 9.75; Br, 35.59. Found: C, 38.32; H, 4.94; N, 9.48; Br, 35.96.","N1,N1-bis-(3-methyl-pyridin-2-ylmethyl)-propane-1,3-diamine | DMF | 6-hydroxy-nicotinic acid | EDCI | HOBT | DIPEA | crude material | silica gel | free base | title compound"
US04565658,27.58 grams of Sb2O3 were added to a vanadyl oxalate solution prepared by adding 24 grams of oxalic acid (H2C2O4.2H2O) to a warm (~55° C.) aqueous mixture of 11.06 grams of ammonium metavanadate (NH4VO3) in 25 ml of water. The reaction mixture was dried at 110° C. and the vanadium antimonate precursor so obtained was calcined in an air flow at 550° C. for 2 hours.,Sb2O3 | vanadyl oxalate | oxalic acid | ammonium metavanadate | water | vanadium antimonate
US20050288273A1,"The title compound was prepared according to general method II using N-{3-[6(R,S)-(4-fluoro-benzoyl)-5-oxo-6,7,8,9-tetrahydro-5H-benzocyclohepten-2-yl]-2-oxo-oxazolidin-5(S)-ylmethyl}-acetamide (0.072 g, 0.16 mmol) and hydrazine hydrate (0.026 g, 0.80 mmol, 5.0 eq.) in ethanol (4 mL). The isolated residue was subjected to silica gel flash chromatography, eluting with MeOH/CH2Cl2 gradient (1-7% MeOH over 1 hour, then 7-9% MeOH over 30 minutes.) to afford the title compound. Isolated yield: 0.030 g (43%). MS-APCI (m/z+): 391, 435.","title compound | N-{3-[6(R,S)-(4-fluoro-benzoyl)-5-oxo-6,7,8,9-tetrahydro-5H-benzocyclohepten-2-yl]-2-oxo-oxazolidin-5(S)-ylmethyl}-acetamide | hydrazine hydrate | ethanol | MeOH/CH2Cl2 | MeOH | MeOH | title compound"
US20100204212A1,"To 4-(6-chloroimidazo[1,2-b]pyridazin-8-ylamino)-N-(1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridin-3-yl)benzamide (0.011 g, 0.023 mmol) from 1a was added trans-1,4-diaminocyclohexane (0.5 g, 57.0 mmol). The mixture was allowed to melt at 160° C. for 12 hours. The melt was then cooled, diluted with water and extracted with dichloromethane. The organic layer was then concentrated in vacuo to give 0.020 g of crude product. Purification was done via preparative HPLC providing 0.006 g of the title compound as aTFA salt. 1H NMR (400 MHz, MeOD) δ ppm 8.56 (1H, dd, J=7.38, 1.78 Hz), 7.92-8.10 (3H, m), 7.88 (1H, d, J=2.03 Hz), 7.42-7.61 (3H, m), 7.39 (1H, dd, J=7.12, 1.53 Hz), 7.30 (2H, t, J=8.65 Hz), 6.77 (1H, s), 6.54 (1H, t, J=7.12 Hz), 3.97 (1H, s), 3.66-3.84 (1H, m), 3.03-3.24 (1H, m), 2.26 (2H, m), 2.00-2.20 (2H, m), 1.44-1.68 (2H, m), 1.22-1.46 (2H, m). LC/MS, m/e 533 (M+1). HPLC Rt, 2.14 min. YMC ODSC18 column (4.6×50 mm) 0%-100% B. Solvent B: (90% MeOH, 10% H2O, 0.1% TFA). Solvent A: (10% MeOH, 90% H2O, 0.1% TFA). Gradient, start % B=0, final % B=100, gradient time 4 min, hold at 100% B 1 min, flow rate 4 mL/min.","4-(6-chloroimidazo[1,2-b]pyridazin-8-ylamino)-N-(1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridin-3-yl)benzamide | 1a | trans-1,4-diaminocyclohexane | water | dichloromethane | crude product | title compound"
US04175203,"A mixture of p-cyanomethylhydrocinnamic acid (18.9 g., 0.1 mole), red mercuric oxide (17.2 g., 0.08 mole), and carbon tetrachloride (180 ml.) is stirred at room temperature while bromine (16.0 g., 0.1 mole) is added dropwise during 40 minutes. The resulting mixture is heated at reflux for 1 hour. The mixture is then cooled, filtered, washed with dilute hydrochloric acid and water, and dried over magnesium sulfate. The solution is evaporated to leave the product as a yellow residual oil. It is purified by column chromatography on silica gel with benzene elution.",p-cyanomethylhydrocinnamic acid | mercuric oxide | carbon tetrachloride | bromine | hydrochloric acid | water | magnesium sulfate | product
US20070259881A1,"A suspension of 1-[2-(aminomethyl)-1H-imidazo[4,5-c][1,5]naphthyridin-1-yl]-2-methylpropan-2-ol (0.65 g) in dichloromethane (13 mL) was cooled to 0° C., and triethylamine (0.7 mL, 5 mmol) and cyclopropanecarbonyl chloride (0.23 mL, 2.5 mmol) were added. The reaction was stirred for ten minutes and diluted with dichloromethane (13 mL). The resulting solution washed with 1% aqueous sodium carbonate (10 mL), dried over sodium sulfate, filtered, and concentrated under reduced pressure. The residue was triturated with acetonitrile at 97° C., allowed to cool to room temperature, further cooled to 0° C., and isolated by filtration to provide 0.58 g of N-{[1-(2-hydroxy-2-methylpropyl)-1H-imidazo[4,5-c][1,5]naphthyridin-2-yl]methyl}cyclopropanecarboxyamide as off-white crystals.","1-[2-(aminomethyl)-1H-imidazo[4,5-c][1,5]naphthyridin-1-yl]-2-methylpropan-2-ol | dichloromethane | triethylamine | cyclopropanecarbonyl chloride | dichloromethane | sodium carbonate | sodium sulfate | acetonitrile | N-{[1-(2-hydroxy-2-methylpropyl)-1H-imidazo[4,5-c][1,5]naphthyridin-2-yl]methyl}cyclopropanecarboxyamide"
