Paragraph,task_name,output
"Paragraph_2_IUPAC: 3.2.6. 6-(3,4-Dimethylphenyl)-3,4-dioxo-8-(thiophen-2-yl)-3,4-dihydro-2H-pyrido[2,1-c][1,2,4] triazine-9-carbonitrile (7) A mixture of compound 1 (0.01 mole) and diethyl oxalate (0.01 mole) in THF (50 mL) was refluxed for 24 h and then cooled. The solid obtained was filtered off and recrystallized from acetic acid to give 7. Yield 56%, m.p. 233–235 °C. IR spectrum (KBr, ν, cm−1): 3150 (NH); 2209 (CN); 1713 (C=O); 1675 (C=O). 1H-NMR (DMSO-d6, δ ppm): 2.26 (s, 3H, CH3), 2.28 (s, 3H, CH3), 7.25–7.34 (m, 3H, Ar–H), 7.49–7.61(m, 3H, Ar–H), 7.90 (s, 1H, pyridine–H), 9.02 (s, 1H, NH, D2O exchangeable). 13C-NMR spectrum (CDCl3, δ ppm): 19.33, 21.53, 115.53, 116.52, 116.73, 118.72, 122.28, 125.71, 125.90, 128.08, 128.50, 128.87, 129.49, 129.88, 130.67, 133.01, 137.67, 139.44, 159.68, 162.69; MS, m/z (%): 374 (M+, 22). Analysis for C20H14N4O2S: C, 64.16; H, 3.77; N, 14.96; S, 8.56. Found C, 63.88; H, 3.48; N, 14.68; S, 8.29. ",Paragraph_2_IUPAC,"6-(3,4-Dimethylphenyl)-3,4-dioxo-8-(thiophen-2-yl)-3,4-dihydro-2H-pyrido[2,1-c][1,2,4] triazine-9-carbonitrile"
"Paragraph_2_IUPAC: 3.6. Synthesis of 4-anilino-3-iodo-2-methylquinoline (5) 4-Chloro-3-iodo-2-methylquinoline (4, 1.51 g, 0.005 mol) and aniline (0.93 mL, 0.01 mol) were dissolved in dry ethanol (30 mL). The initial colour of the reaction mixture was colourless, but changed into yellow after some 15 min. The reaction was monitored by thin layer chromatography (tlc) and the formation of product was confirmed by the appearance of a new spot with Rf equal to the standard. The reaction mixture was stirred for a further 30 min, filtered, dried and recrystallized from chloroform. Yield 1.29 g (98%); m.p. 180 ºC; IR (KBr) [υmax cm-1] 3334 (N-H); 1H-NMR (CDCl3, 400 MHz, CDCl3 = 7.24 ppm) δ 3.18 (s, 3H, CH3), δ 7.07 (d, 2H, Ph-H-2′& H-2′′, J = 8.0 Hz), δ 7.22 (t, 2H, H-3′& H-3′′, J = 8.0 Hz), δ 7.38 (m, 3H, H-5, H-6 & H-7, J = 8.0 Hz), δ 7.54 (d, 1H, H-8, J = 8.0Hz), δ 7.72 (t, 1H, H-4′, J = 7.2Hz), δ 8.56 (bs, 1H, NH); 13C-NMR (CDCl3, 100 MHz, CDCl3 = 70.00 ppm) δ 159.01 (C-2), 13.05 (CH3), 51.97 (C-3), 148.27 (C-4), 125.16 C-4a)-, 124.33 (C-6), 129.76 (C-7 & C-8), 147.39 (C-8a), 131.08 (C-1´), 96.43 (C-2´& C-2´´), 129.46 (C-3´ & C-3´´), 125.82 (C-4´& C-5). ",Paragraph_2_IUPAC,4-anilino-3-iodo-2-methylquinoline
"Paragraph_2_IUPAC: 2,5-Bis(5-bromo-4-octylthiazol-2-yl)thiophene (Tz): 2,5-Bis(4-octylthiazol-2-yl)thiophene (2) (1 g, 2.1 mmol) and N-bromosuccinimide (NBS) (0.94 g, 5.3 mmol) were dissolved in dimethylformamide (DMF) (60 mL) and stirred at RT overnight. The reaction mixture was poured into water. The organic phase was extracted with dichloromethane and water and dried over anhydrous MgSO4. The solvent was then removed by evaporation under reduced pressure. The resulting product was recrystallized using MC and methanol to yield a pure yellow solid (1.1 g, 83%). 1H NMR (400 MHz, CDCl3), δ (ppm): 7.20 (s, 2H), 2.66 (t, J = 8.0 Hz, 2H), 1.65 (m, 2H), 1.25 (m, 10H), and 0.82 (t, J = 8.0 Hz, 3H). 13C NMR (100 MHz, CDCl3), δ (ppm): 159.88, 157.22, 138.74, 126.64, 103.81, 32.02, 29.85, 29.55, 29.50, 29.35, 28.85, 22.83, and 14.28. ",Paragraph_2_IUPAC,"2,5-Bis(5-bromo-4-octylthiazol-2-yl)thiophene"
"Paragraph_2_IUPAC: 3,5-Diphenyl-5-(2-phenyl-1H-indol-3-yl)-1,5-dihydro-2H-pyrrol-2-one (7aa): colorless solid, mp (EtOAc) 261.1–265.3 °C, Rf 0.4 (EtOAc/Hex, 1:2). Yield: 234 mg (0.55 mmol, 55%). 1H NMR (400 MHz, DMSO-d6) δ 11.36 (s, 1H), 9.50 (d, J = 1.9 Hz, 1H), 7.58–7.50 (m, 2H), 7.38 (dt, J = 7.7, 1.8 Hz, 4H), 7.35–7.29 (m, 5H), 7.28 (dd, J = 5.1, 1.8 Hz, 3H), 7.23 (t, J = 7.5 Hz, 2H), 7.19–7.14 (m, 1H), 7.05 (t, J = 7.4 Hz, 2H), 6.86–6.77 (m, 1H). 13C NMR (101 MHz, DMSO-d6) δ 170.9, 148.7, 142.5, 136.4, 135.7, 133.9, 131.4, 130.5 (2C), 130.1, 128.3 (2C), 128.2, 128.1 (2C), 128.0, 127.7 (2C), 127.1, 126.8 (2C), 126.6, 126.3 (2C), 121.4, 120.7, 118.8, 111.8, 111.1, 65.5. IR, vmax/cm−1: 3261, 3042, 1773, 1686, 1558, 1515, 1417, 1242. HRMS (ES TOF) calculated for (M + Na)+ C30H22N2NaO 449.1624, found 449.1611 (3.0 ppm). ",Paragraph_2_IUPAC,"3,5-Diphenyl-5-(2-phenyl-1H-indol-3-yl)-1,5-dihydro-2H-pyrrol-2-one"
"Paragraph_2_IUPAC: A mixture of 5-amino-1H-pyrazole-4-carbohydrazide (130 mg, 1.2 mmol) and ethoxymethylideneacetylacetone (400 mg, 2.4 mmol) in 5 mL of absolute ethanol was refluxed for 4 h with a calcium chloride tube. After solvent evaporation, the resulting precipitate was filtered, washed with diethyl ether, recrystallized from hexane and dried to give 6-acetyl-7-methyl-3-[1-(4-acetyl-5-methyl-1H-pyrazole-1-carbonyl)]pyrazolo[1,5-a]pyrimidine 7 as an orange solid in 70% yield. 1H NMR (300 MHz, DMSO/CCl4 1:3, δ, ppm): 2.48 (s, 3 H), 2.76 (s, 3 H), 2.93 (s, 3 H), 3.14 (s, 3 H), 8.12 (s, 1 H), 8.96 (s, 1 H), 9.28 (s, 1 H). 13C NMR (75 MHz, DMSO/CCl4 1:3, δ, ppm): 12.4, 14.52, 28.82, 29.56, 103.68, 120.08, 121.8, 142.27, 146, 149.01, 149.8, 150.07, 152.88, 159.68, 191.86, 195.43. Calculated, %: C 59.07, H 4.65, N 21.53. C16H15N5O3. Found, %: C 59.03, H 4.70, N 21.50; mp: 217–218 ℃. ",Paragraph_2_IUPAC,"6-acetyl-7-methyl-3-[1-(4-acetyl-5-methyl-1H-pyrazole-1-carbonyl)]pyrazolo[1,5-a]pyrimidine 7"
"Paragraph_2_IUPAC: 3.3. Synthesis of 2,4-Dichloro-6-methoxy-1,3,5-triazine (DCMeT, 2) The product was prepared using the reported method [30] and obtained from CH2Cl2/hexane as a white solid in 98% yield; mp 87–88 °C (Lit. [30]; mp 86–87 °C). 1H-NMR (CDCl3) δ 3.99 (s, 3H, OCH3). 13C-NMR (100 MHz, CDCl3) δ 54.8 (OCH3), 168.9, 171.4 (C=N, triazine). ",Paragraph_2_IUPAC,"2,4-Dichloro-6-methoxy-1,3,5-triazine"
"Paragraph_2_IUPAC: 3.2. Preparation of N-propyl-2-trichloromethylquinazolin-4-amine (2) Three equiv. of propylamine were added onto 1 equiv. of 4-chloro-2-trichloromethylquinazoline (1). The solvent-free reaction mixture was stirred at 30 °C for 1 min. The mixture was poured into a solution of NaOH (5%) and extracted with dichloromethane. The organic layer was washed with water three times, dried over anhydrous Na2SO4, concentrated in vacuo and recrystalized from cyclohexane to afford 2 in 95% yield.Beige solid; yield 95%, mp 136 °C. 1H-NMR (CDCl3) δ 1.03 (3H, t, J = 7.3 Hz), 1.69–1.87 (2H, m), 3.66–3.76 (2H, m), 6.06 (1H, br s), 7.49–7.57 (1H, m), 7.73–7.81 (2H, m), 7.97 (1H, d, J = 8.3 Hz). 13C-NMR (50 MHz; CDCl3) δ 11.6 (CH3), 22.5 (CH2), 43.4 (CH2), 98.4 (C), 113.8 (C), 121.2 (CH), 127.4 (CH), 129.0 (CH), 133.2 (CH), 149.1 (C), 160.7 (C), 161.5 (C). Anal. calcd for C12H12Cl3N3: C, 47.32; H, 3.97; N, 13.80. Found: C, 47.90; H, 4.24; N, 13.85.  3.3. General Procedure for the Preparation of Compounds 4 and 5",Paragraph_2_IUPAC,N-propyl-2-trichloromethylquinazolin-4-amine
"Paragraph_2_IUPAC: ((1E,3Z,6E)-3-hydroxy-5-oxohepta-1,3,6-triene-1,7-diyl)bis(2-methoxy-4,1-phenylene) bis(decanoate) (3) 1H NMR (400 MHz; CDCl3): δH, ppm: 7.62 (d, J = 15.8 Hz, 2H), 7.16 (d, J = 8.2 Hz, 2H), 7.12 (s, 2H), 7.05 (d, J = 8.2 Hz, 2H), 6.56 (d, J = 15.8 Hz, 2H), 5.83 (s, 1H), 3.87 (s, 6H), 2.59 (t, J = 7.5 Hz, 4H), 1.77 (m, 4H), 1.42 (m, 4H), 1.28 (m, 20H), 0.89 (t, J = 6.8 Hz, 6H); 13C NMR (100 MHz, CDCl3) δC, ppm: 183.3, 171.8, 151.6, 141.6, 140.2, 134.0, 124.3, 123.5, 121.3, 111.6, 101.9, 56.1, 34.2, 32.0, 29.4, 25.2, 22.8, 14.3; ESI-MS (m/z): calcd for C41H56O8Na = 699.3873, found for [M + Na]+ = 699.3856; UV-Vis (λmax) in THF: 400 nm, Ɛ: 43,682 M−1 cm−1; M. P.: 84–88 °C; FTIR: 2911 cm−1 (ν OH), 2844 cm−1 (ν CH), 1766 cm−1 (ν C=O) and 1115 cm−1 (ν C-OR).  3.3. Synthesis of Curcumin-Ether-Based Plasticizers ",Paragraph_2_IUPAC,"((1E,3Z,6E)-3-hydroxy-5-oxohepta-1,3,6-triene-1,7-diyl)bis(2-methoxy-4,1-phenylene) bis(decanoate)"
"Paragraph_2_IUPAC: 4-[(2-Methoxybenzylidene)-amino]-1,5-dimethyl-2-phenyl-1,2-dihydropyrazol-3-one (3). C19H19N3O2;IR vmax cm-1: 2830 (C-H), 1646 (C=C), 1691 (C=O), 1572 (C=N), 1135 (N- N); 1H-NMR (CDCl3) δ: 10.18 ((s, 1H, CH olefinic), 8.22(d, H3, CHaromatic, J = 2.58 Hz), 8.20 (dd, H4, CHaromatic, J = 11.22 Hz), 6.99 (dd, H5, CHaromatic, J = 12.42 Hz), 8.20 (d, H6 CHaromatic, J = 2.64 Hz), 7.39-7.56 (m, 5H, CHaromatic), 3.92 (s, O-CH3), 3.21 (s, N-CH3), 2.56 (s,-CH3); 13C-NMR (CDCl3) δ: 190.10, 160.92, 159.21, 153.55, 151.93, 134.90, 131.42, 129.09, 126.64, 126.38 125.90, 124.17, 120.44, 119.58, 113.08, 111.04, 55.48, 35.96, 10.16; MS (m/z, %): 322 (M+1, 58); Anal. Calc. for C19H19N3O2: C, 71.01; H, 5.96; N, 13.07, Found: C, 70.85; H, 5.88; N, 12.98. ",Paragraph_2_IUPAC,"4-[(2-Methoxybenzylidene)amino]-1,5-dimethyl-2-phenyl-1,2-dihydropyrazol-3-one"
"Paragraph_2_IUPAC: 1-((S)-1-Benzyl-2-hydroxyethyl)-1H-1,2,3-triazole-4-carboxylic acid (2-hydroxy-ethyl)-amide (32): The target compound was obtained by reacting 24 (0.55 mmol, 145 mg) with ethanol amine (1.6 mmol, 100 μL) following the procedure described above. The crude product was purified by column chromatography on silica gel using CHCl3/MeOH (9:1 v/v) as eluent. The title compound was obtained as an oil (7 mg, 4% yield). 1H-NMR (CD3OD) δ 3.18–3.36 (2H, m), 3.46–3.52 (2H, m), 3.66–3.71 (2H, m), 3.91–4.04 (2H, m), 4.64–4.69 (1H, m), 7.07–7.29 (5H, m), 8.27 (1H, s); 13C-NMR (CDCl3) δ 38.14 (-), 42.46 (-), 61.37 (-), 64.40 (-), 66.84 (+), 126.99 (+), 127.73 (+), 129.43 (+), 129.81 (+), 136.31 (q), 142.67 (q), 160.52 (q); Anal. Calc. for C14H18N4O3: C, 57.92; H, 6.25; N, 19.30. Found: C, 58.18; H, 6.24; N, 19.32. ",Paragraph_2_IUPAC,"1-((S)-1-Benzyl-2-hydroxyethyl)-1H-1,2,3-triazole-4-carboxylic acid (2-hydroxy-ethyl)-amide"
"Paragraph_2_IUPAC: (Z)-2-methyl-5-(2-(thiophen-2-yl)vinyl)thiazole (cis-1a): 33 mg (isolated yield 20%), yellow oil, Rf(PE/E = 5%) = 0.62; UV (ACN) λmax/nm (ε/dm3 mol−1 cm−1) 315 (15,948); 1H NMR (CDCl3, 600 MHz) δ/ppm: 7.25 (d, J = 7.7 Hz, 1H), 7.23 (d, J = 5.3 Hz, 1H), 7.13 (s, 1H), 6.97 (dd, J = 5.1, 3.6 Hz, 1H), 6.72 (d, J = 12.4 Hz, 1H), 6.43 (d, J = 12.4 Hz, 1H); 13C NMR (CDCl3, 75 MHz) δ/ppm: 165.1, 151.6, 139.6, 129.9, 126.7, 126.5, 124.0, 120.7, 117.1, and 19.1; and MS (ESI) m/z (%, fragment): 208 (100); ",Paragraph_2_IUPAC,(Z)-2-methyl-5-(2-(thiophen-2-yl)vinyl)thiazole
"Paragraph_2_IUPAC: Synthesis of 7-(4-chlorobutoxy)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-4H-chromen-4-one (7): 1-Bromo-4-chlorobutane (0.62 g, 3.59 mmol, 1.20 equiv) and potassium carbonate (0.413 g, 2.97 mmol, 1.00 equiv.) were added to a solution of 4 (1.39 g, 2.97 mmol, 1.00 equiv.) in DMF (20 mL) under nitrogen and stirred overnight at R.T. The reaction mixture was diluted in CH2Cl2 (100 mL) and washed with 3 M aq. HCl (3 × 100 mL). The organic layer was then dried over MgSO4 and filtered. The solvent was evaporated under reduced pressure. Without further purification, the crude product was added to a mixture of acetonitrile (60 mL) and 3 M aq. HCl (30 mL). The resulting solution was stirred and refluxed for 1 hour, and then ethyl acetate (100 mL) and water (100 mL) were added. The organic layer was washed with 3 M aq. HCl (3 × 100 mL), dried over MgSO4, and filtered. The solvent was evaporated under reduced pressure and the purification of the resulting residue by silica gel flash chromatography (eluent: 8:2 toluene/methanol) gave 7 as a bright yellow solid (0.71 g, 61% yield). 1H- NMR (250 MHz, DMSO-d6, 25 °C): δ = 1.80-2.01 (m, 4H, 2 × CH2), 3.66-3.80 (m, 2H, CH2), 4.00-4.22 (m, 2H, CH2), 6.34 (d, 4JH,H = 2.2 Hz, 1 H, 6-H), 6.70 (d, 4JH,H = 2.0 Hz, 1 H, 8-H), 6.89 (d, 3JH,H = 8.5 Hz, 1 H, 5’-H), 7.57 (dd, 3JH,H = 8.5 Hz, 4JH,H = 2.0 Hz, 1 H, 6’-H), 7.73 (d, 4JH,H = 2.0 Hz, 1 H, 2’-H) ppm; 13C-NMR (62.9 MHz, DMSO-d6, 25 °C): δ = 175.5, 163.7, 159.9, 155.6, 147.4, 146.8, 144.6, 135.6, 121.5, 119.6, 115.1, 114.8, 103.6, 97.4, 91.9, 67.3, 44.7, 28.3, 25.5 ppm; MS (ESI-MS): m/z 393, [M+H]+; Elemental analysis: calcd. for C19H17ClO7: C 58.10, H 4.36; found C 58.18, H 4.41. ",Paragraph_2_IUPAC,"7-(4-chlorobutoxy)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-4H-chromen-4-one"
"Paragraph_2_IUPAC: The synthesis of bis-(cyanoguanidino)butane was adapted from a previously published procedure53. 1,4-diaminobutane (Acros Organics, 112120250, 554 mg, 5,68 mmol) was dissolved in water and stirred with 37% aq. HCl for 10 min at room temperature. The solvent was evaporated under reduced pressure and the resulting salt was suspended in butanol (5 ml) with sodium dicyanamide (Sigma-Aldrich, 178322, 1.09 g, 11.4 mmol) and stirred at 140 °C overnight. After filtration, the solid was washed with butanol and cold water and recrystallized from water to give the bis-(cyanoguanidino)butane as a white powder (350 mg, 27%). 1H NMR (500 MHz, DMSO-d6) δ: 7.62–6.12 (m, 6H, ex), 3.23–2.85 (m, 4H), 1.71–1.15 (m, 4H) ppm. 13C NMR (125.8 MHz, DMSO-d6) δ: 161.6, 118.8, 40.9, 26.8 ppm.  LCC-12,4 ",Paragraph_2_IUPAC,bis-(cyanoguanidino)butane
"Paragraph_2_IUPAC: 6-Amino-4-(4-chlorophenyl)-3-methyl-1,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile 13C NMR (100 MHz, DMSOd6): δH = 160.9, 154.7, 143.5, 135.7, 131.2, 130.0, 128.5, 120.7, 97.2, 56.7, 35.5, 9.7 ppm. ",Paragraph_2_IUPAC,"6-Amino-4-(4-chlorophenyl)-3-methyl-1,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile"
"Paragraph_2_IUPAC: 4.4. Preparation of (2R,3S,4R)-N-Benzyl-2-phenylsulfonylmethyl-3,4-isopropylidenedioxypyrrolidine (9) Scheme 2, step e: LiAlH4 (7 mg, 0.19 mmol) was added to a solution of 11 (38 mg, 0.1 mmol) in dry THF (1 mL) at 0 °C. The resulting mixture was stirred for 1h, allowing to warm to rt, whereupon the reaction was quenched with wet ether, dried (Na2SO4), filtered, and concentrated. The resulting crude residue was purified by flash chromatography (silica gel, n-hexane/EtOAc 8:2) to yield benzyl derivative 9 (10 mg, 30%). IR (film) ν (cm−1) 2983, 2942, 1454, 1377, 1307, 1209, 1148, 1086, 1054; 1H-NMR (400 MHz) δ = 7.90–7.15 (m, 10H), 4.70 (m, 1H), 4.64 (m, 1H), 3.81 (d, J = 13.3 Hz, 1H), 3.55 (d, J = 13.3 Hz, 1H), 3.32–3.27 (m, 2H), 3.13 (dd, J = 13.5 and 9.0 Hz, 1H), 2.87 (dd, J = 10.7 and 5.3 Hz, 1H), 2.68 (d, J = 10.7 Hz, 1H), 1.50 (s, 3H),1.28 (s, 3H); 13C-NMR (100 MHz) δ = 139.4, 137.0, 133.7, 129.2, 128.3, 128.1, 127.1, 112.4, 84.3, 78.7, 63.4, 57.3, 56.6, 55.1, 27.0, 25.0; HRMS (ESI) C21H25NO4S requires (M+Na) 410.1402; found 410.1397; [α]D20 = + 20.2 (c 1.0, CHCl3). ",Paragraph_2_IUPAC,"(2R,3S,4R)-N-Benzyl-2-phenylsulfonylmethyl-3,4-isopropylidenedioxypyrrolidine"
"Paragraph_2_IUPAC: 3.2. Synthesis (E)-3-Phenylpropyl-3-(3,4-Diacetoxyphenyl)acrylate (4). A mixture of diacetylcaffeic acid (2, 300 mg, 1.13 mmol), thionyl chloride (5 mL) and two drops of DMF was heated at reflux for 4 h. The excess thionyl chloride (SOCl2) was removed on a rotovap, and the residue was dissolved in dry CH2Cl2 (4 mL). To this solution was slowly added pyridine (1 mL) and 3-phenylpropan-1-ol (232.0 μL, 1.71 mmol, 1.3 eq.). The resulting mixture was stirred overnight at room temperature. After removal of solvents, the residue was dissolved in dichloromethane (25 mL), the organic extract was washed with water (2 × 20 mL), brine (2 × 20 mL), and then dried over MgSO4. The resulting residue was purified by silica gel circular chromatography using 5–15% EtOAc-hex to afford 314 mg (yield = 73%) of the desired derivative 4 as a white solid. M.p. = 66–67 °C; Rf = 0.60 (30% EtOAc–hex); 1H-NMR (CDCl3, 25 °C); δ (ppm): 7.63 (d, J = 16.01 Hz, 1H, =CHCar), 7.45–7.21 (m, 8H, Har), 6.41 (d, 15.97 Hz, 1H, =CHCO), 4.25 (t, J = 6.52 Hz, 2H, CH2(CH2)2Ph), 2.77 (t, J = 7.44 Hz, 2H, (CH2)2CH2Ph), 2.33 (s, 6H, 2 × OAc), 2.06 (quint., J = 6.52 Hz, 2H, CH2CH2CH2Ph); 13C-NMR (CDCl3, 25 °C); δ (ppm): 168.08, 168.00, 166.60, 143.48, 142.76, 142.45, 141.20, 133.33, 128.47, 128.44, 126.41, 126.03, 123.93, 122.73, 119.34, 64.06, 32.26, 30.27, 20.66, 20.63; HRMS m/z calc. for C22H22O6 + (Na+) : 405.1309; found: 405.1311. ",Paragraph_2_IUPAC,"(E)-3-Phenylpropyl-3-(3,4-Diacetoxyphenyl)acrylate"
"Paragraph_2_IUPAC: 1H NMR (400 MHz, CDCl3): δ 8.81 (s, 3H, Ar–HPh), 7.66 (s, 3H, Ar–Htriazole), 6.12 (m, 24H, −SiCH=CH2), 5.99&5.69 (m, 36H, −SiCH=CH2), 5.47 (s, 6H, −COOCH2−), 4.33 (t, 6H, NCH2−), 1.92 (m, 6H, NCH2CH2−), 1.33 (m, 42H, −CH2CH2Si−), 0.60–0.50 (m, 78H, −CH2Si−), 0.11 (s, 36H, −SiCH3), −0.11 (s, 18, −SiCH3). 13C NMR (400 MHz, CDCl3): δ 164.8 (COO), 142.3 (Ctriazole), 137.3 (−SiCH=CH2), 135.2 (Ar–CHPh), 132.8 (−SiCH=CH2), 131.1 (Ar–CPh), 124.1 (CHtriazole), 58.8 (−COOCH2−), 50.3 (N–CH2), 34.3 (NCH2CH2), 22.0 (−NCH2CH2CH2CH2Si−), 18.4 (−CH2CH2Si−), 13.6 (−NCH2CH2CH2−), −4.8 & −5.0 (−SiCH3). C153H279N9O6Si21 (2930.8 g/mol). Calcd % C, 62.70; % H, 9.60; % N, 4.30. Exp. % C, 62.03; % H, 9.65; % N, 3.95.  2.2 Synthetic Procedure for Dendritic Hydrogels ",Paragraph_2_IUPAC,
"Paragraph_2_IUPAC: N-phthaloylglycine chloride (1) was prepared by a slightly modified procedure [33] as follows: N-phthaloylglycine (2.052 g, 0.01 mol) was treated with an excess of SOCl2 (5.0 mL) in a moisture-free atmosphere. The resulting mixture was stirred until the evolution of gases ceased (about 3 h) and then allowed to stand overnight. The excessive thionyl chloride was then evaporated in a vacuum, and the solid residue was treated with hexane. Hexane was re-evaporated, and this process was repeated once more to remove trace amounts of SOCl2. The resulting white crystalline solid was filtered off and washed on a filter with petroleum ether, and dried in a vacuum to afford pure N-phthaloylglycine chloride PG-Cl. The yield was 89%. 1H NMR (400 MHz, CDCl3), δ 4.85 (s, 2H, CH2), 7.77–7.80 (m, 2H, H5, H6), 7.90–7.94 (m, 2H, H4, H7). 13C NMR (101 MHz, CDCl3), δ 44.5 (CH2), 124.0 (2 CH), 131.5 (2 CH), 134.8 (2C), 167.0 (2C = O), 169.0 (C = O).  2.2. Optimization of Derivatization Conditions ",Paragraph_2_IUPAC,N-phthaloylglycine chloride
"Paragraph_2_IUPAC: 5-bromo-2-[(3,4-dichlorobenzoyl)amino]benzoic Acid (2) Prepared following general method Section 3.1.1. Reaction time: 3 h. Yield = 69%. 1H-NMR (DMSO-d6): δ (ppm) 7.50 (dd, J = 8.8, J = 2.6 Hz, 1H), 7.82 (d, J = 8.5 Hz, 1H), 7.96 (dd, J = 8.5 Hz, J = 2.0 Hz, 1H), 8.13-8.14 (m, 2H), 8.57 (d, J = 8.8 Hz, 1H). 13C-NMR (DMSO-d6): δ (ppm) 114.4, 121.0, 127.7, 127.8, 129.6, 131.5, 132.2, 133.2, 134.1, 134.9, 136.1, 140.3, 162.3, 168.5. HRMS (TOF, ES-) m/z [M-H]−: Calculated for C14H7NO3Cl2Br 385.8986, found 385.8989. ",Paragraph_2_IUPAC,"5-bromo-2-[(3,4-dichlorobenzoyl)amino]benzoic Acid"
"Paragraph_2_IUPAC: Compound 1: (Z)-5-(4-Hydroxybenzylidene)-2-phenylthiazol-4(5H)-one. Yield: 81%; 1H NMR (500 MHz, DMSO-d6) δ 8.15 (d, 2H, J = 8.0 Hz), 7.90 (s, 1H), 7.75 (t, 1H, J = 6.5 Hz), 7.65–7.60 (m, 4H), and 6.86 (d, 2H, J = 8.0 Hz); 13C NMR (100 MHz, DMSO-d6) δ 185.8, 183.0, 163.6, 139.6, 135.8, 134.2, 132.1, 130.3, 128.9, 124.0, 121.4, and 117.8; and LRMS (ESI–) m/z 280 (M–H)−. ",Paragraph_2_IUPAC,(Z)-5-(4-Hydroxybenzylidene)-2-phenylthiazol-4(5H)-one
"Paragraph_2_IUPAC: 2-(6-Bromo-1H-indol-1-yl)acetic acid (6), The solution of NaOH (1.64 g, 41.03 mmol) in water (55 mL) was added to the solution of methyl 2-(6-bromo-1H-indol-1-yl) acetate 5 (5.50 g, 20.52 mmol) in MeOH (55 mL). The mixture was refluxed for 5 h and cooled to room temperature. After that MeOH was evaporated. The aqueous solution was washed with petroleum ether and treated with 10% HCl (aq.) to reach pH = 1. The solution was extracted with AcOEt (3 × 25 mL). The combined organic phases were washed with water and brine, dried over MgSO4, and concentrated in vacuo to make the target compound 6 a colorless solid (5.06 mg, 97%).  1H NMR (300 MHz, DMSO-d6), δ: 12.95 (br.s, 1H, OH)7.76–7.63 (m, 1H, Ar), 7.51 (d, J = 8.4 Hz, 1H, Ar), 7.36 (d, J = 3.2 Hz, 1H, Ar), 7.16 (dd, J = 8.4, 1.8 Hz, 1H, Ar), 6.48 (dd, J = 3.2, 0.9 Hz, 1H, Ar), 5.05 (s, 2H, CH2). 13C NMR (75 MHz, DMSO-d6), δ: 170.75 (COO), 137.81, 131.21, 127.55, 122.47, 114.57, 113.27, 101.79 (Ar), 47.58 (CH2). ",Paragraph_2_IUPAC,2-(6-Bromo-1H-indol-1-yl)acetic acid
"Paragraph_2_IUPAC: 5-Acetyl-9-fluoro-5,6-dihydrophenanthridin-1-yl pyridine-2-sulfonate (2h): The product was synthesized by general method C (eluent: EA:PE = 1:1, Rf = 0.26); 53.7 mg, 69% yield; white solid; m. p. = 151–152 °C; 1H NMR (400 MHz, CDCl3) δ 8.46 (d, J = 3.4 Hz, 1H), 7.87 (d, J = 7.8 Hz, 1H), 7.80–7.76 (m, 1H), 7.75–7.64 (m, 1H), 7.52–7.37 (m, 3H), 7.30 (s, 1H), 7.13 (dd, J = 8.0, 5.9 Hz, 1H), 6.90–6.86 (m, 1H), 4.58 (s, 2H), 2.14 (s, 3H); 13C NMR (100 MHz, CDCl3) δ 168.9, 161.6 (JC-F = 243.0 Hz), 153.2, 149.8, 146.7, 140.2, 137.9, 131.7, 129.7 (JC-F = 5.0 Hz), 128.7, 128.0, 126.9 (JC-F = 4.0 Hz), 123.7 (2C), 122.8, 122.0, 115.0 (JC-F = 16.2 Hz), 114.8 (JC-F = 13.3 Hz), 44.4, 22.0; IR (KBr): 3728, 2361, 2341, 1665, 1606, 1591, 1454, 1420, 1381, 1340, 1219, 1184, 814 cm−1; HRMS (ESI) m/z calculated for C20H15FN2O4SNa [M+Na]+: 421.0629; found 421.0620. ",Paragraph_2_IUPAC,"5-Acetyl-9-fluoro-5,6-dihydrophenanthridin-1-yl pyridine-2-sulfonate"
